year (AD),age (BP),MTWM (degC)
1950,0,21.246
1900,50,20.987
1850,100,21.19
1800,150,21.09
1750,200,20.512
1700,250,20.513
1650,300,20.795
1600,350,20.24
1550,400,20.522
1500,450,20.973
1450,500,20.592
1400,550,20.606
1350,600,21.293
1300,650,20.719
1250,700,20.925
1200,750,20.528
1150,800,20.494
1100,850,20.877
1050,900,20.658
1000,950,20.866
950,1000,20.996
900,1050,20.86
850,1100,20.548
800,1150,20.354
750,1200,20.314
700,1250,20.344
650,1300,20.549
600,1350,20.757
550,1400,20.976
500,1450,21.195
450,1500,20.805
400,1550,20.401
350,1600,20.541
300,1650,20.8
250,1700,20.842
200,1750,20.778
150,1800,20.784
100,1850,20.874
50,1900,20.94
0,1950,20.927
-50,2000,20.914
-100,2050,20.776
-150,2100,20.637
-200,2150,20.516
-250,2200,20.4
-300,2250,20.464
-350,2300,20.707
-400,2350,20.902
-450,2400,20.962
-500,2450,21.022
-550,2500,21.082
-600,2550,21.087
-650,2600,21.028
-700,2650,20.969
-750,2700,20.911
-800,2750,20.935
-850,2800,21.019
-900,2850,21.104
-950,2900,21.189
-1000,2950,21.174
-1050,3000,21.115
-1100,3050,21.057
-1150,3100,20.999
-1200,3150,21.034
-1250,3200,21.097
-1300,3250,21.159
-1350,3300,21.222
-1400,3350,21.225
-1450,3400,21.222
-1500,3450,21.218
-1550,3500,21.213
-1600,3550,21.082
-1650,3600,20.955
-1700,3650,20.922
-1750,3700,20.888
-1800,3750,20.855
-1850,3800,20.851
-1900,3850,20.957
-1950,3900,21.063
-2000,3950,21.168
-2050,4000,21.188
-2100,4050,21.095
-2150,4100,21.002
-2200,4150,20.909
-2250,4200,20.916
-2300,4250,20.99
-2350,4300,21.065
-2400,4350,21.14
-2450,4400,21.091
-2500,4450,21.004
-2550,4500,20.917
-2600,4550,20.83
-2650,4600,20.778
-2700,4650,20.725
-2750,4700,20.673
-2800,4750,20.644
-2850,4800,20.75
-2900,4850,20.855
-2950,4900,20.961
-3000,4950,21.029
-3050,5000,21.029
-3100,5050,21.029
-3150,5100,21.029
-3200,5150,21.093
-3250,5200,21.216
-3300,5250,21.339
-3350,5300,21.462
-3400,5350,21.235
-3450,5400,20.9
-3500,5450,21.067
-3550,5500,21.081
-3600,5550,20.914
-3650,5600,20.886
-3700,5650,20.92
-3750,5700,20.978
-3800,5750,21.103
-3850,5800,21.217
-3900,5850,21.316
-3950,5900,21.313
-4000,5950,21.213
-4050,6000,20.907
-4100,6050,20.983
-4150,6100,21.214
-4200,6150,21.349
-4250,6200,21.172
-4300,6250,20.706
-4350,6300,21.013
-4400,6350,21.263
-4450,6400,21.237
-4500,6450,21.139
-4550,6500,21.013
-4600,6550,20.987
-4650,6600,20.975
-4700,6650,20.984
-4750,6700,21.091
-4800,6750,21.219
-4850,6800,20.948
-4900,6850,20.813
-4950,6900,20.931
-5000,6950,21.055
-5050,7000,21.18
-5100,7050,21.388
-5150,7100,21.493
-5200,7150,21.306
-5250,7200,21.263
-5300,7250,21.321
-5350,7300,21.124
-5400,7350,21.25
-5450,7400,21.531
-5500,7450,21.257
-5550,7500,21.118
-5600,7550,21.256
-5650,7600,21.365
-5700,7650,21.454
-5750,7700,21.143
-5800,7750,21.049
-5850,7800,21.402
-5900,7850,21.335
-5950,7900,21.13
-6000,7950,21.148
-6050,8000,21.064
-6100,8050,20.87
-6150,8100,20.902
-6200,8150,21.071
-6250,8200,21.232
-6300,8250,21.393
-6350,8300,21.447
-6400,8350,21.357
-6450,8400,21.266
-6500,8450,21.175
-6550,8500,21.081
-6600,8550,20.988
-6650,8600,21.009
-6700,8650,21.233
-6750,8700,21.457
-6800,8750,21.548
-6850,8800,21.404
-6900,8850,21.259
-6950,8900,21.139
-7000,8950,21.077
-7050,9000,21.015
-7100,9050,20.963
-7150,9100,20.935
-7200,9150,20.907
-7250,9200,20.927
-7300,9250,21.108
-7350,9300,21.289
-7400,9350,21.417
-7450,9400,21.364
-7500,9450,21.312
-7550,9500,21.194
-7600,9550,20.854
-7650,9600,20.513
-7700,9650,20.266
-7750,9700,20.5
-7800,9750,20.733
-7850,9800,20.941
-7900,9850,21.015
-7950,9900,21.09
-8000,9950,21.156
-8050,10000,21.147
-8100,10050,21.137
-8150,10100,21.114
-8200,10150,20.96
-8250,10200,20.806
-8300,10250,20.663
-8350,10300,20.849
-8400,10350,21.034
-8450,10400,21.212
-8500,10450,21.123
-8550,10500,21.035
-8600,10550,20.946
-8650,10600,21.021
-8700,10650,21.102
-8750,10700,21.183
-8800,10750,21.029
-8850,10800,20.867
-8900,10850,20.705
-8950,10900,20.766
-9000,10950,20.835
-9050,11000,20.904
