depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
45,Carbon-14,110244,80,2730,gyttja,NA
80,Carbon-14,110245,70,3630,gyttja,NA
107,Carbon-14,110246,100,5350,gyttja,NA
