depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-21,16.457,-16.8,0.527,823.714
10,185.7,15.886,-17.686,-0.801,684
20,371.5,11.171,-23.171,-7.208,277.714
30,557.2,15.171,-6.171,4.594,924.429
40,743,13.014,-4.857,3.742,1401
50,931.8,13.943,-2.257,5.501,1521.429
60,1123.7,13,-4.929,3.683,1386.714
70,1315.6,11.057,-10,0.179,823.429
80,1507.6,13.714,-3.414,4.744,1395.143
90,1699.5,13.714,-2.3,5.438,1900.857
100,1891.4,11.414,-18.314,-4.554,606.571
110,2083.3,13.729,-4.614,3.863,1313
120,2275.2,14.329,-2.6,5.339,1363.857
130,2467.2,12.929,-9.471,0.905,1117.429
140,2659.1,9.171,-27.629,-10.536,188.857
150,2851,13.043,-8.6,1.583,990.571
160,3042.9,12.329,-13.329,-1.435,806.286
170,3234.9,10.471,-22.514,-7.165,384.714
180,3426.8,12.7,-9.371,0.837,1116.429
190,3618.7,12.229,-13.4,-1.555,813.429
200,3810.6,11.357,-18.329,-4.579,611
210,4002.5,13.786,-4.4,4.286,1477.286
220,4194.5,13.257,-5.857,3.281,1416.429
230,4386.4,13,-11.014,0.221,1011.571
240,4578.3,13.9,-4.714,4.169,1560.571
250,4770.2,12.714,-6.1,3.161,1743
260,5023.3,13.9,-4.714,4.169,1560.571
270,5337.4,14.129,-1.314,6.155,1755.143
280,5651.5,14.8,0.214,7.214,1760
290,5965.6,14.029,-4.643,4.274,1570.571
300,6279.8,13.9,-4.714,4.169,1560.571
310,6593.9,13.014,-4.3,4.05,2050.571
330,7222.1,10.243,-25.043,-8.468,410.857
345,7739.3,14.2,-0.843,6.279,1960.571
365,8551.6,14.214,-0.771,6.337,1974.857
380,9160.8,12,-16.671,-3.061,862
400,9784.5,8.357,-15.5,-4.392,750.143
420,10094,11.171,-10.143,0.257,856.571
430,10248.8,9.2,-21.657,-7.24,461.143
440,10403.6,8.543,-18.614,-5.996,656.143
450,10558.4,11.371,-9.729,0.527,860.429
460,10713.2,8.357,-15.5,-4.392,750.143
470,10867.9,11.771,-8.943,1.107,787.429
