depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
10,565,9.543,-24.3,-6.469,546
15,848,9.286,-24.457,-6.825,527.857
25,1414,10.043,-24.357,-6.213,622.286
35,1979,11.071,-23.943,-5.799,716.143
42,2093,10.986,-24.629,-6.457,623.857
50,2223,11.557,-24.057,-5.324,725
60,2385,9.857,-24.429,-6.154,597.143
67,2499,11.871,-24.829,-6.618,603.143
75,2629,11.243,-23.471,-5.481,743.571
85,2792,10.771,-24.914,-6.375,582.286
92,2906,12.357,-27.114,-7.588,412.714
100,3190,11.114,-22.771,-5.505,774.714
107,3519,11.6,-25.7,-6.744,560.571
115,3895,11.286,-21.914,-5.023,841.714
125,4365,12.429,-25.414,-5.952,591
135,4835,10.857,-24.971,-6.301,582.571
142,5165,11.471,-26.829,-8.562,365.714
150,5541,10.9,-21.814,-6.987,616.429
155,5776,11.071,-27.629,-9.465,302.429
160,6011,12.557,-25.814,-7.869,415.857
