depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
11,Carbon-14,109573,1,109,NA,NA
32,Carbon-14,109574,60,2460,NA,NA
49,Carbon-14,109575,60,3520,NA,NA
69,Carbon-14,109576,70,4290,NA,NA
