depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,88,8.786,-24.843,-7.156,494.286
5,418,9.071,-25.529,-7.712,452.429
10,831,9.071,-25.529,-7.712,452.429
14,1161,8.914,-24.829,-7.093,498.286
18,1678,8.829,-24.9,-7.114,492
20,2030,8.9,-24.9,-7.05,500.286
22,2381,9.071,-25.529,-7.712,452.429
24,2733,8.943,-24.829,-7.068,501.143
26,3084,8.929,-24.771,-7.088,508.714
32,3711,8.871,-24.771,-7.14,500.857
42,4044,8.9,-24.9,-7.05,500.286
50,4310,8.929,-24.914,-6.988,501.571
58,4576,8.857,-24.843,-7.092,502.571
66,4842,8.9,-24.9,-7.05,500.286
74,5108,8.886,-24.843,-7.07,507.857
82,5374,8.929,-24.914,-6.988,501.571
90,5742,8.957,-24.914,-6.967,506.857
98,6172,8.9,-24.771,-7.114,504
106,6602,8.829,-24.843,-7.127,498
114,7033,9.1,-24.814,-6.817,516.286
124,7570,8.4,-26.643,-8.602,385.143
