depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
565,-31,11.271,-23.057,-5.504,778.143
579,386,12.129,-24.471,-5.635,687.143
593,804,11.8,-22.886,-5.102,780
608,1251,11.686,-19.157,-3.087,923.571
623,1698,11.486,-21.429,-4.539,872.286
638,2145,11.671,-22.586,-5.194,817.714
648,2443,11.843,-23.771,-5.726,729.286
650,2503,11.729,-18.414,-2.971,987.857
665,2950,11.229,-18.229,-3.057,982.429
682,3457,11.643,-22.529,-5.176,810
700,3967,11.186,-17.129,-2.573,1015.286
712,4300,11.114,-17.557,-2.877,996.286
720,4523,11.486,-18.714,-3.171,944.429
725,4679,11.1,-18.414,-3.321,969.429
730,4901,12.271,-23.657,-5.52,736.429
735,5123,12.257,-20.914,-4.018,834.429
740,5346,11.186,-19.9,-4.095,912
744,5523,13.429,-18.957,-2.656,908
748,5701,11.243,-22.343,-5.36,796.857
754,5968,11.914,-21.543,-4.685,723.143
758,6146,15.129,-19.029,-2.246,717.857
