depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
85,Carbon-14,111398,175,6310,organic silt,NA
155,Carbon-14,111399,665,7850,organic silt,NA
628,Carbon-14,111400,475,11795,organic silt,NA
892.5,Carbon-14,111401,355,9865,organic silt,NA
