depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1640.8,1971,20.914,-14.643,4.37,461.429
1649.2,2078,20.857,-14.986,4.165,443.143
1657.5,2184,20.8,-15.471,4.03,460.571
1665.8,2290,21.114,-14.986,4.395,479.857
1674.2,2480,21.114,-14.986,4.395,479.857
1682.5,2674,20.886,-14.943,4.229,466.857
1690.8,2869,21.329,-14.529,4.719,490.286
1699.2,3065,21.171,-14.829,4.487,475.857
1707.5,3260,21.229,-14.771,4.546,477.857
1715.8,3454,21.486,-14,4.92,490.857
1720,3552,20.986,-15.029,4.286,459.286
1728.2,3744,21.114,-14.971,4.415,483.286
1736.3,3934,21.229,-14.771,4.546,477.857
1744.5,4126,20.871,-14.971,4.238,452
1752.7,4318,21.157,-14.157,4.648,472.571
1760.8,4508,20.971,-15.157,4.236,453.429
1769,4700,20.629,-15.186,3.974,447.429
1777.1,4890,21.043,-14.414,4.505,461.286
1785.3,5082,21.186,-14.8,4.487,472.714
1793.5,5274,21.386,-14.186,4.806,501.857
1801.6,5355,20.886,-14.971,4.22,467
1809.8,5438,21.157,-14.214,4.608,461.571
1818,5520,20.957,-14.571,4.383,449.286
1824,5580,20.957,-15.143,4.227,454.429
1832,5661,20.971,-15.4,4.164,462.857
1840,5741,20.971,-15.157,4.236,453.429
1848,5821,21.243,-14.8,4.576,479.429
1856,5902,21.143,-14.871,4.431,464.571
1864,5982,20.7,-14.471,4.233,436.571
1872,6063,21.2,-14.657,4.532,482.714
1880,6143,21.257,-14.614,4.61,477
1888,6185,20.671,-14.414,4.21,436.857
1896,6270,21.571,-12.629,5.302,434.429
1904,6355,21.086,-15,4.34,456
1912,6440,21.3,-14.471,4.664,475.857
1920,6525,20.971,-14.843,4.302,453.714
1928.3,6614,20.986,-14.843,4.306,454
1936.7,6703,21.086,-14.686,4.407,456.286
1945,6791,20.771,-14.571,4.237,440
1953.3,6879,21.086,-14.686,4.407,456.286
1961.7,6969,21.086,-15,4.34,456
1970,7057,21.543,-13.6,5.085,486.714
1978.3,7145,21.129,-14.443,4.506,460.857
1986.7,7234,21.229,-14.271,4.661,471.143
1995,7247,20.929,-14.071,4.505,451.714
2003.3,7260,21.871,-13.229,5.499,532.286
2011.7,7274,21.5,-14.357,4.852,482
2020,7287,21.043,-14.514,4.442,465.429
2024.3,7294,21.414,-14.157,4.836,482.571
2032.8,7307,21.329,-14.029,4.829,506
2041.3,7320,21.343,-14.457,4.721,487.571
2049.8,7334,21.243,-14.157,4.696,473.143
2058.3,7347,20.9,-14.457,4.385,452.714
2066.8,7360,21.571,-12.586,5.427,483.714
2075.3,7374,21.671,-13.429,5.267,519.143
2083.8,7387,21.529,-12.929,5.321,483.714
2092.3,7401,21.743,-13.186,5.377,520.714
2100.8,7414,21.529,-12.929,5.321,483.714
2109.4,7427,21.686,-13.714,5.233,517.143
2117.9,7441,21.114,-14.543,4.567,490
2120,7444,21.343,-14.357,4.752,497.714
2128.8,7458,21.586,-13.643,5.257,547.857
2137.6,7472,21.486,-14.029,4.971,502.143
2146.4,7486,21.1,-14.571,4.526,488.714
2155.2,7500,21.4,-14.2,4.823,480.429
2164,7564,21.086,-14.829,4.568,499.143
2172.7,7644,21.457,-14.114,4.929,505.143
2181.5,7725,20.9,-14.886,4.323,477
2190.3,7806,21.5,-14.171,4.952,501.286
2199.1,7887,20.986,-15,4.41,477.714
2207.9,7968,21.1,-15.043,4.405,470.429
2216.7,8049,20.843,-15.343,4.119,449.714
2220,8079,20.857,-15.457,4.135,452.429
2224.4,8120,20.557,-16,3.84,444.714
2228.9,8263,21.057,-15,4.399,466.714
2233.3,8406,21.4,-14.2,4.823,480.429
2237.8,8551,20.943,-15.271,4.215,454.857
2242.2,8694,21.386,-14.671,4.788,504
2246.7,8840,21.2,-14.5,4.687,498.714
2251.1,8982,21.029,-14.871,4.319,454.286
2255.6,9128,21.186,-14.814,4.573,487.857
2260,9273,21.143,-15.229,4.389,459.857
2264.4,9417,21.129,-15.029,4.394,471.286
2268.9,9565,20.229,-16.043,3.508,459.429
2273.3,9709,20.929,-15.286,4.188,459
2277.8,9857,21.086,-14.6,4.425,455.714
2282.2,10001,20.771,-15.714,4.032,453.857
2286.7,10149,20.943,-15.486,4.15,463.429
2291.1,10294,21.057,-15.414,4.285,455.714
2295.6,10441,21.057,-15.071,4.358,457.857
2300,10586,21.157,-15.229,4.393,459.857
2304.4,10730,21.457,-14.586,4.817,497.714
2308.9,10880,20.957,-15.214,4.267,456
2313.3,11047,NA,NA,NA,NA
2317.8,11218,NA,NA,NA,NA
2320,11301,NA,NA,NA,NA
2324,11453,NA,NA,NA,NA
2328,11605,NA,NA,NA,NA
2332,11759,NA,NA,NA,NA
2336,11912,NA,NA,NA,NA
2340,12066,NA,NA,NA,NA
2344,12219,NA,NA,NA,NA
2348,12373,NA,NA,NA,NA
2352,12527,NA,NA,NA,NA
2356,12680,NA,NA,NA,NA
2360,12751,NA,NA,NA,NA
2364,12810,NA,NA,NA,NA
2368,12870,NA,NA,NA,NA
2372,12929,NA,NA,NA,NA
2376,12988,NA,NA,NA,NA
2380,13047,NA,NA,NA,NA
2384,13107,NA,NA,NA,NA
2388,13166,NA,NA,NA,NA
2392,13225,NA,NA,NA,NA
2396,13285,NA,NA,NA,NA
2400,13344,NA,NA,NA,NA
2404,13403,NA,NA,NA,NA
2408,13462,NA,NA,NA,NA
2416,13581,NA,NA,NA,NA
2424,13624,NA,NA,NA,NA
2436,13650,NA,NA,NA,NA
