depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,56,11.271,-24.043,-5.246,695.143
2,198,11.486,-24.1,-5.261,712.714
4,336,11.243,-24.014,-5.221,692.429
6,470,11.286,-24.086,-5.289,696.714
8,601,11.3,-24.071,-5.264,696.429
10,729,11.271,-24.043,-5.246,695.143
12,853,11.271,-24.043,-5.246,695.143
14,975,11.386,-23.971,-5.231,706.286
16,1093,11.186,-24.171,-5.406,693.429
18,1207,11.486,-24.157,-5.313,716.714
20,1319,11.243,-24.014,-5.221,692.429
22,1428,11.257,-24.057,-5.264,694
24,1534,12.186,-20.529,-3.593,856.571
26,1637,11.257,-24.057,-5.264,694
28,1737,11.3,-24.129,-5.317,700.429
30,1835,11.229,-24.114,-5.335,695.714
36,2110,11.286,-24.1,-5.276,699
40,2281,11.3,-24.129,-5.317,700.429
45,2481,11.329,-24.171,-5.343,703.143
51,2701,11.286,-24.086,-5.289,696.714
56,2870,11.257,-24.143,-5.348,697.714
60,2996,11.257,-24.071,-5.265,694
68,3224,11.357,-24.229,-5.38,706.714
70,3277,11.457,-24.171,-5.382,717.857
76,3425,11.586,-24.086,-5.343,728.857
80,3517,11.243,-24.014,-5.221,692.429
84,3603,11.329,-24.171,-5.343,703.143
90,3722,11.314,-24.143,-5.325,700.143
96,3831,11.329,-24.186,-5.345,703.286
100,3899,11.157,-24.029,-5.251,692.857
104,3964,11.329,-24.186,-5.345,703.286
112,4084,11.414,-24.1,-5.33,711.429
116,4141,11.429,-24.143,-5.357,715.143
120,4196,11.186,-24.171,-5.406,693.429
124,4250,10.929,-24.086,-5.437,678.857
130,4330,12.229,-24.857,-5.621,671.429
136,4409,10.986,-24.214,-5.545,682
140,4463,11.586,-24.086,-5.349,727.714
144,4517,11.871,-24.943,-5.754,645.857
150,4601,11.357,-24.214,-5.377,706.571
156,4690,12.829,-26.143,-6.276,538.429
160,4752,12.429,-25.543,-5.931,596.571
166,4852,12,-24.986,-5.65,650.286
172,4960,11.771,-24.986,-5.755,635.429
176,5037,11.9,-24.9,-5.721,645.286
180,5119,11.9,-24.786,-5.581,645
184,5207,12.286,-25.543,-6,587.714
190,5349,11.986,-24.9,-5.68,650.429
195,5478,11.8,-24.8,-5.774,646.714
200,5618,11.586,-24.086,-5.349,727.714
204,5738,11.486,-24.143,-5.346,716.571
210,5933,11.314,-24.157,-5.327,700.286
216,6147,11.214,-24.214,-5.44,696.857
220,6302,11.214,-24.214,-5.44,696.857
224,6465,10.914,-23.957,-5.258,689.429
230,6730,10.314,-23.743,-5.344,643.571
236,7019,9.9,-25.071,-6.845,507.143
240,7225,9.843,-25.1,-6.644,504.714
