depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
350,Carbon-14,109379,60,5940,NA,NA
510,Carbon-14,109380,60,4590,NA,McAndrews rejects date as too young.
530,Carbon-14,109381,70,7620,NA,NA
