depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-14,18.4,-16.471,2.261,746
5,48,18.386,-15.814,2.571,763
10,126,18.414,-16.457,2.242,757.143
20,282,18.4,-16.471,2.261,746
30,438,18.457,-16.757,2.144,764.429
60,905,18.4,-16.471,2.261,746
80,1217,18.029,-15.757,2.37,832.857
100,1529,18.214,-15.871,2.488,750.857
120,1840,18.286,-15.943,2.427,796.571
140,2152,18.371,-15.114,2.83,786.714
160,2464,18.371,-16.029,2.449,766.714
180,2775,18.371,-15.786,2.546,762.286
200,3087,18.543,-16.129,2.538,740.143
220,3399,18.543,-16.129,2.538,740.143
240,3711,18.371,-15.786,2.546,762.286
260,4022,18.386,-15.814,2.571,763
280,4334,18.4,-15.229,2.776,764.571
300,4646,18.329,-15.643,2.576,763.286
320,4957,18.371,-15.114,2.83,786.714
340,5269,18.314,-15.129,2.758,794.714
360,5581,18.457,-15.514,2.704,766.714
370,5737,18.6,-14.171,3.257,803.571
380,5893,18.629,-14.257,3.242,802.286
390,6048,19.086,-13.543,3.833,776.714
400,6204,18.614,-14.986,3.061,768.571
410,6360,18.457,-15.514,2.704,766.714
420,6494,18.414,-16.257,2.411,736.714
440,6762,18.243,-16.157,2.321,763.286
460,7030,18.629,-15.171,2.939,750
480,7298,18.443,-15.686,2.644,739.286
500,7566,18.286,-16.786,2.061,711.429
510,7700,18.414,-16.257,2.411,736.714
520,7833,18.3,-16.057,2.406,729
530,7967,18.257,-17.957,1.557,693.857
