depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
212.5,Carbon-14,110291,110,4200,gyttja,"GSC-3610: lateglacial-Holocene transition, may be too old; GSC-3608: precedes late-glacial (Younger Dryas) oscillation."
267.5,Carbon-14,110292,120,5960,gyttja,NA
382.5,Carbon-14,110293,230,9600,gyttja,NA
410,Carbon-14,110294,140,10500,clay-gyttja,NA
438,Carbon-14,110295,300,13200,clay-gyttja,NA
