year (AD),age (BP),depth (cm),sand (percent),d0x2800x2E10x29 (missing),d0x2800x2E50x29 (missing),d0x2800x2E90x29 (missing),x00x2E020xB5m0x2D30x2E890xB5m (missing),x30x2E900xB5m0x2D70x2E790xB5m (missing),x70x2E800xB5m0x2D150x2E590xB5m (missing),x150x2E600xB5m0x2D300x2E990xB5m (missing),x310x2E000xB5m0x2D620x2E490xB5m (missing),x620x2E500xB5m0x2D1240x2E990xB5m (missing),x1250x2E000xB5m0x2D2490x2E990xB5m (missing),x2500x2E000xB5m0x2D4990x2E990xB5m (missing),x5000x2E000xB5m0x2D10000x2E000xB5m (missing),x10000x2E010xB5m0x2D20000x2E000xB5m (missing),Mode (missing),Clay (missing),Silt (missing)
-5445.7,7395.7,850.5,0.67,1.43,5.18,19.46,39.71,24.61,20.85,10.84,3.17,0.58,0.09,0,0,0,4.56,39.71,59.47
-5456.05,7406.05,851.5,0.68,1.53,6.6,21.14,32.4,23.63,25.51,14.44,3.19,0.57,0.11,0,0,0,9.58,32.4,66.77
-5466.4,7416.4,852.5,0.75,1.47,5.76,20.24,35.79,25.42,22.77,11.74,3.36,0.73,0.03,0,0,0,6.64,35.79,63.3
-5476.75,7426.75,853.5,0.36,1.65,5.72,18.15,34.37,28.38,23.61,10.76,2.35,0.29,0.07,0,0,0,6.07,34.37,65.11
-5487.1,7437.1,854.5,0.47,1.68,5.93,17.24,32.93,28.88,25.53,10.36,1.67,0.43,0.04,0,0,0,6.93,32.93,66.43
-5497.45,7447.45,855.5,0.7,1.41,6.02,24.22,35.62,22.76,21.12,14.45,5.2,0.68,0.02,0,0,0,5.67,35.62,63.53
-5507.8,7457.8,856.5,0.09,1.57,4.99,14.01,38.4,32.08,21.53,6.61,1.11,0.09,0,0,0,0,5.31,38.4,61.33
-5518.15,7468.15,857.5,0.56,1.52,6.4,22.45,32.83,24.3,23.72,14.19,4.26,0.5,0.07,0,0,0,7.74,32.83,66.46
-5528.5,7478.5,858.5,1.32,1.36,7.06,30.08,32.69,20.21,20.74,16.8,8.1,1.31,0.01,0,0,0,9.12,32.69,65.85
-5538.85,7488.85,859.5,1.6,1.45,7.32,29.58,31.59,20.26,21.67,17.23,7.51,1.37,0.23,0,0,0,10.79,31.59,66.67
-5549.21,7499.21,860.5,0.83,1.24,5.54,23.49,38.69,22.19,20.09,13.15,4.91,0.72,0.11,0,0,0,5.54,38.69,60.34
-5839.03,7789.03,888.5,2.63,1.16,5.59,28.78,39.45,20.02,18.43,13.03,6.31,2.33,0.3,0,0,0,4.88,39.45,57.79
-5849.38,7799.38,889.5,1.19,1.17,4.92,22.34,42.22,22.21,18.33,11.68,4.23,0.8,0.18,0.16,0.05,0,4.06,42.22,56.46
-5859.74,7809.74,890.5,1.45,1.32,5.75,23.92,36.26,24.48,20.71,11.93,5.04,1.37,0.09,0,0,0,5.8,36.26,62.14
-5870.09,7820.09,891.5,1.5,1.17,5,22.26,41.58,22.83,18.66,11.17,4.11,1.08,0.42,0,0,0,4.52,41.58,56.77
-5880.44,7830.44,892.5,2.12,1.26,5.48,27.1,39.44,20.93,18.58,12.84,5.95,2,0.12,0,0,0,3.86,39.44,58.3
-5890.79,7840.79,893.5,0.9,1.22,4.81,20.63,42.36,24.03,18.29,10.49,3.79,0.78,0.12,0,0,0,4.29,42.36,56.6
-5901.14,7851.14,894.5,1.11,1.26,5.14,22.21,40.36,23.38,19.05,11.74,4.21,0.89,0.22,0,0,0,4.45,40.36,58.38
-5911.49,7861.49,895.5,1.3,1.26,5.44,23.26,38.81,22.84,19.57,13.07,4.27,0.85,0.45,0,0,0,4.78,38.81,59.75
-5921.84,7871.84,896.5,0.83,1.24,4.86,19.51,41.9,24.47,19.1,10.43,3.12,0.66,0.17,0,0,0,4.49,41.9,57.12
-5932.19,7882.19,897.5,1.37,1.24,5.2,24.91,40.48,22.06,18.18,12.33,5.44,1.17,0.2,0,0,0,4.08,40.48,58.01
-5942.54,7892.54,898.5,1.3,1.33,5.63,26.2,38.3,21.51,18.96,13.77,6.02,1.21,0.1,0,0,0,4.05,38.3,60.25
-5952.89,7902.89,899.5,0.89,1.2,4.97,21.03,41.62,23.09,18.99,11.67,3.59,0.57,0.32,0,0,0,4.3,41.62,57.34
-5963.25,7913.25,900.5,1.29,1.27,5.14,23.42,40.72,22.52,18.71,11.79,4.83,1.09,0.2,0,0,0,3.99,40.72,57.85
-5973.6,7923.6,901.5,2.71,1.36,6.33,29.95,34.9,21.42,19.77,14.31,6.76,2.12,0.58,0.01,0,0,5.54,34.9,62.25
-5983.95,7933.95,902.5,0.98,1.33,5.41,22.2,38.39,24.13,20.07,12.01,4.28,0.8,0.17,0,0,0,5.07,38.39,60.48
-5994.3,7944.3,903.5,1.05,1.24,5.03,21.03,40.78,24.34,19.07,10.68,3.93,0.91,0.14,0,0,0,4.6,40.78,58.02
-6004.65,7954.65,904.5,1.19,1.21,5.38,22.95,39.23,22.91,19.85,12.09,4.59,1.05,0.14,0,0,0,5.24,39.23,59.44
-6015,7965,905.5,0.09,1.44,5.37,16.2,36.97,28.62,23.38,9.46,1.33,0.07,0.02,0,0,0,6.14,36.97,62.78
-6025.35,7975.35,906.5,0,1.95,6.65,17.73,28.08,29.11,28.86,12.6,1.18,0,0,0,0,0,8.02,28.08,71.74
-6035.7,7985.7,907.5,1.22,1.56,6.37,21.62,32.33,25.34,24.35,13.02,3.59,0.98,0.24,0,0,0,7.61,32.33,66.29
-6046.05,7996.05,908.5,0.74,1.72,6.79,21.19,29.77,25.63,26.26,14.16,3.3,0.62,0.12,0,0,0,8.5,29.77,69.34
-6056.4,8006.4,909.5,0.04,1.89,7.77,21.72,25.85,24.16,29.05,17.57,3.16,0.04,0,0,0,0,10.56,25.85,73.95
-6066.76,8016.76,910.5,0.03,2.25,8.87,23.3,21.15,23.23,31.03,20.54,3.88,0.03,0,0,0,0,11.66,21.15,78.67
-6077.11,8027.11,911.5,0.27,1.6,6.32,18.98,31.69,26.98,26.08,12.37,2.45,0.27,0,0,0,0,7.75,31.69,67.88
-6087.46,8037.46,912.5,0.21,2.44,9.45,23.44,18.86,22.47,32.81,21.86,3.65,0.09,0.12,0.01,0,0,12.17,18.86,80.78
-6097.81,8047.81,913.5,0.03,1.78,7.35,20.58,27.65,24.65,28.69,16.37,2.47,0.03,0,0,0,0,10.21,27.65,72.17
-6108.16,8058.16,914.5,0.96,1.21,5.02,20.66,41.19,23.37,19.55,11.24,3.55,0.72,0.24,0,0,0,4.43,41.19,57.7
-6118.51,8068.51,915.5,0.55,1.06,4.28,18.75,46.62,22.99,16.99,9.46,3.25,0.55,0,0,0,0,3.76,46.62,52.69
-6128.86,8078.86,916.5,0.73,1.1,5.06,21.05,41.37,22.65,19.69,11.51,3.91,0.72,0.01,0,0,0,5.3,41.37,57.76
-6139.21,8089.21,917.5,0.78,1.32,6.59,24.34,33.61,21.9,22.96,15.54,5.07,0.77,0.01,0,0,0,9.34,33.61,65.46
-6149.56,8099.56,918.5,0.65,1.28,6.35,23.54,34.41,22.48,22.74,14.82,4.76,0.58,0.06,0.01,0,0,8.39,34.41,64.8
-6159.91,8109.91,919.5,0.45,1.33,5.42,19.63,37.78,25.64,21.53,11.15,3.3,0.45,0,0,0,0,5.78,37.78,61.61
-6170.27,8120.27,920.5,0.53,1.55,4.97,15.9,39.2,29.78,20.48,7.97,1.87,0.44,0.09,0,0,0,4.88,39.2,60.1
-6180.62,8130.62,921.5,0.91,1.47,5.32,19.23,37.53,27.36,20.87,10.02,3.16,0.68,0.21,0.02,0,0,5.31,37.53,61.4
-6190.97,8140.97,922.5,3.66,1.55,8.18,36.23,28.97,19.48,21.35,17.31,9.09,3.08,0.59,0,0,0,11.1,28.97,67.23
-6201.32,8151.32,923.5,13.15,1.74,16.25,70.09,25.36,13.91,10.07,14.22,23.19,12.05,1.1,0,0,0,43.8,25.36,61.39
-6211.67,8161.67,924.5,0.56,1.52,5.31,18.64,37.52,27.42,21.22,10.31,2.81,0.44,0.12,0,0,0,5.05,37.52,61.75
-6222.02,8172.02,925.5,0.98,1.54,5.45,19.18,36.68,27.17,21.66,10.51,2.84,0.75,0.23,0,0,0,5.22,36.68,62.18
-6232.37,8182.37,926.5,1.33,1.32,5.52,23.42,37.94,23.57,19.93,12.46,4.62,1.07,0.27,0,0,0,4.92,37.94,60.58
-6242.72,8192.72,927.5,4.79,1.88,7.26,35.75,26.35,26.46,23.63,11.8,6.82,3.98,0.81,0,0,0,7.02,26.35,68.7
-6253.07,8203.07,928.5,1.07,1.12,4.38,17.48,45.55,24.63,17.67,8.47,2.46,0.77,0.3,0.01,0,0,4.11,45.55,53.23
-6263.42,8213.42,929.5,0.68,1.4,5.63,21.2,36.52,25.34,21.38,12.04,3.88,0.63,0.06,0,0,0,5.62,36.52,62.64
-6273.78,8223.78,930.5,1.3,1.37,6.05,23.81,34.87,23.88,21.72,13.32,4.77,1.11,0.18,0,0,0,6.34,34.87,63.68
-6284.13,8234.13,931.5,1.09,1.32,6.07,24.49,35.28,23.1,21.28,13.94,5.17,0.87,0.22,0,0,0,6.32,35.28,63.49
-6584.31,8534.31,960.5,1.33,1.34,5.97,24.91,35.8,23.07,20.89,13.42,5.35,1.13,0.2,0,0,0,6.1,35.8,62.72
-6594.66,8544.66,961.5,0.75,1.29,5.14,19.11,39.58,25.78,20.42,10.29,3.03,0.59,0.16,0,0,0,5.21,39.58,59.52
-6605.01,8555.01,962.5,1.27,1.27,5.61,23.89,37.9,22.81,20.16,12.83,4.89,0.93,0.3,0.03,0,0,5.38,37.9,60.69
-6615.36,8565.36,963.5,0.59,1.28,5.49,21.59,38.3,23.59,20.83,12.52,4.02,0.49,0.1,0,0,0,5.63,38.3,60.96
-6625.71,8575.71,964.5,1.96,1.25,5.72,24.61,37.7,22.24,20.51,12.6,4.86,1.37,0.57,0.03,0,0,6.41,37.7,60.2
-6636.06,8586.06,965.5,0.94,1.26,5.69,23.98,37.38,23.06,20.32,12.97,5.18,0.92,0.03,0,0,0,5.72,37.38,61.53
-6646.41,8596.41,966.5,2.08,1.09,5.26,26.06,40.8,20.87,18.32,12.31,5.5,1.7,0.38,0,0,0,4.81,40.8,56.99
-6656.76,8606.76,967.5,3.78,1.33,6.4,34.6,34.66,21.33,19.17,13.15,7.78,3.21,0.56,0.01,0,0,5.93,34.66,61.42
-6667.11,8617.11,968.5,1.89,1.27,6.37,27.71,34.84,21.42,20.7,14.72,6.3,1.62,0.27,0,0,0,7.05,34.84,63.13
-6677.46,8627.46,969.5,0.8,1.24,5.59,22.54,37.81,23.39,20.73,12.6,4.52,0.79,0.01,0,0,0,5.76,37.81,61.24
-6687.82,8637.82,970.5,1.14,1.19,4.48,20.93,44.92,23.21,16.73,9.77,4.09,1,0.14,0,0,0,3.62,44.92,53.8
-6698.17,8648.17,971.5,0.95,1.13,4.27,19.1,46.53,23.43,16.49,9.08,3.38,0.8,0.11,0.05,0,0,3.6,46.53,52.38
-6708.52,8658.52,972.5,0,1.3,3.81,11.01,51.08,29.53,14.96,4.15,0.11,0,0,0,0,0,3.72,51.08,48.75
-6718.87,8668.87,973.5,0,1.44,4.47,12.94,43.44,31,18.96,5.85,0.57,0,0,0,0,0,4.52,43.44,56.39
-6729.22,8679.22,974.5,0,1.62,5.29,15.26,36.41,30.76,23.17,8.67,0.82,0,0,0,0,0,5.58,36.41,63.41
-6739.57,8689.57,975.5,0,1.71,6.18,19.62,31.68,27.77,24.65,12.92,2.81,0,0,0,0,0,6.54,31.68,68.16
-6749.92,8699.92,976.5,0.03,1.67,6.08,18.35,32.08,28.4,25.27,11.92,2.14,0.03,0,0,0,0,6.79,32.08,67.73
-6760.27,8710.27,977.5,0.11,1.91,7.11,20.32,26.35,27.67,28.38,14.38,2.93,0.11,0,0,0,0,8.16,26.35,73.37
-6770.62,8720.62,978.5,13.94,1.6,11.39,78.4,25.66,15.99,14.62,14.52,15.16,9.77,3.31,0.79,0.07,0,5.92,25.66,60.29
-6780.97,8730.97,979.5,0.17,1.32,4.96,16.48,40.39,27.24,21.05,9.23,1.77,0.17,0,0,0,0,5.18,40.39,59.28
-6791.33,8741.33,980.5,1.51,1.5,6.79,25.24,31.59,23.15,23.32,15.08,5.2,1.21,0.31,0,0,0,8.29,31.59,66.75
-6801.68,8751.68,981.5,0.39,1.09,4.14,16.21,47.67,24.27,17.24,8.08,2.21,0.39,0,0,0,0,3.76,47.67,51.79
-6812.03,8762.03,982.5,0.53,1.17,4.14,16.82,47.6,24.23,16.71,8.41,2.37,0.49,0.04,0,0,0,3.51,47.6,51.72
-6822.38,8772.38,983.5,1.86,1.32,6.78,28.45,33.43,20.91,21.59,15.33,6.74,1.73,0.13,0,0,0,9.01,33.43,64.58
-6832.73,8782.73,984.5,7.9,1.37,7.78,50.29,31.21,18.76,19.28,14.5,8.22,5.3,1.94,0.55,0.11,0,9.05,31.21,60.77
-6843.08,8793.08,985.5,1.42,1.7,8.01,27.41,26.58,22.34,25.58,17.57,6.36,1.27,0.14,0.02,0,0,10.06,26.58,71.86
-6853.43,8803.43,986.5,1.08,1.33,6.09,23.26,35.07,23.45,22.15,13.58,4.52,0.83,0.23,0.03,0,0,7.07,35.07,63.7
-6863.78,8813.78,987.5,0.35,1.22,5.55,20.67,38.35,23.07,21.79,12.88,3.42,0.34,0.01,0,0,0,7.21,38.35,61.16
-6874.13,8824.13,988.5,1.37,1.26,5.94,22.83,36.27,22.92,22.05,13.09,4.16,0.98,0.35,0.05,0,0,7.59,36.27,62.22
-6884.48,8834.48,989.5,0.88,1.43,6.17,23.14,34.4,23.6,22.42,14.05,4.5,0.83,0.06,0,0,0,6.96,34.4,64.57
-6894.84,8844.84,990.5,0.68,1.33,5.56,21.11,37.15,25.03,21.22,11.87,3.9,0.66,0.02,0,0,0,5.67,37.15,62.03
-6905.19,8855.19,991.5,7.37,1.57,9.56,50.89,26.34,17.78,19.78,17.23,11.38,5.22,1.24,0.71,0.19,0,11.18,26.34,66.17
-6915.54,8865.54,992.5,7.77,1.38,8.19,47.54,29.93,18.53,20.56,15.55,7.54,4.08,2.19,1.27,0.24,0,10.74,29.93,62.18
-6925.89,8875.89,993.5,2.13,1.12,4.98,22.52,41.97,22.19,18.8,10.87,3.9,1.11,0.35,0.49,0.18,0,4.58,41.97,55.76
-6936.24,8886.24,994.5,0.69,1.25,5.86,21.25,36.56,23.18,22.53,13.49,3.39,0.42,0.21,0.06,0,0,7.71,36.56,62.6
-6946.59,8896.59,995.5,3.38,1.28,6.53,26.93,34,21.77,22.1,13.96,4.65,1.24,0.93,1.02,0.2,0,8.45,34,62.48
-6956.94,8906.94,996.5,10.99,1.47,8.81,75.18,28.41,17.95,21.29,16.35,4.88,5.42,5.46,0.11,0,0,12.9,28.41,60.47
-6967.29,8917.29,997.5,7.34,1.4,7.52,45.65,31.24,19.74,19.84,14.31,7.41,4.19,2.12,0.95,0.08,0,8.3,31.24,61.29
-6977.64,8927.64,998.5,3.37,1.42,7.55,31.84,30.56,20.36,22.13,16.4,7.06,2.16,1.05,0.17,0,0,10.16,30.56,65.94
-6987.99,8937.99,999.5,10.71,1.22,7.14,70.75,33.57,18.77,17.95,12.6,6.29,3.65,3.76,2.97,0.33,0,6.95,33.57,55.6
-6998.35,8948.35,1000.5,1.97,1.5,6.81,27.77,32.15,22.29,22.15,15.03,6.27,1.61,0.37,0,0,0,8.04,32.15,65.74
-7008.7,8958.7,1001.5,0.96,1.45,6.88,25.59,31.94,22.2,23.09,15.98,5.7,0.93,0.03,0,0,0,9.13,31.94,66.96
-7019.05,8969.05,1002.5,0.51,1.59,6.49,23.97,32.14,24.29,22.77,15.07,5.06,0.51,0,0,0,0,6.51,32.14,67.2
-7060.45,9010.45,1006.5,1.66,1.35,5.27,23.86,39.79,22.55,18.99,12.2,4.66,1.19,0.46,0.01,0,0,3.81,39.79,58.4
-7070.8,9020.8,1007.5,14.86,2.16,14.79,83.4,19.17,13.99,18.3,19.28,14.3,10.51,4.03,0.32,0,0,17.71,19.17,65.87
-7081.15,9031.15,1008.5,6.96,1.16,7.08,48.29,35.25,17.01,16.47,14.26,9.93,4.84,1.41,0.65,0.06,0,4.13,35.25,57.67
-7091.5,9041.5,1009.5,2.6,1.28,6.43,30.34,34.96,20.85,19.95,14.45,7.07,2.24,0.33,0.02,0,0,6.72,34.96,62.32
-7101.86,9051.86,1010.5,3.26,1.16,5.93,30.4,37.66,20.22,18.88,13.39,6.46,2.18,0.48,0.47,0.14,0,5.59,37.66,58.96
-7112.21,9062.21,1011.5,7.24,1.21,6.91,48.47,34.68,18.44,17.21,13.36,8.96,4.95,1.62,0.63,0.05,0,5.49,34.68,57.96
-7122.56,9072.56,1012.5,2.38,1.46,7.82,32.52,29.99,19.82,21.45,17.69,8.53,2,0.36,0.02,0,0,11.06,29.99,67.5
-7132.91,9082.91,1013.5,3.46,1.34,7.71,34.54,30.83,19.41,21.46,16.38,8.33,2.83,0.58,0.04,0,0,10.44,30.83,65.59
-7143.26,9093.26,1014.5,2.99,1.04,5.55,30.86,40.18,19.02,17.75,12.99,6.94,2.7,0.29,0,0,0,4.35,40.18,56.71
-7153.61,9103.61,1015.5,1.49,1.01,4.83,23.84,43.03,21.74,17.5,11.03,5.07,1.46,0.03,0,0,0,4.39,43.03,55.35
-7163.96,9113.96,1016.5,0.52,1.28,4.97,18.48,40.66,26.07,19.82,9.81,2.97,0.52,0,0,0,0,4.88,40.66,58.66
-7174.31,9124.31,1017.5,0.59,1.24,5.01,18.94,40.52,25.68,19.87,10.03,3.15,0.59,0.01,0,0,0,5.02,40.52,58.73
-7184.66,9134.66,1018.5,4.85,1.48,8.39,35.5,27.39,20.07,23.32,17.02,7.23,2.4,0.53,0.93,0.99,0,10.54,27.39,67.63
-7195.01,9145.01,1019.5,1,1.91,6.89,25.43,27.82,27.05,23.9,14.22,5.84,1,0,0,0,0,6.51,27.82,71.02
-7205.37,9155.37,1020.5,2.38,1.35,6.15,26.45,34.96,22.84,20.94,13.39,5.35,1.6,0.51,0.27,0,0,6.25,34.96,62.52
-7215.72,9165.72,1021.5,3.69,1.44,7.6,34.41,30.51,20.16,21.07,16.37,8.06,2.54,0.79,0.33,0.03,0,9.39,30.51,65.67
-7226.07,9176.07,1022.5,5.05,1.17,6.58,34.75,35.32,19.49,19.42,14.09,6.51,2.12,0.62,1.25,1.06,0,8.23,35.32,59.5
-7236.42,9186.42,1023.5,1.47,1.15,5.52,24.68,38.81,22.21,19.66,12.4,5.32,1.39,0.08,0,0,0,5.67,38.81,59.59
-7246.77,9196.77,1024.5,1.16,1.51,7.26,25.38,30.58,21.73,24.21,16.89,5.3,1.03,0.13,0,0,0,10.86,30.58,68.11
-7257.12,9207.12,1025.5,0.87,1.45,6.41,22.97,33.08,23.86,23.42,14.22,4.39,0.81,0.06,0,0,0,7.78,33.08,65.9
-7267.47,9217.47,1026.5,0.56,1.52,7.13,23.12,30.85,22.16,25.26,16.98,4.04,0.48,0.08,0,0,0,11.12,30.85,68.45
-7277.82,9227.82,1027.5,1.59,1.19,5.5,25.08,39.66,20.8,19.54,12.95,5.32,1.32,0.27,0,0,0,6.7,39.66,58.61
-7288.17,9238.17,1028.5,0.99,1.13,5,22.79,41.9,22.01,18.56,11.68,4.72,0.92,0.07,0,0,0,4.45,41.9,56.97
-7298.52,9248.52,1029.5,0.9,1.36,5.59,20.34,37.27,24.62,22.06,11.7,3.31,0.84,0.06,0,0,0,6.41,37.27,61.69
-7308.88,9258.88,1030.5,1.14,1.43,5.46,20.85,37.6,25.26,21.01,11.25,3.6,0.88,0.25,0,0,0,5.34,37.6,61.11
-7319.23,9269.23,1031.5,1.13,1.44,6.16,22.49,34.38,23.89,22.98,13.35,4.12,0.96,0.17,0,0,0,7.6,34.38,64.35
-7329.58,9279.58,1032.5,1.34,1.46,6.61,23.51,32.91,22.73,23.91,14.57,4.39,1.2,0.14,0,0,0,9.4,32.91,65.6
-7339.93,9289.93,1033.5,1.72,1.36,6.39,26.07,34.94,21.2,21.56,14.92,5.53,1.39,0.32,0,0,0,9.26,34.94,63.2
-7350.28,9300.28,1034.5,0.49,1.53,6.24,21.11,33.54,24.53,24.02,13.85,3.4,0.45,0.05,0,0,0,7.96,33.54,65.81
-7360.63,9310.63,1035.5,1.1,2.21,7.36,18.96,23.01,29.83,31.52,12.19,2.17,0.82,0.25,0.04,0,0,8.36,23.01,75.71
-7370.98,9320.98,1036.5,2.73,0.94,4.51,27.99,45.75,18.77,15.69,10.95,5.99,2.47,0.26,0,0,0,3.18,45.75,51.39
-7381.33,9331.33,1037.5,3.58,1.27,6.92,31.5,33.31,20.26,20.97,15.09,6.66,1.87,0.33,0.87,0.51,0,9.13,33.31,62.98
-7391.68,9341.68,1038.5,7.11,1.49,7.82,44.83,29.68,20.14,20.43,14.88,7.63,4.02,2.04,0.97,0.08,0,8.38,29.68,63.08
-7402.03,9352.03,1039.5,1.04,1.35,6.68,25.77,33.2,21.8,22.43,15.6,5.8,1.03,0.01,0,0,0,8.94,33.2,65.62
-7412.39,9362.39,1040.5,1.15,1.32,6.41,25.82,34.4,21.88,21.72,14.88,5.83,1.11,0.04,0,0,0,8.04,34.4,64.31
-7422.74,9372.74,1041.5,1.06,1.45,6.74,25.98,32.7,22.03,22.42,15.78,5.87,0.93,0.13,0,0,0,8.63,32.7,66.1
-7433.09,9383.09,1042.5,3.49,1.56,7.36,30.34,29.71,22.12,22.59,15.77,6.18,1.67,0.78,0.89,0.15,0,8.39,29.71,66.66
-7443.44,9393.44,1043.5,0.74,1.71,7.98,28.25,27.26,21.83,24.11,18.54,7.37,0.74,0,0,0,0,10.25,27.26,71.85
-7453.79,9403.79,1044.5,1.13,1.76,8.5,30.87,26.09,20.9,23.59,19.38,8.78,1.13,0,0,0,0,11.12,26.09,72.64
-7464.14,9414.14,1045.5,0.79,1.23,5.56,22.45,38.22,22.89,20.75,12.81,4.41,0.79,0,0,0,0,5.9,38.22,60.85
-7474.49,9424.49,1046.5,0.35,1.39,5.2,18.62,38.68,26.74,20.76,10.46,2.85,0.35,0,0,0,0,5.05,38.68,60.81
-7484.84,9434.84,1047.5,1.44,1.47,6.83,25.47,31.43,23.22,23.54,14.77,5.47,1.34,0.1,0,0,0,8.29,31.43,66.99
-7495.19,9445.19,1048.5,1.52,1.29,6.41,27,34.58,21.59,21.19,14.75,6.24,1.44,0.07,0,0,0,7.69,34.58,63.77
-7505.54,9455.54,1049.5,2.54,1.38,5.94,29.42,36.16,22.38,19.09,12.98,6.7,2.36,0.19,0,0,0,4.79,36.16,61.15
-7515.9,9465.9,1050.5,1.71,1.43,6.87,26.44,31.95,22.27,22.86,15.38,5.68,1.14,0.22,0.29,0.07,0,8.67,31.95,66.2
-7526.25,9476.25,1051.5,3.84,1.34,7.05,31.81,32.55,20.45,21.17,15.3,6.55,1.78,0.51,1.09,0.46,0,9.2,32.55,63.48
-7536.6,9486.6,1052.5,2.65,1.33,6.37,27.1,34.33,22.26,21.47,13.74,5.42,1.44,0.65,0.51,0.04,0,7.52,34.33,62.88
-7546.95,9496.95,1053.5,1.91,1.32,6.31,27.13,34.68,22.19,21.14,13.84,6.1,1.79,0.12,0,0,0,7.17,34.68,63.27
-7557.3,9507.3,1054.5,23.77,1.8,11.61,166.09,23.81,16.43,16.33,12.02,7.53,9.08,10.46,4.1,0.12,0,7.8,23.81,52.31
-7567.65,9517.65,1055.5,3.96,1.47,8.27,37.96,28.91,19.23,20.88,17.17,9.72,3.08,0.46,0.32,0.1,0,10.34,28.91,67
-7578,9528,1056.5,9.03,1.6,9.65,58.53,25.67,18.18,19.1,15.57,12.33,6.8,1.49,0.68,0.07,0,8.64,25.67,65.18
-7588.35,9538.35,1057.5,2.63,1.37,6.68,30.43,33.45,21.33,20.77,14.61,7.08,2.1,0.49,0.03,0,0,7.53,33.45,63.78
-7598.7,9548.7,1058.5,1.8,1.61,7.26,26.88,29.2,23.29,24.09,15.57,5.89,1.49,0.31,0,0,0,8.53,29.2,68.84
-7609.05,9559.05,1059.5,1.74,1.89,7.32,25.03,27.37,24.99,25.65,15.15,4.95,1.35,0.39,0,0,0,8.41,27.37,70.74
-7619.41,9569.41,1060.5,2.97,1.86,7.07,27.8,28.05,25.67,24.02,13.58,5.56,2.16,0.73,0.08,0,0,7.18,28.05,68.83
-7629.76,9579.76,1061.5,1.08,1.68,6.47,23.27,31.21,25.9,23.63,13.35,4.67,1,0.08,0,0,0,6.8,31.21,67.55
-7640.11,9590.11,1062.5,1.48,1.8,7.12,27.74,28.76,24.47,23.16,15.32,6.65,1.36,0.13,0,0,0,6.99,28.76,69.6
-7650.46,9600.46,1063.5,30.09,2.27,16.28,191.82,18.89,14.87,15.29,11.95,8.81,11.19,13.62,5.25,0.03,0,8.4,18.89,50.92
-7660.81,9610.81,1064.5,1.16,1.63,7.44,25.94,28.94,22.63,24.64,16.81,5.69,1.09,0.07,0,0,0,9.81,28.94,69.76
-7671.16,9621.16,1065.5,1.84,1.38,7.08,29.02,32.03,20.94,21.83,16.21,7.01,1.7,0.13,0,0,0,9.34,32.03,65.99
-7681.51,9631.51,1066.5,5.19,1.34,7.47,39.48,31.72,19.45,19.67,15.27,8.57,2.95,0.39,0.98,0.87,0,8.41,31.72,62.96
-7691.86,9641.86,1067.5,1.82,1.31,6.58,28.13,33.9,21.43,21.14,14.97,6.6,1.69,0.13,0,0,0,7.77,33.9,64.14
-7702.21,9652.21,1068.5,1.78,1.01,4.68,25.33,44.29,20.56,16.58,11.1,5.56,1.72,0.06,0,0,0,3.73,44.29,53.8
-7712.56,9662.56,1069.5,19,1.58,9.62,125.07,27.05,17.44,17.09,12.04,7.26,8.99,7.55,2.2,0.26,0,7.59,27.05,53.84
-7722.92,9672.92,1070.5,12.58,1.72,9.09,81.82,26.81,18.86,18.56,14.66,8.41,6.7,4.39,1.37,0.12,0,6.9,26.81,60.49
-7733.27,9683.27,1071.5,0.5,1.26,4.8,19.02,42.14,24.93,18.97,10.08,3.23,0.5,0,0,0,0,4.27,42.14,57.21
-7743.62,9693.62,1072.5,0,1.23,4.14,13.5,47.37,27.63,17.45,6.4,0.99,0,0,0,0,0,4.02,47.37,52.47
-7753.97,9703.97,1073.5,0.72,0.89,3.01,13.41,59.82,20.5,11.42,5.22,2.19,0.72,0,0,0,0,2.66,59.82,39.33
