depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
320,-155,21.671,-13.271,5.274,493.714
332,-26,22.671,-11.4,6.617,542
336,24,22.857,-10.829,7.012,582.143
344,134,21.586,-13.814,5.073,493.143
352,262,22.629,-11.4,6.677,566.143
360,410,21.971,-12.857,5.729,551
368,578,21.4,-14.329,4.793,481.571
384,965,21.057,-14.971,4.395,496.857
400,1412,21.429,-14.271,4.868,504
416,1907,21.514,-13.757,5.043,506.857
428,2303,22.643,-11.471,6.535,518.714
448,2997,22.629,-11.486,6.561,539.571
464,3568,24.1,-3.7,10.394,473.286
478,4071,24.429,-1.643,11.535,476.571
496,4742,24.114,-1.771,11.218,438.429
512,5469,24.9,1.486,13.257,431
520,5862,23.971,-3.829,10.192,450.286
528,6261,21.7,-13.686,5.264,525.571
544,7042,24.129,-4.814,10.246,424.429
560,7733,21.914,-13.186,5.524,541.857
568,8020,22.114,-12.314,5.919,539.857
576,8277,24.171,-4,10.525,466.571
586,8650,21.914,-13.014,5.552,502.714
592,8885,23.429,-5.029,9.776,443
608,9439,21.971,-12.929,5.599,502.714
616,9652,21.271,-14.214,4.732,476.857
624,9843,21.757,-13.586,5.261,510.143
632,10014,21.686,-13.843,5.152,504.429
640,10165,21.843,-13.486,5.387,520.286
656,10417,21.657,-13.943,5.096,500.571
672,10610,21.386,-13.929,4.908,510.571
688,10754,21.657,-13.829,5.179,520.571
700,10836,21.286,-14.529,4.667,473.286
708,10882,20.943,-15.229,4.258,456
716,10921,20.943,-15.229,4.258,456
724,10956,21.214,-14.7,4.598,473.714
728,10972,21.371,-14.657,4.788,503.857
740,11017,NA,NA,NA,NA
748,11045,NA,NA,NA,NA
756,11075,NA,NA,NA,NA
764,11107,NA,NA,NA,NA
772,11142,NA,NA,NA,NA
780,11182,NA,NA,NA,NA
796,11281,NA,NA,NA,NA
812,11352,NA,NA,NA,NA
828,11405,NA,NA,NA,NA
844,11506,NA,NA,NA,NA
860,11654,NA,NA,NA,NA
868,11730,NA,NA,NA,NA
873,11779,NA,NA,NA,NA
887,11924,NA,NA,NA,NA
900,12072,NA,NA,NA,NA
916,12278,NA,NA,NA,NA
924,12393,NA,NA,NA,NA
936,12579,NA,NA,NA,NA
944,12711,NA,NA,NA,NA
952,12849,NA,NA,NA,NA
956,12920,NA,NA,NA,NA
960,12992,NA,NA,NA,NA
964,13066,NA,NA,NA,NA
968,13141,NA,NA,NA,NA
