depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,600,13.243,-0.857,5.95,2123
5,588.3,13.114,-1.571,5.555,2023.857
10,843.9,12.471,-5.3,3.355,1524.429
15,1099.5,12.5,-5.271,3.38,1526
20,1355.1,12.057,-7.071,2.174,1183.429
25,1373.4,12.314,-4.571,3.688,1501.857
30,1332.3,12.014,-8.229,1.574,1029
35,1331.4,12.371,-6.629,2.581,1103.143
40,1692.5,12.014,-8.229,1.574,1029
45,2053.6,13.471,-3.171,4.962,1612
50,2414.7,12.114,-8.329,1.637,987.429
55,2775.8,12.114,-7.371,2.157,1122.143
60,2939.9,12.929,-1.843,5.255,2248.286
65,3104,12.343,-7.071,2.376,1153.571
70,3268.2,13.014,-4.3,4.05,2050.571
75,3439.2,12.114,-8.329,1.637,987.429
80,3620.7,12.6,-5.371,3.32,1269.286
85,3802.2,12.657,-3.629,4.311,1751.286
90,4025.2,12.014,-8.229,1.574,1029
95,4414.2,13,-2.014,5.193,2086.571
100,4803.1,12.457,-6.429,2.78,1371.571
105,5192.1,12.057,-6.3,2.623,1904.714
110,5544.7,12.314,-5.543,3.08,1750.429
115,5751.7,12.529,-5.957,2.904,1577
120,5958.8,12.6,-5.371,3.32,1269.286
125,6165.8,12.314,-6.7,2.482,1731.429
130,6372.9,12.7,-4.314,3.888,2183
135,6456.8,12.143,-6.571,2.548,1997.286
140,6510,12.671,-3.6,4.261,2116.286
145,6563.2,12.314,-6.7,2.482,1731.429
150,6616.5,12.514,-5.729,3.055,2145.714
