depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-25,14.943,-5.329,4.801,774.714
10,190,14.329,-6.9,3.599,946.143
25,513,14.929,-7.786,3.712,622.714
35,728,14.543,-7.871,3.346,747.857
40,836,13.914,-9.329,2.501,693
50,1052,15.229,-5.857,4.613,782.857
60,1267,15.271,-7.329,4.04,612.286
70,1483,14.7,-5.8,4.455,804.571
80,1698,13.757,-8.986,2.424,709.857
90,1914,13.943,-8.529,2.757,690.571
100,2129,15.1,-8.243,3.661,605.286
110,2345,15.271,-8.129,3.825,560
125,2668,15.271,-7.329,4.04,612.286
140,2992,14.929,-7.786,3.712,622.714
150,3207,14.943,-5.329,4.801,774.714
165,3507,14.929,-7.786,3.712,622.714
175,3704,16.129,-6.714,4.807,517
185,3900,14.014,-8.971,2.724,653.714
195,4097,15.271,-7.329,4.04,612.286
210,4392,15.214,-7.9,3.819,548
220,4589,14.343,-3.829,5.187,972
230,4785,15.271,-8.129,3.825,560
240,4982,14.014,-8.971,2.724,653.714
250,5179,15.329,-7.357,4.076,631.857
260,5375,16.3,-7.171,4.756,499.571
270,5572,16.857,-7.271,4.887,516.857
285,5867,17.114,-6.714,5.34,462.143
290,5966,16,-7.9,4.354,543.714
300,6162,15.329,-7.357,4.076,631.857
310,6359,14.429,-3.771,5.246,960.571
320,6556,16.871,-6.729,5.232,513.714
325,6654,16.429,-7.257,4.86,523.143
335,6863,15.429,-7.686,3.96,504.429
350,7236,9.357,-28.329,-10.585,204.571
360,7484,10.157,-27.814,-9.929,203.714
370,7732,9.5,-28.029,-10.344,171.714
380,7980,9.443,-26.114,-9.023,347.857
390,8228,9.643,-28.057,-10.304,179.429
400,8525,11.086,-10.571,-0.04,573
410,8615,12.214,-9.5,1.03,557.571
425,8889,12.871,-9.086,1.599,630.429
435,9019,11.986,-9.943,0.743,643.429
450,9191,13,-9.071,1.685,619.429
455,9286,12.271,-9.643,1.005,538.857
465,9405,12.329,-9.443,1.121,641.571
470,9443,12.629,-9.457,1.293,613.571
480,9509,11.729,-10.243,0.465,635
490,9575,11.214,-10.729,-0.004,651.429
500,9665,10.571,-11.2,-0.58,662
505,9730,19.2,-8.314,5.325,468
510,9819,18.386,-9.586,4.402,471.571
520,10077,14,-16.543,-1.213,440.857
530,10183,21.443,-7.643,6.881,471.857
