depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
4,529.3,20.157,-6.586,7.314,1144.857
20,686,20.429,-6.214,7.623,1139.286
50,979.9,20.6,-6.1,7.774,1115.286
80,1789,20.371,-6.443,7.479,1123.429
120,2219,20.357,-6.643,7.381,1089.286
150,2541,20.314,-7.514,6.989,1053.714
180,2689,20.3,-6.929,7.171,1045.429
220,2867,20.857,-6.143,7.879,1072.571
250,3000,20.971,-6.157,7.929,1074.429
280,3247,21.057,-5.929,8.112,1053.429
320,3595,21.586,-5.1,8.692,1094.714
350,3856,21.743,-5.329,8.758,1066.429
380,4116,21.757,-5.571,8.692,983.857
420,4464,21.943,-4.786,9.062,1085.143
450,4657,21.957,-4.943,9.094,1055
480,4844,21.543,-5.243,8.683,1042.571
520,5094,21.057,-5.929,8.112,1053.429
540,5219,21.114,-5.943,8.095,1076.143
580,5519,19.743,-7.229,6.705,1049
605,5785,20.557,-6.043,7.731,1155
620,5950,21.257,-5.571,8.354,1033.571
650,6280,21.614,-5.257,8.656,1057.143
680,6652,20.971,-5.614,8.167,1058.571
720,7153,20.086,-6.7,7.13,1090.714
750,7529,20.7,-6.014,7.799,1066.714
780,7796,20.914,-5.843,8.032,1065.571
820,8137,20.543,-6.371,7.549,1080.143
850,8404,20.229,-6.8,7.221,1099.857
880,8673,19.657,-8.586,6.031,956.143
920,9030,20.529,-7.743,6.92,932
940,9209,20.971,-7.957,7.182,931.429
960,9467,21.071,-9.043,6.832,833.143
980,9736,20.557,-10.343,5.96,807.286
