depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,141.2,7.929,-11.529,-2.452,1049.143
10,282.5,7.929,-11.529,-2.452,1049.143
20,564.9,8.029,-9,-1.062,1102.429
30,847.4,8.214,-8.543,-0.729,1119.429
40,1129.9,7.786,-18.014,-5.929,555.143
50,1412.4,7.514,-20.8,-7.287,525.857
65,1836.1,8.271,-11.543,-2.286,924
70,1977.3,7.929,-11.529,-2.452,1049.143
80,2259.8,8.214,-8.543,-0.729,1119.429
90,2542.2,8.286,-11.143,-1.836,960.143
100,2824.7,7.929,-11.529,-2.452,1049.143
110,3107.2,7.929,-11.529,-2.452,1049.143
120,3389.6,8.029,-9,-1.062,1102.429
130,3672.1,7.743,-15.286,-4.454,651.571
140,3954.6,7.986,-14.529,-4.01,853.714
150,4237.1,7.929,-11.529,-2.452,1049.143
160,4519.5,8.029,-9,-1.062,1102.429
170,4802,7.929,-11.529,-2.452,1049.143
180,5084.5,8.029,-9,-1.062,1102.429
190,5366.9,7.814,-12.443,-2.998,917.429
200,5649.4,7.686,-12.286,-2.896,847
210,5931.9,8.057,-8.2,-0.61,1238.714
220,6214.3,8.029,-9,-1.062,1102.429
230,6496.8,8.029,-8.371,-0.692,1130.429
240,6779.3,7.971,-8.329,-0.732,1240
250,7061.8,8.014,-11.4,-2.33,1047.857
260,7316.6,7.986,-11.571,-2.412,939.571
270,7506.8,8.086,-9.043,-1.021,992.857
275,7601.9,8.029,-9,-1.062,1102.429
280,7697,7.971,-14.457,-4.012,957.571
290,7887.3,8.029,-8.371,-0.692,1130.429
301,8096.6,8.029,-9,-1.062,1102.429
310,8267.8,8.086,-9.043,-1.021,992.857
320,8458,8.214,-8.543,-0.729,1119.429
330,8648.3,7.957,-5.786,0.563,1201.714
340,8838.5,8.214,-8.543,-0.729,1119.429
350,9028.7,8.043,-8.871,-1.001,1211.429
357,9161.9,7.986,-8.4,-0.73,1136.143
370,9409.2,8.029,-9,-1.062,1102.429
380,9599.5,8,-12.071,-2.721,1020.571
390,9789.7,7.929,-11.529,-2.452,1049.143
400,9980,8.086,-17.943,-5.507,592.571
406,10094.1,8.086,-9.043,-1.021,992.857
415,10265.3,7.929,-11.529,-2.452,1049.143
422,10398.5,7.986,-11.571,-2.412,939.571
425,10444.6,7.957,-5.786,0.563,1201.714
426,10441.8,7.929,-11.529,-2.452,1049.143
430,10430.6,8.043,-8.871,-1.001,1211.429
440,10402.4,7.929,-11.529,-2.452,1049.143
450,10374.3,8.086,-9.043,-1.021,992.857
460,10346.1,7.871,-9.929,-1.642,970.143
475,10303.9,8.029,-9,-1.062,1102.429
490,10261.7,8.029,-9,-1.062,1102.429
505,10219.5,8.029,-9,-1.062,1102.429
515,10425.8,7.443,-14.514,-3.967,873.571
525,10632.2,7.757,-14.886,-4.004,687.714
535,10838.5,8.029,-9,-1.062,1102.429
551,11168.7,NA,NA,NA,NA
560,11354.4,NA,NA,NA,NA
575,11663.9,NA,NA,NA,NA
590,11973.5,NA,NA,NA,NA
600,12179.8,NA,NA,NA,NA
610,12386.2,NA,NA,NA,NA
620,12592.5,NA,NA,NA,NA
630,12798.9,NA,NA,NA,NA
635,12902.1,NA,NA,NA,NA
650,13211.6,NA,NA,NA,NA
