depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
225,Carbon-14,108371,55,990,marly copropel,NA
300,Carbon-14,108372,55,2000,copropelic moss peat,NA
405,Carbon-14,108373,70,2960,marly copropel,NA
605,Carbon-14,108374,70,4590,marly copropel,NA
805,Carbon-14,108375,80,6870,marly copropel,NA
1005,Carbon-14,108376,100,10650,silty copropel,NA
