depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
20,1822.9,7.971,-12.029,-2.677,879.571
30,2734.4,8.2,-16.443,-5.106,543.857
40,2926.9,7.743,-9.571,-1.471,1071
50,3119.3,8.143,-16.4,-5.146,653.429
60,3311.8,8.429,-15.443,-4.36,758.429
70,3504.3,8.671,-12.7,-2.942,742.286
80,3696.7,7.743,-9.571,-1.471,1071
90,3889.2,9.329,-19.257,-6.142,535.429
100,4081.6,8.814,-20,-6.755,532
110,4274.1,8.2,-16.443,-5.106,543.857
120,4466.5,8.471,-14.6,-3.981,807.857
130,4659,8.086,-11.114,-2.132,1011.286
140,4851.5,8.257,-12.829,-3.113,870.714
150,5043.9,7.743,-9.571,-1.471,1071
160,5236.4,8.2,-16.443,-5.106,543.857
170,5428.8,7.971,-12.029,-2.677,879.571
180,5621.3,7.743,-9.571,-1.471,1071
190,5813.7,7.971,-12.714,-3.035,870.429
200,6006.2,7.743,-9.571,-1.471,1071
210,6198.7,8.471,-14.6,-3.981,807.857
220,6391.1,8.471,-15.214,-4.321,783.143
230,6583.6,8.086,-16.257,-5.04,676.714
240,6776,7.971,-12.714,-3.035,870.429
250,6968.5,7.543,-10.529,-2.089,944.429
260,7160.9,8.157,-15.829,-4.639,776.429
270,7353.4,8.543,-15.586,-4.36,774
280,7545.9,7.543,-10.529,-2.089,944.429
290,7787.4,8.743,-11.8,-2.405,883
300,8028.9,7.986,-11.9,-2.561,996.571
310,8270.5,7.814,-8.686,-0.964,1208.429
320,8512,7.971,-12.029,-2.677,879.571
330,8753.5,7.743,-9.571,-1.471,1071
340,8995,7.743,-9.571,-1.471,1071
350,9236.6,8.229,-16.271,-5.024,652.143
360,9478.1,7.971,-12.029,-2.677,879.571
370,9719.6,8.014,-9.414,-1.344,1079.286
380,9961.2,8.357,-15.514,-4.526,676.143
390,10202.7,8.4,-15.486,-4.488,670.429
400,10444.2,8.471,-14.6,-3.981,807.857
405,10565,8.6,-15.171,-4.213,702.143
410,11363.9,NA,NA,NA,NA
420,12961.8,NA,NA,NA,NA
430,14559.7,NA,NA,NA,NA
440,16157.6,NA,NA,NA,NA
445,16956.6,NA,NA,NA,NA
450,17755.5,NA,NA,NA,NA
453,18234.9,NA,NA,NA,NA
