depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,423,11.343,-24.043,-5.242,707.571
10,845,11.486,-24.157,-5.313,716.714
15,1268,11.443,-24.1,-5.262,710.286
20,1554,11.257,-24.043,-5.277,701.571
25,1702,11.486,-24.157,-5.313,716.714
30,1851,11.486,-24.157,-5.313,716.714
35,1999,11.443,-24.086,-5.261,710.286
40,2148,11.443,-24.086,-5.261,710.286
45,2296,11.443,-24.086,-5.261,710.286
50,2445,11.486,-24.157,-5.313,716.714
55,2593,11.486,-24.157,-5.313,716.714
60,2742,11.486,-24.171,-5.314,716.714
65,2890,11.486,-24.157,-5.313,716.714
70,3039,11.386,-24.129,-5.331,707.714
75,3187,11.486,-24.171,-5.314,716.714
80,3353,12.071,-24.986,-5.657,657.857
85,3537,12.5,-25.529,-5.937,604.143
90,3721,12.571,-25.429,-5.832,609.714
95,3905,13.129,-26.143,-6.061,551.571
100,4090,10.914,-24.843,-6.274,584
105,4274,11.057,-23.886,-5.17,694.571
110,4458,10.971,-24.129,-5.6,687
115,4642,11.757,-24.571,-5.508,652.857
120,4826,11.257,-24.043,-5.277,701.571
125,5010,13.5,-26.843,-6.265,489.714
130,5194,11.743,-24.186,-5.556,634.143
135,5378,13.257,-26.743,-6.51,476
140,5490,12.171,-25.371,-6.025,570.857
145,5529,12.571,-25.429,-5.832,609.714
150,5569,11.971,-25.557,-6.279,559.286
155,5608,14.071,-22.129,-3.708,659
160,5648,12.129,-26.086,-6.648,491.429
165,5688,12.529,-26.871,-7.075,427
170,5727,12.314,-26.386,-6.955,504
175,5767,11.871,-26.171,-7.225,488.714
180,5806,11.243,-25.629,-6.792,525.286
185,5846,11.243,-25.629,-6.792,525.286
190,5885,12.457,-27.529,-8.529,351.571
195,5925,12.7,-24.743,-6.555,510
200,6000,12.257,-26.929,-7.939,431.571
205,6110,12.4,-26.886,-7.481,417.143
210,6220,11.671,-27.257,-9.083,312.429
215,6330,12.671,-22.186,-5.521,609
220,6440,14.357,-18.729,-2.59,851.857
225,6550,11.329,-26.7,-8.562,360.857
230,6660,11.286,-26.171,-7.862,442.714
235,6770,10.529,-26.714,-8.13,413.286
240,6880,9.829,-25.014,-7.125,503
245,6990,10.086,-25.543,-7.887,436.429
250,7100,15.129,-16.714,-0.062,934.143
