depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
45.5,Carbon-14,109780,190,2565,NA,NA
90,Carbon-14,109781,200,4765,NA,NA
151,Carbon-14,109782,240,5700,NA,NA
180.5,Carbon-14,109783,250,7220,NA,NA
274,Carbon-14,109784,275,8815,NA,NA
