depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
97.5,Carbon-14,108806,90,2050,gyttja,GSC-3898: dates Picea rise; may be too old; GSC-3891: basal organic; may be too old.
197.5,Carbon-14,108807,140,3050,gyttja,NA
297.5,Carbon-14,108808,160,4690,gyttja,NA
397.5,Carbon-14,108809,120,6280,gyttja,NA
437.5,Carbon-14,108810,140,8310,gyttja,NA
497.5,Carbon-14,108811,150,9950,clay gyttja,NA
542.5,Carbon-14,108812,180,11700,clay gyttja,NA
