depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
615,Carbon-14,108619,65,1070,NA,NA
660,Carbon-14,108620,95,2145,NA,NA
715,Carbon-14,108621,140,3580,NA,NA
825,Carbon-14,108622,140,4760,NA,NA
885,Carbon-14,108623,140,6120,NA,NA
