depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
200,Carbon-14,111068,95,5070,gyttja,Date 5300Â±95 (I-8692) rejected as too young.
215,Carbon-14,111069,120,7280,gyttja,NA
215,Carbon-14,111070,280,7460,gyttja,NA
235,Carbon-14,111071,95,5300,gyttja,NA
245.5,Carbon-14,111072,70,9200,twigs,NA
