depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,11,20.357,-8.629,6.496,867.857
25,253,20.571,-6.286,7.576,971
28,282,20.471,-7.043,7.2,907.714
31,311,20.114,-7.686,6.738,942.714
35,419,20.629,-8.4,6.779,868
45,862,20.586,-8.3,6.752,863
55,1318,20.586,-8.286,6.76,863
65,1811,20.4,-8.386,6.599,862.571
75,2304,20.586,-8.257,6.774,862.714
82,2649,20.686,-8.271,6.843,864.286
101,3586,20.4,-8.443,6.576,863.143
105,3783,20.586,-8.271,6.764,862.857
115,4277,20.571,-8.271,6.755,862.571
125,4770,21.029,-6.414,7.861,915.571
135,5263,20.471,-7.829,6.89,930.714
145,5639,20.6,-8.286,6.767,862.714
155,5976,20.6,-8.286,6.767,862.714
165,6313,20.443,-7.857,6.815,860.429
175,6650,20.443,-8.686,6.51,846.571
185,6987,21.286,-4.743,8.615,1005.714
191,7190,21,-7.157,7.49,930.286
205,7662,20.6,-8.271,6.771,862.571
215,7999,20.6,-8.286,6.767,862.714
225,8336,20.714,-8.2,6.886,863.429
235,8673,20.414,-8.414,6.594,862.429
245,9010,20.4,-7.314,6.995,878.857
255,9270,20.657,-7.671,7.06,885.143
265,9414,20.414,-8.4,6.601,862.429
275,9558,20.786,-5.2,8.119,944.571
285,9701,20.814,-6.643,7.569,904.571
293,9817,20.6,-8.271,6.771,862.571
305,9989,20.414,-8.386,6.608,862.143
315,10133,20.557,-8.314,6.729,863.143
325,10339,20.257,-9.971,5.89,819.429
335,10842,20.071,-8.529,6.357,904.714
345,11344,NA,NA,NA,NA
355,11846,NA,NA,NA,NA
365,12335,NA,NA,NA,NA
375,12818,NA,NA,NA,NA
380,13059,NA,NA,NA,NA
385,13300,NA,NA,NA,NA
390,13541,NA,NA,NA,NA
