depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
551,19,12.029,-20.186,-3.335,897.571
559,428,11.2,-15.2,-1.502,1110.429
569,940,11.357,-15.086,-1.381,1103.714
578,1400,11.771,-15.5,-1.386,1051.429
583,1656,11.843,-15.529,-1.37,1050
593,2168,11.814,-15.757,-1.494,1066.714
598,2424,12.471,-15.1,-0.881,1045.286
608,2811,11.414,-15.943,-1.83,1038.429
618,3184,11.314,-16.229,-2.005,1063.286
628,3666,11.543,-17.257,-2.443,1012.143
638,4312,13.443,-15.714,-0.789,1140.571
648,4958,11.629,-18.357,-2.996,976.143
658,5574,12.829,-16.186,-1.431,1082.429
668,6120,12.257,-20.7,-4.129,845
673,6393,15.3,-10,2.577,1223.571
678,6666,16.471,-12.086,2.423,1142.571
683,6938,16.214,-13.086,1.82,1162.143
684,6993,15.614,-13.671,1.182,1211.286
689,7234,16.886,-13.4,2.208,1107.143
691,7326,16.5,-13.557,1.949,1166
694,7462,16.514,-13.757,1.821,1116.429
696,7554,16.171,-12.157,2.17,1151
699,7690,15.843,-12.6,1.754,1166.143
704,7918,13.886,-16.571,-1.158,1039.571
709,8146,12.586,-21.329,-4.308,774.571
714,8374,11.771,-20.4,-3.807,934
