depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,101,9.929,-24.514,-8.337,314
3,367,12.057,-18.186,-4.13,623
5,533,9.643,-26.529,-9.646,214.286
7,663,13.086,-8.671,1.667,1373.429
9,824,12.971,-4.7,4.006,1726.714
11,1028,13.829,-1.929,5.638,1789.571
13,1243,13.571,-2.943,5.045,1612
15,1409,13.486,-2.471,5.27,1817.714
17,1631,11.071,-12.871,-1.493,982.714
19,1871,13.886,-6.371,3.068,1180.286
21,2103,12,-11.486,-0.223,1277.714
25,2666,10.214,-26.829,-9.635,229.286
29,3096,13.429,-0.671,6.151,1805.286
33,3572,12.371,-5.129,3.431,1802.857
35,3831,10.443,-21.286,-6.656,261.714
37,4101,9.5,-26.443,-9.695,206.143
39,4192,12.086,-7.343,2.033,1028.429
41,4291,12.2,-8.371,1.239,1027.571
45,4450,14.143,-1.414,5.835,1322.143
49,4608,13.629,-6.529,2.848,1181.143
53,4805,13.957,-3.314,4.929,1383.429
55,4862,13,-11.043,0.355,921.143
57,4915,13.814,-2.071,5.594,1908.714
61,5073,14.271,-1.557,5.94,1668.143
65,5308,13.4,-5.014,3.862,1234.429
69,5450,13.714,-3.414,4.744,1395.143
73,5571,12.514,-10.771,0.226,888.714
77,5683,14.3,-3.743,4.888,1163.286
81,5813,14.3,-3.743,4.888,1163.286
85,5945,11.271,-8.914,0.487,1294.571
89,6091,11.343,-19.686,-5.238,456.714
93,6240,14.3,-3.743,4.888,1163.286
97,6345,10.471,-20.086,-5.796,446
