depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
30,Carbon-14,108815,150,1570,bulk sediment,NA
67,Carbon-14,108816,150,5690,bulk sediment,NA
107,Carbon-14,108817,220,6900,bulk sediment,NA
130,Carbon-14,108818,355,8210,bulk sediment,NA
160,Carbon-14,108819,465,10325,bulk sediment,NA
186,Carbon-14,108820,750,12810,bulk sediment,probably contaminated with old carbon
217,Carbon-14,108821,880,15370,bulk sediment,probably contaminated with old carbon
