depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
92.5,Carbon-14,110191,70,3030,NA,NA
129.5,Carbon-14,110192,190,3780,NA,NA
157.5,Carbon-14,110193,165,5805,NA,NA
194,Carbon-14,110194,80,7630,NA,NA
228,Carbon-14,110195,100,10690,NA,NA
