depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
147.5,Carbon-14,110803,90,3500,bryophytic peat,NA
297.5,Carbon-14,110804,100,3860,fibrous peat,NA
457.5,Carbon-14,110805,60,7630,detritus peat,NA
507.5,Carbon-14,110806,110,7700,woody peat,NA
522.5,Carbon-14,110807,90,9000,detritus peat,NA
