depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
79.5,Carbon-14,111204,60,490,peat,NA
420,Carbon-14,111205,70,3430,peat,NA
625.5,Carbon-14,111206,150,9880,gyttja,NA
