year (AD) [1-1],age (BP) [1-1],red_color_intensity_units (missing) [1-1],year (AD) [2-1],age (BP) [2-1],ENSO_events (missing) [2-1]
1550.49,399.51,79,NA,NA,NA
1549.9,400.1,75,NA,NA,NA
1549.3,400.7,74,NA,NA,NA
1548.76,401.24,84,NA,NA,NA
1548.22,401.78,82,NA,NA,NA
1547.67,402.33,81,NA,NA,NA
1547.07,402.93,75,NA,NA,NA
1546.48,403.52,75,NA,NA,NA
1545.98,404.02,90,NA,NA,NA
1545.48,404.52,89,NA,NA,NA
1544.99,405.01,90,NA,NA,NA
1544.68,405.32,130,NA,NA,NA
1544.45,405.55,156,NA,NA,NA
1544.23,405.77,158,NA,NA,NA
1543.98,406.02,144,NA,NA,NA
1543.75,406.25,157,NA,NA,NA
1543.54,406.46,162,NA,NA,NA
1543.34,406.66,165,NA,NA,NA
1543.13,406.87,159,NA,NA,NA
1542.91,407.09,159,NA,NA,NA
1542.68,407.32,153,NA,NA,NA
1542.41,407.59,141,NA,NA,NA
1542.06,407.94,120,NA,NA,NA
1541.58,408.42,92,NA,NA,NA
1540.85,409.15,58,NA,NA,NA
1540.1,409.9,55,NA,NA,NA
1539.31,410.69,52,NA,NA,NA
1538.55,411.45,54,NA,NA,NA
1537.77,412.23,52,NA,NA,NA
1537,413,53,NA,NA,NA
1536.33,413.67,65,NA,NA,NA
1535.63,414.37,61,NA,NA,NA
1535,415,70,NA,NA,NA
1534.41,415.59,76,NA,NA,NA
1533.88,416.12,84,NA,NA,NA
1533.35,416.65,84,NA,NA,NA
1532.87,417.13,93,NA,NA,NA
1532.45,417.55,105,NA,NA,NA
1532.07,417.93,111,NA,NA,NA
1531.67,418.33,108,NA,NA,NA
1531.24,418.76,103,NA,NA,NA
1530.83,419.17,104,NA,NA,NA
1530.37,419.63,97,NA,NA,NA
1529.91,420.09,97,NA,NA,NA
1529.46,420.54,98,NA,NA,NA
1529,421,96,NA,NA,NA
1528.53,421.47,94,NA,NA,NA
1527.98,422.02,81,NA,NA,NA
1527.45,422.55,84,NA,NA,NA
1526.89,423.11,81,NA,NA,NA
1526.28,423.72,72,NA,NA,NA
1525.69,424.31,75,NA,NA,NA
1524.91,425.09,53,NA,NA,NA
1524.16,425.84,55,NA,NA,NA
1523.38,426.62,52,NA,NA,NA
1522.56,427.44,48,NA,NA,NA
1521.77,428.23,51,NA,NA,NA
1521.05,428.95,59,NA,NA,NA
1520.27,429.73,52,NA,NA,NA
1519.49,430.51,52,NA,NA,NA
1518.67,431.33,48,NA,NA,NA
1517.82,432.18,45,NA,NA,NA
1516.96,433.04,44,NA,NA,NA
1516.09,433.91,43,NA,NA,NA
1515.21,434.79,43,NA,NA,NA
1514.36,435.64,45,NA,NA,NA
1513.5,436.5,44,NA,NA,NA
1512.66,437.34,46,NA,NA,NA
1511.85,438.15,49,NA,NA,NA
1511.03,438.97,48,NA,NA,NA
1510.27,439.73,54,NA,NA,NA
1509.55,440.45,59,NA,NA,NA
1508.9,441.1,67,NA,NA,NA
1508.25,441.75,67,NA,NA,NA
1507.63,442.37,71,NA,NA,NA
1507.03,442.97,75,NA,NA,NA
1506.44,443.56,75,NA,NA,NA
1505.89,444.11,81,NA,NA,NA
1505.35,444.65,84,NA,NA,NA
1504.85,445.15,88,NA,NA,NA
1504.41,445.59,100,NA,NA,NA
1503.98,446.02,103,NA,NA,NA
1503.58,446.42,107,NA,NA,NA
1503.18,446.82,108,NA,NA,NA
1502.72,447.28,97,NA,NA,NA
1502.18,447.82,83,NA,NA,NA
1501.55,448.45,69,NA,NA,NA
1500.85,449.15,62,NA,NA,NA
1500.25,449.75,74,NA,NA,NA
1499.63,450.37,71,NA,NA,NA
1498.97,451.03,66,NA,NA,NA
1498.26,451.74,60,NA,NA,NA
1497.49,452.51,53,NA,NA,NA
1496.69,453.31,50,NA,NA,NA
1495.86,454.14,47,NA,NA,NA
1495.05,454.95,49,NA,NA,NA
1494.24,455.76,49,NA,NA,NA
1493.53,456.47,60,NA,NA,NA
1492.85,457.15,64,NA,NA,NA
1492.17,457.83,64,NA,NA,NA
1491.5,458.5,65,NA,NA,NA
1490.8,459.2,61,NA,NA,NA
1490.13,459.87,64,NA,NA,NA
1489.47,460.53,67,NA,NA,NA
1488.81,461.19,66,NA,NA,NA
1488.12,461.88,62,NA,NA,NA
1487.43,462.57,63,NA,NA,NA
1486.73,463.27,61,NA,NA,NA
1486.03,463.97,61,NA,NA,NA
1485.3,464.7,58,NA,NA,NA
1484.52,465.48,52,NA,NA,NA
1483.75,466.25,53,NA,NA,NA
1482.98,467.02,53,NA,NA,NA
1482.21,467.79,53,NA,NA,NA
1481.44,468.56,54,NA,NA,NA
1480.65,469.35,51,NA,NA,NA
1479.85,470.15,50,NA,NA,NA
1479.06,470.94,51,NA,NA,NA
1478.27,471.73,51,NA,NA,NA
1477.47,472.53,50,NA,NA,NA
1476.71,473.29,54,NA,NA,NA
1475.91,474.09,50,NA,NA,NA
1475.08,474.92,47,NA,NA,NA
1474.2,475.8,42,NA,NA,NA
1473.35,476.65,45,NA,NA,NA
1472.53,477.47,48,NA,NA,NA
1471.71,478.29,48,NA,NA,NA
1470.89,479.11,48,NA,NA,NA
1470.11,479.89,53,NA,NA,NA
1469.35,480.65,54,NA,NA,NA
1468.6,481.4,55,NA,NA,NA
1467.87,482.13,58,NA,NA,NA
1467.18,482.82,62,NA,NA,NA
1466.48,483.52,62,NA,NA,NA
1465.82,484.18,66,NA,NA,NA
1465.17,484.83,67,NA,NA,NA
1464.58,485.42,76,NA,NA,NA
1464,486,76,NA,NA,NA
1463.39,486.61,73,NA,NA,NA
1462.81,487.19,77,NA,NA,NA
1462.2,487.8,73,NA,NA,NA
1461.52,488.48,63,NA,NA,NA
1460.8,489.2,59,NA,NA,NA
1460.11,489.89,62,NA,NA,NA
1459.42,490.58,63,NA,NA,NA
1458.77,491.23,67,NA,NA,NA
1458.14,491.86,70,NA,NA,NA
1457.67,492.33,94,NA,NA,NA
1457.22,492.78,98,NA,NA,NA
1456.78,493.22,101,NA,NA,NA
1456.38,493.62,108,NA,NA,NA
1456.03,493.97,118,NA,NA,NA
1455.55,494.45,93,NA,NA,NA
1455.04,494.96,87,NA,NA,NA
1454.33,495.67,61,NA,NA,NA
1453.61,496.39,58,NA,NA,NA
1452.87,497.13,57,NA,NA,NA
1452.14,497.86,58,NA,NA,NA
1451.41,498.59,57,NA,NA,NA
1450.65,499.35,55,NA,NA,NA
1449.89,500.11,54,NA,NA,NA
1449.13,500.87,54,NA,NA,NA
1448.43,501.57,61,NA,NA,NA
1447.74,502.26,63,NA,NA,NA
1447.15,502.85,76,NA,NA,NA
1446.74,503.26,105,NA,NA,NA
1446.36,503.64,113,NA,NA,NA
1445.97,504.03,109,NA,NA,NA
1445.38,504.62,75,NA,NA,NA
1444.63,505.37,56,NA,NA,NA
1443.88,506.12,55,NA,NA,NA
1443.15,506.85,58,NA,NA,NA
1442.42,507.58,58,NA,NA,NA
1441.72,508.28,61,NA,NA,NA
1441.03,508.97,62,NA,NA,NA
1440.34,509.66,62,NA,NA,NA
1439.67,510.33,65,NA,NA,NA
1439,511,65,NA,NA,NA
1438.39,511.61,73,NA,NA,NA
1437.9,512.1,91,NA,NA,NA
1437.46,512.54,100,NA,NA,NA
1436.96,513.04,90,NA,NA,NA
1436.66,513.34,130,NA,NA,NA
1436.38,513.62,139,NA,NA,NA
1436.09,513.91,133,NA,NA,NA
1435.86,514.14,157,NA,NA,NA
1435.63,514.37,154,NA,NA,NA
1435.39,514.61,148,NA,NA,NA
1435.11,514.89,140,NA,NA,NA
1434.77,515.23,121,NA,NA,NA
1434.36,515.64,105,NA,NA,NA
1433.71,516.29,68,NA,NA,NA
1433.05,516.95,66,NA,NA,NA
1432.35,517.65,61,NA,NA,NA
1431.57,518.43,52,NA,NA,NA
1430.8,519.2,53,NA,NA,NA
1430.05,519.95,56,NA,NA,NA
1429.29,520.71,54,NA,NA,NA
1428.55,521.45,57,NA,NA,NA
1427.81,522.19,56,NA,NA,NA
1427.01,522.99,50,NA,NA,NA
1426.08,523.92,38,NA,NA,NA
1425.19,524.81,41,NA,NA,NA
1424.3,525.7,41,NA,NA,NA
1423.39,526.61,39,NA,NA,NA
1422.49,527.51,40,NA,NA,NA
1421.64,528.36,45,NA,NA,NA
1420.78,529.22,44,NA,NA,NA
1419.92,530.08,44,NA,NA,NA
1419.06,530.94,44,NA,NA,NA
1418.18,531.82,43,NA,NA,NA
1417.33,532.67,45,NA,NA,NA
1416.47,533.53,44,NA,NA,NA
1415.56,534.44,39,NA,NA,NA
1414.68,535.32,42,NA,NA,NA
1413.84,536.16,46,NA,NA,NA
1412.99,537.01,45,NA,NA,NA
1412.16,537.84,47,NA,NA,NA
1411.33,538.67,47,NA,NA,NA
1410.49,539.51,46,NA,NA,NA
1409.73,540.27,54,NA,NA,NA
1408.96,541.04,53,NA,NA,NA
1408.15,541.85,49,NA,NA,NA
1407.34,542.66,49,NA,NA,NA
1406.53,543.47,49,NA,NA,NA
1405.72,544.28,49,NA,NA,NA
1404.93,545.07,51,NA,NA,NA
1404.07,545.93,44,NA,NA,NA
1403.22,546.78,45,NA,NA,NA
1402.37,547.63,45,NA,NA,NA
1401.54,548.46,47,NA,NA,NA
1400.72,549.28,48,NA,NA,NA
1399.95,550.05,54,NA,NA,NA
1399.29,550.71,66,NA,NA,NA
1398.79,551.21,89,NA,NA,NA
1398.4,551.6,109,NA,NA,NA
1398,552,108,NA,NA,NA
1397.62,552.38,112,NA,NA,NA
1397.22,552.78,108,NA,NA,NA
1396.74,553.26,94,NA,NA,NA
1396.19,553.81,81,NA,NA,NA
1395.52,554.48,65,NA,NA,NA
1394.83,555.17,62,NA,NA,NA
1394.12,555.88,60,NA,NA,NA
1393.43,556.57,63,NA,NA,NA
1392.79,557.21,68,NA,NA,NA
1392.25,557.75,83,NA,NA,NA
1391.83,558.17,103,NA,NA,NA
1391.49,558.51,123,NA,NA,NA
1391.17,558.83,127,NA,NA,NA
1390.89,559.11,135,NA,NA,NA
1390.54,559.46,120,NA,NA,NA
1390.11,559.89,102,NA,NA,NA
1389.56,560.44,81,NA,NA,NA
1388.86,561.14,62,NA,NA,NA
1388.09,561.91,53,NA,NA,NA
1387.33,562.67,54,NA,NA,NA
1386.51,563.49,48,NA,NA,NA
1385.72,564.28,51,NA,NA,NA
1384.91,565.09,49,NA,NA,NA
1384.14,565.86,53,NA,NA,NA
1383.37,566.63,54,NA,NA,NA
1382.66,567.34,59,NA,NA,NA
1381.97,568.03,63,NA,NA,NA
1381.29,568.71,64,NA,NA,NA
1380.66,569.34,70,NA,NA,NA
1380.17,569.83,91,NA,NA,NA
1379.84,570.16,123,NA,NA,NA
1379.49,570.51,118,NA,NA,NA
1379.07,570.93,104,NA,NA,NA
1378.53,571.47,83,NA,NA,NA
1377.85,572.15,64,NA,NA,NA
1377.33,572.67,86,NA,NA,NA
1376.85,573.15,92,NA,NA,NA
1376.1,573.9,56,NA,NA,NA
1375.32,574.68,52,NA,NA,NA
1374.52,575.48,50,NA,NA,NA
1373.73,576.27,51,NA,NA,NA
1372.84,577.16,41,NA,NA,NA
1372,578,46,NA,NA,NA
1371.16,578.84,46,NA,NA,NA
1370.35,579.65,49,NA,NA,NA
1369.59,580.41,54,NA,NA,NA
1368.86,581.14,58,NA,NA,NA
1368.15,581.85,60,NA,NA,NA
1367.51,582.49,69,NA,NA,NA
1366.99,583.01,86,NA,NA,NA
1366.54,583.46,98,NA,NA,NA
1366.13,583.87,106,NA,NA,NA
1365.77,584.23,117,NA,NA,NA
1365.38,584.62,109,NA,NA,NA
1364.94,585.06,101,NA,NA,NA
1364.45,585.55,90,NA,NA,NA
1363.91,586.09,83,NA,NA,NA
1363.38,586.62,85,NA,NA,NA
1362.82,587.18,79,NA,NA,NA
1362.28,587.72,83,NA,NA,NA
1361.87,588.13,106,NA,NA,NA
1361.54,588.46,125,NA,NA,NA
1361.12,588.88,103,NA,NA,NA
1360.59,589.41,84,NA,NA,NA
1360.03,589.97,80,NA,NA,NA
1359.66,590.34,115,NA,NA,NA
1359.43,590.57,155,NA,NA,NA
1359.22,590.78,160,NA,NA,NA
1359,591,157,NA,NA,NA
1358.78,591.22,160,NA,NA,NA
1358.56,591.44,157,NA,NA,NA
1358.33,591.67,155,NA,NA,NA
1358.1,591.9,155,NA,NA,NA
1357.86,592.14,149,NA,NA,NA
1357.61,592.39,146,NA,NA,NA
1357.35,592.65,146,NA,NA,NA
1357.1,592.9,146,NA,NA,NA
1356.83,593.17,142,NA,NA,NA
1356.56,593.44,138,NA,NA,NA
1356.24,593.76,128,NA,NA,NA
1355.94,594.06,132,NA,NA,NA
1355.63,594.37,130,NA,NA,NA
1355.3,594.7,123,NA,NA,NA
1354.97,595.03,124,NA,NA,NA
1354.62,595.38,119,NA,NA,NA
1354.25,595.75,115,NA,NA,NA
1353.86,596.14,109,NA,NA,NA
1353.42,596.58,101,NA,NA,NA
1352.97,597.03,98,NA,NA,NA
1352.47,597.53,88,NA,NA,NA
1351.91,598.09,80,NA,NA,NA
1351.32,598.68,76,NA,NA,NA
1350.78,599.22,82,NA,NA,NA
1350.23,599.77,82,NA,NA,NA
1349.64,600.36,75,NA,NA,NA
1349.11,600.89,85,NA,NA,NA
1348.54,601.46,78,NA,NA,NA
1348.01,601.99,85,NA,NA,NA
1347.21,602.79,50,NA,NA,NA
1346.28,603.72,37,NA,NA,NA
1345.45,604.55,47,NA,NA,NA
1344.64,605.36,49,NA,NA,NA
1343.86,606.14,52,NA,NA,NA
1343.13,606.87,58,NA,NA,NA
1342.44,607.56,63,NA,NA,NA
1341.91,608.09,84,NA,NA,NA
1341.45,608.55,96,NA,NA,NA
1340.99,609.01,96,NA,NA,NA
1340.6,609.4,110,NA,NA,NA
1340.28,609.72,126,NA,NA,NA
1340.08,609.92,166,NA,NA,NA
1339.79,610.21,137,NA,NA,NA
1339.4,610.6,110,NA,NA,NA
1339,611,106,NA,NA,NA
1338.58,611.42,105,NA,NA,NA
1338.19,611.81,109,NA,NA,NA
1337.78,612.22,106,NA,NA,NA
1337.4,612.6,112,NA,NA,NA
1337.03,612.97,116,NA,NA,NA
1336.72,613.28,128,NA,NA,NA
1336.53,613.47,169,NA,NA,NA
1336.39,613.61,197,NA,NA,NA
1336.3,613.7,236,NA,NA,NA
1336.22,613.78,235,NA,NA,NA
1336.13,613.87,236,NA,NA,NA
1336.05,613.95,238,NA,NA,NA
1335.97,614.03,245,NA,NA,NA
1335.89,614.11,243,NA,NA,NA
1335.81,614.19,244,NA,NA,NA
1335.73,614.27,244,NA,NA,NA
1335.66,614.34,245,NA,NA,NA
1335.58,614.42,245,NA,NA,NA
1335.5,614.5,245,NA,NA,NA
1335.42,614.58,244,NA,NA,NA
1335.34,614.66,244,NA,NA,NA
1335.26,614.74,241,NA,NA,NA
1335.18,614.82,241,NA,NA,NA
1335.09,614.91,234,NA,NA,NA
1335,615,232,NA,NA,NA
1334.9,615.1,225,NA,NA,NA
1334.8,615.2,222,NA,NA,NA
1334.7,615.3,219,NA,NA,NA
1334.56,615.44,199,NA,NA,NA
1334.38,615.62,173,NA,NA,NA
1334.2,615.8,174,NA,NA,NA
1334.05,615.95,191,NA,NA,NA
1333.87,616.13,173,NA,NA,NA
1333.68,616.32,172,NA,NA,NA
1333.46,616.54,159,NA,NA,NA
1333.19,616.81,140,NA,NA,NA
1332.85,617.15,121,NA,NA,NA
1332.48,617.52,114,NA,NA,NA
1332.07,617.93,106,NA,NA,NA
1331.56,618.44,88,NA,NA,NA
1331.01,618.99,81,NA,NA,NA
1330.51,619.49,89,NA,NA,NA
1330.02,619.98,92,NA,NA,NA
1329.57,620.43,97,NA,NA,NA
1329.17,620.83,109,NA,NA,NA
1328.84,621.16,122,NA,NA,NA
1328.53,621.47,129,NA,NA,NA
1328.21,621.79,128,NA,NA,NA
1327.86,622.14,119,NA,NA,NA
1327.65,622.35,160,NA,NA,NA
1327.53,622.47,208,NA,NA,NA
1327.43,622.57,228,NA,NA,NA
1327.32,622.68,218,NA,NA,NA
1327.21,622.79,212,NA,NA,NA
1327.09,622.91,208,NA,NA,NA
1326.96,623.04,202,NA,NA,NA
1326.81,623.19,192,NA,NA,NA
1326.65,623.35,181,NA,NA,NA
1326.41,623.59,151,NA,NA,NA
1326.1,623.9,130,NA,NA,NA
1325.75,624.25,119,NA,NA,NA
1325.36,624.64,109,NA,NA,NA
1325.04,624.96,127,NA,NA,NA
1324.74,625.26,132,NA,NA,NA
1324.48,625.52,145,NA,NA,NA
1324.29,625.71,171,NA,NA,NA
1324.08,625.92,159,NA,NA,NA
1323.82,626.18,145,NA,NA,NA
1323.5,626.5,125,NA,NA,NA
1322.99,627.01,88,NA,NA,NA
1322.43,627.57,80,NA,NA,NA
1321.9,628.1,84,NA,NA,NA
1321.38,628.62,86,NA,NA,NA
1320.9,629.1,94,NA,NA,NA
1320.35,629.65,81,NA,NA,NA
1319.8,630.2,81,NA,NA,NA
1319.25,630.75,82,NA,NA,NA
1318.75,631.25,88,NA,NA,NA
1318.26,631.74,91,NA,NA,NA
1317.89,632.11,116,NA,NA,NA
1317.58,632.42,127,NA,NA,NA
1317.42,632.58,189,NA,NA,NA
1317.23,632.77,169,NA,NA,NA
1316.93,633.07,131,NA,NA,NA
1316.5,633.5,103,NA,NA,NA
1316.09,633.91,104,NA,NA,NA
1315.69,634.31,108,NA,NA,NA
1315.32,634.68,116,NA,NA,NA
1315.12,634.88,166,NA,NA,NA
1315,635,203,NA,NA,NA
1314.83,635.17,184,NA,NA,NA
1314.61,635.39,156,NA,NA,NA
1314.27,635.73,121,NA,NA,NA
1313.83,636.17,101,NA,NA,NA
1313.39,636.61,99,NA,NA,NA
1313.02,636.98,115,NA,NA,NA
1312.74,637.26,138,NA,NA,NA
1312.5,637.5,150,NA,NA,NA
1312.3,637.7,165,NA,NA,NA
1312.07,637.93,154,NA,NA,NA
1311.84,638.16,155,NA,NA,NA
1311.56,638.44,137,NA,NA,NA
1311.23,638.77,124,NA,NA,NA
1310.83,639.17,107,NA,NA,NA
1310.48,639.52,119,NA,NA,NA
1310.24,639.76,153,NA,NA,NA
1310.05,639.95,171,NA,NA,NA
1309.84,640.16,159,NA,NA,NA
1309.72,640.28,210,NA,NA,NA
1309.58,640.42,195,NA,NA,NA
1309.33,640.67,148,NA,NA,NA
1308.95,641.05,111,NA,NA,NA
1308.51,641.49,101,NA,NA,NA
1308.02,641.98,91,NA,NA,NA
1307.53,642.47,91,NA,NA,NA
1307.16,642.84,115,NA,NA,NA
1306.9,643.1,143,NA,NA,NA
1306.49,643.51,105,NA,NA,NA
1306.02,643.98,95,NA,NA,NA
1305.58,644.42,100,NA,NA,NA
1305.21,644.79,113,NA,NA,NA
1305.05,644.95,186,NA,NA,NA
1304.9,645.1,191,NA,NA,NA
1304.74,645.26,182,NA,NA,NA
1304.52,645.48,161,NA,NA,NA
1304.41,645.59,213,NA,NA,NA
1304.33,645.67,237,NA,NA,NA
1304.24,645.76,234,NA,NA,NA
1304.14,645.86,228,NA,NA,NA
1304.04,645.96,218,NA,NA,NA
1303.92,646.08,214,NA,NA,NA
1303.8,646.2,203,NA,NA,NA
1303.64,646.36,186,NA,NA,NA
1303.44,646.56,166,NA,NA,NA
1303.18,646.82,143,NA,NA,NA
1302.99,647.01,170,NA,NA,NA
1302.89,647.11,228,NA,NA,NA
1302.79,647.21,219,NA,NA,NA
1302.66,647.34,206,NA,NA,NA
1302.51,647.49,188,NA,NA,NA
1302.31,647.69,167,NA,NA,NA
1301.97,648.03,121,NA,NA,NA
1301.5,648.5,95,NA,NA,NA
1301.06,648.94,100,NA,NA,NA
1300.65,649.35,104,NA,NA,NA
1300.31,649.69,123,NA,NA,NA
1300.17,649.83,195,NA,NA,NA
1300.06,649.94,212,NA,NA,NA
1299.93,650.07,207,NA,NA,NA
1299.79,650.21,194,NA,NA,NA
1299.59,650.41,164,NA,NA,NA
1299.21,650.79,112,NA,NA,NA
1298.75,651.25,97,NA,NA,NA
1298.45,651.55,132,NA,NA,NA
1298.1,651.9,119,NA,NA,NA
1297.74,652.26,117,NA,NA,NA
1297.32,652.68,103,NA,NA,NA
1296.78,653.22,83,NA,NA,NA
1296.21,653.79,78,NA,NA,NA
1295.67,654.33,84,NA,NA,NA
1295.12,654.88,80,NA,NA,NA
1294.49,655.51,71,NA,NA,NA
1293.87,656.13,71,NA,NA,NA
1293.25,656.75,71,NA,NA,NA
1292.62,657.38,70,NA,NA,NA
1292.02,657.98,74,NA,NA,NA
1291.5,658.5,86,NA,NA,NA
1291.03,658.97,94,NA,NA,NA
1290.56,659.44,96,NA,NA,NA
1290.1,659.9,96,NA,NA,NA
1289.66,660.34,100,NA,NA,NA
1289.21,660.79,98,NA,NA,NA
1288.8,661.2,105,NA,NA,NA
1288.45,661.55,119,NA,NA,NA
1288.01,661.99,100,NA,NA,NA
1287.49,662.51,87,NA,NA,NA
1286.99,663.01,88,NA,NA,NA
1286.47,663.53,87,NA,NA,NA
1285.97,664.03,89,NA,NA,NA
1285.46,664.54,88,NA,NA,NA
1284.94,665.06,86,NA,NA,NA
1284.42,665.58,85,NA,NA,NA
1283.91,666.09,88,NA,NA,NA
1283.38,666.62,84,NA,NA,NA
1282.86,667.14,86,NA,NA,NA
1282.34,667.66,87,NA,NA,NA
1281.85,668.15,91,NA,NA,NA
1281.4,668.6,98,NA,NA,NA
1280.98,669.02,104,NA,NA,NA
1280.77,669.23,158,NA,NA,NA
1280.58,669.42,170,NA,NA,NA
1280.34,669.66,153,NA,NA,NA
1280.21,669.79,198,NA,NA,NA
1280.07,669.93,198,NA,NA,NA
1279.9,670.1,180,NA,NA,NA
1279.64,670.36,144,NA,NA,NA
1279.23,670.77,106,NA,NA,NA
1278.72,671.28,87,NA,NA,NA
1278.2,671.8,86,NA,NA,NA
1277.81,672.19,110,NA,NA,NA
1277.36,672.64,99,NA,NA,NA
1276.91,673.09,98,NA,NA,NA
1276.55,673.45,115,NA,NA,NA
1276.14,673.86,107,NA,NA,NA
1275.71,674.29,101,NA,NA,NA
1275.24,674.76,95,NA,NA,NA
1274.71,675.29,84,NA,NA,NA
1274.12,675.88,75,NA,NA,NA
1273.55,676.45,79,NA,NA,NA
1273,677,81,NA,NA,NA
1272.52,677.48,93,NA,NA,NA
1272.08,677.92,100,NA,NA,NA
1271.67,678.33,105,NA,NA,NA
1271.38,678.62,137,NA,NA,NA
1271.09,678.91,134,NA,NA,NA
1270.9,679.1,169,NA,NA,NA
1270.57,679.43,124,NA,NA,NA
1270.23,679.77,121,NA,NA,NA
1269.96,680.04,143,NA,NA,NA
1269.78,680.22,172,NA,NA,NA
1269.58,680.42,166,NA,NA,NA
1269.35,680.65,155,NA,NA,NA
1269.13,680.87,158,NA,NA,NA
1268.89,681.11,151,NA,NA,NA
1268.63,681.37,143,NA,NA,NA
1268.36,681.64,140,NA,NA,NA
1268.09,681.91,140,NA,NA,NA
1267.82,682.18,143,NA,NA,NA
1267.52,682.48,132,NA,NA,NA
1267.22,682.78,130,NA,NA,NA
1266.9,683.1,127,NA,NA,NA
1266.58,683.42,126,NA,NA,NA
1266.27,683.73,131,NA,NA,NA
1265.98,684.02,134,NA,NA,NA
1265.69,684.31,133,NA,NA,NA
1265.38,684.62,131,NA,NA,NA
1265.09,684.91,133,NA,NA,NA
1264.79,685.21,132,NA,NA,NA
1264.47,685.53,128,NA,NA,NA
1264.16,685.84,128,NA,NA,NA
1263.84,686.16,128,NA,NA,NA
1263.52,686.48,126,NA,NA,NA
1263.18,686.82,122,NA,NA,NA
1262.84,687.16,120,NA,NA,NA
1262.48,687.52,117,NA,NA,NA
1262.11,687.89,114,NA,NA,NA
1261.72,688.28,110,NA,NA,NA
1261.32,688.68,108,NA,NA,NA
1260.92,689.08,108,NA,NA,NA
1260.49,689.51,102,NA,NA,NA
1260.01,689.99,92,NA,NA,NA
1259.47,690.53,83,NA,NA,NA
1258.91,691.09,80,NA,NA,NA
1258.31,691.69,75,NA,NA,NA
1257.71,692.29,73,NA,NA,NA
1257.1,692.9,73,NA,NA,NA
1256.48,693.52,71,NA,NA,NA
1255.83,694.17,68,NA,NA,NA
1255.18,694.82,67,NA,NA,NA
1254.56,695.44,72,NA,NA,NA
1253.97,696.03,75,NA,NA,NA
1253.36,696.64,73,NA,NA,NA
1252.76,697.24,74,NA,NA,NA
1252.19,697.81,78,NA,NA,NA
1251.63,698.37,80,NA,NA,NA
1251.34,698.66,133,NA,NA,NA
1251.14,698.86,169,NA,NA,NA
1250.96,699.04,174,NA,NA,NA
1250.74,699.26,158,NA,NA,NA
1250.49,699.51,146,NA,NA,NA
1250.24,699.76,146,NA,NA,NA
1250.04,699.96,166,NA,NA,NA
1249.41,700.59,71,NA,NA,NA
1248.77,701.23,68,NA,NA,NA
1248.15,701.85,72,NA,NA,NA
1247.57,702.43,76,NA,NA,NA
1246.98,703.02,76,NA,NA,NA
1246.42,703.58,80,NA,NA,NA
1245.89,704.11,84,NA,NA,NA
1245.42,704.58,95,NA,NA,NA
1245.11,704.89,129,NA,NA,NA
1244.88,705.12,153,NA,NA,NA
1244.73,705.27,190,NA,NA,NA
1244.57,705.43,184,NA,NA,NA
1244.4,705.6,182,NA,NA,NA
1244.15,705.85,145,NA,NA,NA
1243.7,706.3,99,NA,NA,NA
1243.31,706.69,110,NA,NA,NA
1243.02,706.98,135,NA,NA,NA
1242.6,707.4,102,NA,NA,NA
1242.17,707.83,102,NA,NA,NA
1241.72,708.28,98,NA,NA,NA
1241.28,708.72,101,NA,NA,NA
1240.92,709.08,116,NA,NA,NA
1240.59,709.41,124,NA,NA,NA
1240.08,709.92,88,NA,NA,NA
1239.44,710.56,68,NA,NA,NA
1238.83,711.17,73,NA,NA,NA
1238.25,711.75,77,NA,NA,NA
1237.68,712.32,78,NA,NA,NA
1237.11,712.89,79,NA,NA,NA
1236.52,713.48,76,NA,NA,NA
1235.93,714.07,75,NA,NA,NA
1235.37,714.63,79,NA,NA,NA
1234.83,715.17,84,NA,NA,NA
1234.28,715.72,81,NA,NA,NA
1233.71,716.29,78,NA,NA,NA
1233.14,716.86,79,NA,NA,NA
1232.63,717.37,87,NA,NA,NA
1232.16,717.84,94,NA,NA,NA
1231.7,718.3,97,NA,NA,NA
1231.31,718.69,110,NA,NA,NA
1230.96,719.04,119,NA,NA,NA
1230.71,719.29,147,NA,NA,NA
1230.58,719.42,200,NA,NA,NA
1230.46,719.54,210,NA,NA,NA
1230.34,719.66,205,NA,NA,NA
1230.18,719.82,186,NA,NA,NA
1229.99,720.01,169,NA,NA,NA
1229.82,720.18,180,NA,NA,NA
1229.66,720.34,188,NA,NA,NA
1229.49,720.51,176,NA,NA,NA
1229.26,720.74,154,NA,NA,NA
1229.14,720.86,211,NA,NA,NA
1229.03,720.97,213,NA,NA,NA
1228.92,721.08,221,NA,NA,NA
1228.82,721.18,219,NA,NA,NA
1228.7,721.3,210,NA,NA,NA
1228.58,721.42,204,NA,NA,NA
1228.44,721.56,197,NA,NA,NA
1228.29,721.71,189,NA,NA,NA
1228.1,721.9,172,NA,NA,NA
1227.64,722.36,97,NA,NA,NA
1227.04,722.96,73,NA,NA,NA
1226.4,723.6,69,NA,NA,NA
1225.82,724.18,77,NA,NA,NA
1225.28,724.72,82,NA,NA,NA
1224.82,725.18,98,NA,NA,NA
1224.44,725.56,111,NA,NA,NA
1224.14,725.86,133,NA,NA,NA
1223.99,726.01,186,NA,NA,NA
1223.84,726.16,189,NA,NA,NA
1223.64,726.36,169,NA,NA,NA
1223.4,726.6,149,NA,NA,NA
1223.21,726.79,173,NA,NA,NA
1223.03,726.97,172,NA,NA,NA
1222.72,727.28,130,NA,NA,NA
