year (AD) [1-1],age (BP) [1-1],depth (unknown) [1-1],Ca (missing) [1-1],Al (missing) [1-1],Ti (missing) [1-1],Si (missing) [1-1],K (missing) [1-1],year (AD) [2-1],age (BP) [2-1],depth (unknown) [2-1],N (missing) [2-1],d15N (missing) [2-1],C/N (missing) [2-1],TOC (missing) [2-1],d13C (missing) [2-1],year (AD) [3-1],age (BP) [3-1],depth (unknown) [3-1],d18O (missing) [3-1],d13C (missing) [3-1],year (AD) [4-1],age (BP) [4-1],total (missing) [4-1],Th13C (missing) [4-1],std (missing) [4-1],year (AD) [5-1],age (BP) [5-1],MoistElements (missing) [5-1],DryElements (missing) [5-1],Thronshrub (missing) [5-1],Ailanthus (missing) [5-1],year (AD) [6-1],age (BP) [6-1],sedRate (missing) [6-1]
1852.753,97.247,48.5,20640.777,555.919,6088.281,10302.026,2399.94,1509.93,440.07,129,0.17,9.7,15,2.58,-12.3,1509.928,440.072,129,-5.846,3.305,NA,NA,NA,NA,NA,-3745.6,5695.6,1.282,3.045,0.16,0,1509.928,440.072,2.348
1850.624,99.376,49,20947.217,558.076,6146.17,9999.911,2281.359,1467.34,482.66,139,0.13,10.7,14,1.83,-14.7,1467.341,482.659,139,-6.54,3.59,NA,NA,NA,NA,NA,-3868.5,5818.5,4.663,8.463,0,0.173,1467.341,482.659,2.348
1848.494,101.506,49.5,19310.956,512.109,5572.267,9605.193,2173.639,1424.75,525.25,149,0.12,10.2,14,1.77,-15,1424.754,525.246,149,-6.165,3.844,NA,NA,NA,NA,NA,-3991.5,5941.5,4.396,7.064,0.157,0,1424.754,525.246,2.348
1846.365,103.635,50,16581.376,505.803,5241.419,9620.241,2308.95,1386.43,563.57,158,0.13,8.9,13,1.65,-15.3,1386.425,563.575,158,-8.093,1.744,NA,NA,NA,NA,NA,-4114.4,6064.4,4.603,5.397,0.159,0,1386.425,563.575,2.348
1844.236,105.764,50.5,19101.313,472.614,4676.525,8761.849,2056.966,1382.17,567.83,159,0.13,10.5,14,1.84,-15.1,1382.167,567.833,159,-2.944,4.998,NA,NA,NA,NA,NA,-4237.3,6187.3,3.276,4.836,0.156,0,1382.167,567.833,2.348
1842.106,107.894,51,21543.035,520.572,5057.402,8915.469,2020.423,1373.65,576.35,161,0.12,9.8,14,1.68,-15,1373.649,576.351,161,-4.195,2.449,NA,NA,NA,NA,NA,-4360.2,6310.2,3.276,6.708,0.156,0,1373.649,576.351,2.348
1839.977,110.023,51.5,13999.273,274.972,3660.598,5343.659,1155.869,1358.87,591.13,164.5,0.11,9.5,12,1.29,-14.9,1358.872,591.128,164.5,-3.043,2.665,NA,NA,NA,NA,NA,-4483.1,6433.1,3.454,4.239,0,0.157,1358.872,591.128,2.369
1837.848,112.152,52,17390.216,483.566,5399.176,8807.654,2199.321,1342.33,607.67,168.5,0.17,9.4,12,2.06,-15.5,1342.329,607.671,168.5,-3.214,2.092,NA,NA,NA,NA,NA,-4606.1,6556.1,1.28,4.8,0.16,0,1342.329,607.671,2.418
1835.718,114.282,52.5,20114.896,596.078,6470.5,10187.265,2542.883,1340.26,609.74,169,0.14,9.9,14,2.04,-15.6,1340.261,609.739,169,-0.399,4.468,NA,NA,NA,NA,NA,-4729,6679,1.884,5.338,0,0.157,1340.261,609.739,2.418
1833.589,116.411,53,22407.115,608.358,6610.43,11032.594,2645.614,1325.79,624.21,172.5,0.11,9.1,11,1.26,-15.2,1325.785,624.215,172.5,-5.51,2.064,NA,NA,NA,NA,NA,-4851.9,6801.9,2.435,6.169,0,0,1325.785,624.215,2.418
1831.46,118.54,53.5,21315.317,579.649,6872.462,10999.356,2790.611,1309.24,640.76,176.5,0.11,9.3,12,1.28,-15.2,1309.242,640.758,176.5,-3.241,2.6,NA,NA,NA,NA,NA,-4974.8,6924.8,2.288,5.392,0,0,1309.242,640.758,2.418
1829.33,120.67,54,20442.115,524.057,6391.526,10362.383,2620.518,1298.9,651.1,179,0.11,9.7,14,1.5,-15,1298.902,651.098,179,-1.048,5.115,NA,NA,NA,NA,NA,-5097.7,7047.7,2.804,3.738,0.312,0.156,1298.902,651.098,2.418
1827.201,122.799,54.5,19965.055,524.223,5982.663,9741.285,2360.169,1292.7,657.3,180.5,0.13,9.6,11,1.47,-14.5,1292.698,657.302,180.5,-7.238,1.283,NA,NA,NA,NA,NA,-5220.7,7170.7,1.226,10.49,0.409,0.136,1292.698,657.302,2.418
1825.072,124.928,55,20168.278,533.35,6080.422,9905.82,2420.34,1276.15,673.85,184.5,0.1,9.5,12,1.28,-15.6,1276.154,673.846,184.5,-1.587,2.982,NA,NA,NA,NA,NA,-5343.6,7293.6,1.199,5.697,0.15,0,1276.154,673.846,2.418
1822.942,127.058,55.5,21245.042,524.223,6597.778,9840.337,2431.2,1259.61,690.39,188.5,0.13,9.6,12,1.64,-15.3,1259.611,690.389,188.5,-1.418,4.125,NA,NA,NA,NA,NA,-5466.5,7416.5,1.331,9.151,0,0,1259.611,690.389,2.418
1820.813,129.187,56,24626.693,570.19,7390.202,10268.954,2392.309,1257.54,692.46,189,0.16,10.2,14,2.22,-15.4,1257.543,692.457,189,-1.256,4.285,NA,NA,NA,NA,NA,-5589.4,7539.4,1.092,10.764,0,0,1257.543,692.457,2.418
1818.683,131.317,56.5,20779.807,502.318,6314.469,9118.533,2244.083,1245.14,704.86,192,0.11,9.4,13,1.36,-15.2,1245.135,704.865,192,-2.888,3.236,NA,NA,NA,NA,NA,-5712.3,7662.3,2.265,6.958,0.324,0,1245.135,704.865,2.418
1816.554,133.446,57,18906.03,461.33,5668.876,8894.469,2028.348,1226.52,723.48,196.5,0.08,9,13,1.05,-16,1226.524,723.476,196.5,-3.183,3.484,NA,NA,NA,NA,NA,-5835.3,7785.3,1.631,9.462,0.326,0,1226.524,723.476,2.418
1814.425,135.575,57.5,17181.925,448.884,5232.41,8198.627,2088.225,1216.18,733.82,199,0.08,9.9,15,1.14,-15.7,1216.184,733.816,199,-0.021,4.739,NA,NA,NA,NA,NA,-5958.2,7908.2,1.771,11.916,0.161,0,1216.184,733.816,2.418
1812.295,137.705,58,16940.354,401.423,4960.985,7581.167,1874.839,1209.98,740.02,200.5,0.11,10.6,13,1.39,-15,1209.98,740.02,200.5,-2.883,3.391,NA,NA,NA,NA,NA,-6081.1,8031.1,0.843,10.961,0.169,0,1209.98,740.02,2.418
1810.166,139.834,58.5,12485.825,257.382,3663.473,5196.157,1332.713,1193.44,756.56,204.5,0.09,9.9,13,1.2,-15.8,1193.436,756.564,204.5,-0.772,5.454,NA,NA,NA,NA,NA,-6204,8154,1.485,14.356,0.33,0,1193.436,756.564,2.418
1808.037,141.963,59,12219.421,254.229,3595.425,5394.591,1383.932,1176.89,773.11,208.5,NA,NA,NA,1.27,-15.4,1176.893,773.107,208.5,-1.169,4.788,NA,NA,NA,NA,NA,-6308,8258,2.099,15.292,0.3,0.15,1176.893,773.107,2.418
1805.907,144.093,59.5,13262.567,240.29,3638.937,4918.515,1327.43,1160.35,789.65,212.5,0.11,10.3,21,2.35,-14.6,1160.349,789.651,212.5,-4.916,3.612,NA,NA,NA,NA,NA,-6328,8278,1.254,12.069,0.157,0,1160.349,789.651,2.418
1803.778,146.222,60,11768.715,196.48,3388.598,4519.993,1260.214,1158.28,791.72,213,0.12,10.6,13,1.51,-15.2,1158.281,791.719,213,-1.806,3.873,NA,NA,NA,NA,NA,-6413,8363,1.431,12.242,0,0,1158.281,791.719,2.418
1801.649,148.351,60.5,5310.669,123.298,1311.505,2724.167,447.026,1143.81,806.19,216.5,0.1,10.1,14,1.41,-15.1,1143.806,806.194,216.5,-1.797,4.871,NA,NA,NA,NA,NA,-6563,8513,0.466,29.969,0.311,0,1143.806,806.194,2.418
1799.519,150.481,61,22436.171,630.926,5584.918,11680.15,2588.378,1127.26,822.74,220.5,0.09,10.4,14,1.26,-15.4,1127.262,822.738,220.5,-0.825,2.062,NA,NA,NA,NA,NA,-6713,8663,7.681,4.518,0.904,0,1127.262,822.738,2.418
1797.39,152.61,61.5,23255.653,737.795,6113.775,13059.596,2801.031,1116.92,833.08,223,0.11,10.1,14,1.43,-15.5,1116.922,833.078,223,-1.453,3.319,NA,NA,NA,NA,NA,-6863,8813,2.269,2.269,0.303,0,1116.922,833.078,2.418
1795.261,154.739,62,22064.186,710.414,6164.38,13193.87,2879.693,1110.72,839.28,224.5,0.1,9.9,18,1.79,-15.3,1110.718,839.282,224.5,1.711,5.755,NA,NA,NA,NA,NA,-7013,8963,0.16,0.799,1.118,0,1110.718,839.282,2.418
1793.131,156.869,62.5,22570.471,703.279,6063.554,13573.209,2820.256,1094.17,855.83,228.5,0.11,9.9,12,1.28,-14.4,1094.175,855.825,228.5,-1.847,5.372,NA,NA,NA,NA,NA,-7163,9113,0.488,0.976,1.138,0,1094.175,855.825,2.418
1791.002,158.998,63,22602.736,777.457,6250.638,14101.374,2948.67,1077.63,872.37,232.5,0.11,10,10,1.05,-15.7,1077.631,872.369,232.5,-1.535,4.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077.631,872.369,2.418
1788.873,161.127,63.5,21835.454,772.81,6306.035,14080.208,2981.837,1075.56,874.44,233,0.14,8.7,14,1.96,-13.2,1075.563,874.437,233,-0.977,5.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075.563,874.437,2.418
1786.743,163.257,64,23562.431,811.973,6426.796,14117.414,2913.448,1061.09,888.91,236.5,0.1,10.6,11,1.11,-15.5,1061.088,888.912,236.5,0.025,4.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061.088,888.912,2.418
1784.614,165.386,64.5,20610.708,774.138,6376.191,13954.367,3031.735,1044.54,905.46,240.5,0.1,10.1,13,1.35,-14.8,1044.544,905.456,240.5,-0.176,4.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1044.544,905.456,2.418
1782.485,167.516,65,21399.444,765.342,6425.454,13759.241,2997.834,1034.2,915.8,243,0.14,8.6,13,1.85,-13.1,1034.204,915.796,243,-1.831,4.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034.204,915.796,2.418
1780.355,169.645,65.5,20764.603,728.171,6365.265,13685.159,2956.448,1028,922,244.5,0.09,10.5,13,1.11,-15.6,1028,922,244.5,-1.723,4.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028,922,2.418
1778.226,171.774,66,5329.04,146.032,1431.979,2758.645,632.235,1011.46,938.54,248.5,0.11,10,12,1.32,-15.2,1011.457,938.543,248.5,0.309,5.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.457,938.543,2.418
1769.708,180.292,68,23597.399,753.56,6665.06,13525.089,3118.322,994.91,955.09,252.5,0.12,10,13,1.52,-14.9,994.913,955.087,252.5,-0.977,4.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994.913,955.087,2.418
1767.579,182.421,68.5,38496.734,838.856,8830.327,13606.943,2548.46,992.85,957.15,253,0.08,10.3,15,1.21,-14.7,992.845,957.155,253,3.206,7.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992.845,957.155,2.418
1765.45,184.55,69,39903.757,890.632,9069.741,13620.668,2335.953,978.37,971.63,256.5,0.11,10.2,13,1.42,-15.2,978.37,971.63,256.5,-0.111,7.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978.37,971.63,2.418
1763.32,186.68,69.5,27941.279,729.332,6688.254,11996.156,2405.664,961.83,988.17,260.5,0.15,8.6,11,1.63,-13.5,961.826,988.174,260.5,2.625,8.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.826,988.174,2.418
1761.191,188.809,70,24563.344,672.911,6639.566,11438.226,2424.155,951.49,998.51,263,0.14,11.2,14,1.92,-13.6,951.486,998.514,263,1.527,5.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.486,998.514,2.418
1759.062,190.938,70.5,27716.433,685.025,6930.734,12097.522,2483.152,945.28,1004.72,264.5,0.14,8.5,11,1.53,-13.3,945.282,1004.718,264.5,1.872,8.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.282,1004.718,2.418
1756.932,193.068,71,22382.113,643.87,6301.626,11673.039,2442.5,925.49,1024.51,268.5,0.14,8.5,12,1.68,-13.4,925.492,1024.508,268.5,0.645,7.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.492,1024.508,2.021
1754.803,195.197,71.5,22009.114,587.448,6018.316,10927.424,2365.012,899.42,1050.58,272.5,0.14,9,11,1.6,-12.8,899.423,1050.577,272.5,-4.122,3.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.423,1050.577,1.534
1752.674,197.326,72,23568.174,641.049,6242.396,11420.367,2416.377,896.16,1053.84,273,0.12,11.2,14,1.71,-14.4,896.164,1053.836,273,-0.781,4.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,896.164,1053.836,1.534
1750.544,199.456,72.5,16975.66,548.451,5175.097,10566.936,2489.903,873.4,1076.6,276.5,0.12,9.1,13,1.59,-13.7,873.354,1076.646,276.5,-0.04,6.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873.354,1076.646,1.534
1748.415,201.585,73,15015.221,529.201,4648.348,9940.215,2431.493,847.29,1102.71,280.5,0.08,10.3,12,0.97,-16.9,847.285,1102.715,280.5,0.912,7.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847.285,1102.715,1.534
1746.286,203.714,73.5,14522.958,471.452,4613.078,9344.252,2280.332,830.99,1119.01,283,0.08,11.8,15,1.24,-15.5,830.992,1119.008,283,1.762,6.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830.992,1119.008,1.534
1744.156,205.844,74,16119.183,482.073,4822.781,9583.53,2398.913,817.96,1132.04,285,0.07,10.8,16,1.18,-16.6,817.958,1132.042,285,0.933,7.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.958,1132.042,1.534
1742.027,207.973,74.5,12892.947,496.344,4532.379,9881.677,2479.923,801.66,1148.34,287.5,0.02,9.1,NA,1.69,-14.6,801.665,1148.335,287.5,-0.694,2.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801.665,1148.335,1.534
1739.898,210.102,75,14592.05,551.438,5083.663,10813.986,2763.607,775.6,1174.4,291.5,0.11,9.4,13,1.48,-14.1,775.596,1174.404,291.5,-1.626,2.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775.596,1174.404,1.534
1737.768,212.232,75.5,17535.158,589.108,5426.587,10901.297,2636.661,765.82,1184.18,293,0.1,11.4,13,1.38,-14.6,765.82,1184.18,293,1.521,8.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765.82,1184.18,1.534
1735.639,214.361,76,19418.734,574.339,5554.823,10696.579,2590.579,749.53,1200.47,295.5,0.09,8.9,13,1.2,-15.1,749.527,1200.473,295.5,-2.575,4.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749.527,1200.473,1.534
1733.509,216.491,76.5,16125.095,535.839,5178.93,10375.116,2593.514,723.46,1226.54,299.5,0.07,9.2,14,0.91,-15.7,723.459,1226.541,299.5,2.589,7.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.459,1226.541,1.534
1731.38,218.62,77,15402.579,483.4,4845.783,9793.043,2387.172,700.65,1249.35,303,0.12,11.1,14,1.6,-14.6,700.648,1249.352,303,-1.013,7.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.648,1249.352,1.534
1729.251,220.749,77.5,17228.718,479.252,5177.397,9564.348,2172.758,694.13,1255.87,304,0.09,8.6,11,0.99,-14.8,694.131,1255.869,304,0.562,6.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.131,1255.869,1.534
1727.121,222.879,78,16926.839,461.661,4758.758,8868.011,1991.511,671.32,1278.68,307.5,0.17,13.1,6,1.06,-16.4,671.321,1278.679,307.5,0.954,5.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671.321,1278.679,1.534
1724.992,225.008,78.5,17460.491,471.618,4784.827,8913.32,1921.067,645.25,1304.75,311.5,0.06,10.5,15,0.9,-17.4,645.252,1304.748,311.5,-2.819,3.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.252,1304.748,1.534
1722.863,227.137,79,3598.643,102.928,1116.274,2187.527,495.273,635.48,1314.52,313,0.03,10.5,20,0.61,-17.6,635.476,1314.524,313,8.113,11.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.476,1314.524,1.534
1714.345,235.655,81,14024.275,385.658,4150.927,7788.696,1695.06,619.18,1330.82,315.5,0.08,10.5,16,1.34,-17.2,619.183,1330.817,315.5,-6.64,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.183,1330.817,1.534
1712.216,237.784,81.5,13675.264,396.777,4189.647,8022.352,1818.337,593.11,1356.89,319.5,0.11,9.4,16,1.65,-18.9,593.115,1356.885,319.5,0.38,5.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.115,1356.885,1.534
1710.087,239.913,82,14421.6,407.065,4293.923,8368.619,1777.244,570.3,1379.7,323,0.06,10.2,24,1.37,-19.5,570.304,1379.696,323,5.57,9.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.304,1379.696,1.534
1707.957,242.043,82.5,18369.337,454.692,4409.317,8962.432,1861.777,567.05,1382.95,323.5,0.11,9.5,18,1.89,-17.3,567.046,1382.954,323.5,-2.154,2.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.046,1382.954,1.534
1705.828,244.172,83,19319.234,552.6,5108.965,10673.263,2140.178,540.98,1409.02,327.5,0.09,9.3,13,1.2,-18.4,540.977,1409.023,327.5,-0.177,3.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.977,1409.023,1.534
1703.699,246.301,83.5,19803.557,570.522,5374.065,11430.784,2285.028,514.91,1435.09,331.5,0.07,10.3,17,1.12,-17.9,514.908,1435.092,331.5,-7.737,-5.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.908,1435.092,1.534
1701.569,248.431,84,17299.5,613.668,5539.489,11558.444,2316.288,505.13,1444.87,333,0.05,11.6,20,0.94,-18.2,505.132,1444.868,333,-6.457,2.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.132,1444.868,1.534
1699.44,250.56,84.5,17966.945,588.776,5470.866,11374.561,2330.377,488.84,1461.16,335.5,0.06,10.5,16,0.94,-18.1,488.839,1461.161,335.5,-4.467,-0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.839,1461.161,1.534
1697.311,252.69,85,18142.97,573.675,5382.691,11096.754,2287.376,462.77,1487.23,339.5,0.06,9.9,18,1.02,-17.7,462.771,1487.229,339.5,-6.751,-1.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.771,1487.229,1.534
1695.181,254.819,85.5,15901.431,515.428,5115.099,9993.131,2231.315,439.96,1510.04,343,0.06,10.4,16,1.02,-18.4,439.96,1510.04,343,-0.99,2.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.96,1510.04,1.534
1693.052,256.948,86,17837.037,577.99,5284.74,10690.791,2377.633,436.7,1513.3,343.5,0.07,9.9,18,1.15,-17.7,436.702,1513.298,343.5,-3.825,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.702,1513.298,1.534
1690.922,259.078,86.5,17870.147,567.867,5538.339,11439.383,2780.485,413.89,1536.11,347,0.06,10.5,13,0.79,-17.5,413.892,1536.108,347,2.083,5.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.892,1536.108,1.534
1688.793,261.207,87,16313.115,597.737,5493.676,11672.708,2861.055,410.63,1539.37,347.5,0.05,10.2,17,0.89,-17.7,410.633,1539.367,347.5,-4.284,-2.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.633,1539.367,1.534
1686.664,263.336,87.5,20024.519,610.847,5574.759,11923.727,2614.354,387.82,1562.18,351,0.07,10.8,14,1,-17.6,387.823,1562.177,351,-4.51,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.823,1562.177,1.534
1684.534,265.466,88,4285.768,123.09,1134.436,2370.169,511.343,381.31,1568.69,352,0.06,10.5,21,1.17,-18.1,381.306,1568.694,352,-4.425,-1.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.306,1568.694,1.534
1676.017,273.983,90,15212.87,540.652,5002.772,10324.681,2364.425,378.05,1571.95,352.5,0.05,10.3,23,1.19,-18.5,378.047,1571.953,352.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.047,1571.953,1.534
1673.888,276.112,90.5,17738.044,618.646,5725.231,11817.565,2697.713,358.5,1591.5,355.5,0.05,8.5,20,1.1,-17.6,358.495,1591.505,355.5,-4.218,-2.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.495,1591.505,1.534
1671.758,278.242,91,18155.809,579.151,5470.674,11023.334,2473.613,335.69,1614.31,359,0.05,10.4,16,0.88,-17.9,335.685,1614.315,359,-3.7,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.685,1614.315,1.534
1669.629,280.371,91.5,20319.471,555.753,5352.021,10923.786,2389.08,332.43,1617.57,359.5,0.05,9.5,19,0.96,-17.4,332.427,1617.573,359.5,-4.913,-0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.427,1617.573,1.534
1667.5,282.5,92,22061.821,533.848,5308.126,10775.291,2131.666,312.87,1637.13,362.5,0.05,11.4,21,1.03,-17.7,312.875,1637.125,362.5,-6.848,2.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.875,1637.125,1.534
1665.37,284.63,92.5,18631.011,564.714,5594.31,11300.48,2346.08,247.7,1702.3,372.5,0.05,11,23,1.2,-17.7,247.703,1702.297,372.5,-5.215,3.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.703,1702.297,1.534
1663.241,286.759,93,17330.077,599.231,5661.592,11484.362,2775.642,182.53,1767.47,382.5,0.09,7.5,22,1.9,-14.4,182.531,1767.469,382.5,-5.312,4.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.531,1767.469,1.534
1661.112,288.888,93.5,15127.898,622.795,5809.955,12020.464,2927.977,114.79,1835.21,392.5,0.08,9.5,22,1.66,-16.1,114.795,1835.205,392.5,-6.336,3.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.795,1835.205,1.476
1658.982,291.018,94,15638.068,655.652,5979.98,12185.329,2930.912,90.99,1859.01,396,0.08,7.2,18,1.37,-15.6,90.988,1859.012,396,-6.104,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.988,1859.012,1.47
1656.853,293.147,94.5,16610.703,508.136,4826.355,10703.736,2075.281,46.77,1903.23,402.5,0.08,8.7,21,1.69,-16.1,46.775,1903.225,402.5,-5.515,2.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.775,1903.225,1.47
1654.724,295.276,95,16799.962,590.321,4858.76,11422.735,2146.195,2.56,1947.44,409,0.06,8.4,19,1.08,-16.7,2.562,1947.438,409,0.334,4.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.562,1947.438,1.47
1652.594,297.406,95.5,16770.846,561.204,4985.089,10844.624,2105.337,-17.84,1967.84,412,0.07,9,17,1.16,-16.3,-17.844,1967.844,412,-5.07,2.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.844,1967.844,1.47
1650.465,299.535,96,17265.363,630.709,5268.744,11480.968,2353.3,-21.25,1971.25,412.5,0.06,12.1,18,1.15,-16.9,-21.245,1971.245,412.5,-6.28,4.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.245,1971.245,1.47
1648.335,301.665,96.5,15379.341,505.319,5147.58,10333.67,2208.655,-41.65,1991.65,415.5,0.1,7,20,1.9,-15.6,-41.651,1991.651,415.5,-5.669,2.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.651,1991.651,1.47
1646.206,303.794,97,17560.758,499.683,5311.95,10842.745,2301.172,-65.46,2015.46,419,0.07,6.9,22,1.6,-16.7,-65.458,2015.458,419,-6.225,1.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.458,2015.458,1.47
1644.077,305.923,97.5,17876.817,686.595,5510.132,12192.923,2292.249,-89.27,2039.27,422.5,0.08,6.5,24,1.78,-17.9,-89.265,2039.265,422.5,-4.437,3.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.265,2039.265,1.47
1641.947,308.053,98,18038.838,540.541,5394.134,10605.584,2277.69,-157.29,2107.29,432.5,0.07,9.6,25,1.76,-19,-157.285,2107.285,432.5,-6.122,3.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.285,2107.285,1.47
1639.818,310.182,98.5,15832.531,432.526,4993.543,9503.37,2173.903,-225.31,2175.31,442.5,0.1,8.5,23,2.4,-17,-225.305,2175.305,442.5,-6.059,4.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-225.305,2175.305,1.47
1637.689,312.311,99,16294.174,437.223,5216.146,10382.981,2136.802,-289.92,2239.92,452,0.08,11.1,23,1.75,-18.1,-289.924,2239.924,452,-8.498,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-289.924,2239.924,1.47
1635.559,314.441,99.5,16703.689,501.092,5173.41,10301.266,2136.802,-357.94,2307.94,462,0.1,9,25,2.48,-15.1,-357.944,2307.944,462,-6.096,5.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-357.944,2307.944,1.47
1633.43,316.57,100,17854.744,471.036,5078.075,10247.728,2238.242,-425.96,2375.96,472,0.12,9.9,24,2.78,-15.9,-425.964,2375.964,472,-5.498,6.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-425.964,2375.964,1.47
1631.301,318.699,100.5,17165.332,434.874,5113.297,9647.545,2166.858,-493.98,2443.98,482,0.08,10.5,22,1.85,-17.3,-493.984,2443.984,482,-7.453,4.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-493.984,2443.984,1.47
1629.171,320.829,101,16879.799,461.643,5077.606,9686.524,2174.372,-601.96,2551.96,492,0.1,10.5,23,2.28,-17,-601.96,2551.96,492,-6.685,5.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-601.96,2551.96,0.926
1627.042,322.958,101.5,15982.812,462.582,4975.697,10035.457,2209.125,-709.76,2659.76,502,0.12,8.8,23,2.72,-13.9,-709.76,2659.76,502,-6.555,5.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-709.76,2659.76,0.928
1624.913,325.087,102,16799.023,470.566,4890.225,9870.148,1969.615,-816.68,2766.68,512,0.09,10.6,26,2.21,-16.4,-816.681,2766.681,512,-5.692,4.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-816.681,2766.681,0.935
1622.783,327.217,102.5,17768.803,520.347,5171.062,11096.814,2247.165,-909.91,2859.91,522,0.08,10.5,24,1.93,-16.9,-909.915,2859.915,522,-5.972,6.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-909.915,2859.915,1.073
