depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0.5,-18,15.429,-7.843,3.896,644
5,67,14.6,-8.4,3.22,686.571
10,193,13.757,-8.7,2.5,785
15,321,15.014,-7.857,3.601,691.286
20,414,14.7,-8.857,3.1,663.857
25,492,13.957,-10.014,2.352,716.857
30,557,14.843,-8.814,3.2,681.714
35,619,13.257,-10.157,1.783,794.286
40,681,13.957,-10.014,2.352,716.857
45,752,14.157,-9.8,2.533,710.857
50,837,13.843,-9.514,2.46,731.143
55,932,13.871,-9.743,2.232,733.143
60,1030,15.014,-7.857,3.601,691.286
65,1138,16.043,-6.529,4.749,678.571
70,1288,12.114,-11.157,0.726,852.714
75,1417,14.557,-8.457,3.152,730.857
80,1588,14.271,-9.014,2.854,744.286
85,1781,14.014,-8.843,2.732,943.429
90,1955,13.629,-9.143,2.35,808.143
95,2155,14.357,-8.3,3.1,915.286
100,2338,15.514,-7.286,4.179,697
105,2562,14.929,-6.671,3.94,714.714
110,2767,11.771,-10.457,0.401,578.571
115,2895,13.6,-8.9,2.342,626.143
120,3127,13.386,-8.9,2.227,891
125,3336,12.814,-9.786,1.355,559.143
130,3494,14.043,-9.171,2.576,749.571
135,3683,14.286,-8.386,3.069,927.143
140,3888,12,-9.814,0.886,948.143
145,4100,14,-10.243,2.112,657.143
150,4348,12.029,-10.2,0.64,579.286
155,4541,12.743,-9.714,1.411,650.429
160,4799,12.043,-10.343,0.518,694.857
165,4945,13.029,-9.529,1.515,605.429
170,5238,12.086,-8.214,1.558,961.571
175,5436,11.829,-10.271,0.443,580.143
180,5595,13.229,-9.714,1.382,605.286
185,5749,13.114,-8.529,2.067,869
190,5925,14.214,-8.986,2.824,850.286
195,6299,13.771,-10,2.004,628
200,6631,12.771,-10.271,0.856,653.571
205,7035,14.057,-9.114,2.132,564.571
210,7391,13.671,-9.329,1.958,589
215,7640,13.786,-9.186,1.904,596.143
220,7945,13.771,-8.9,2.292,630.714
