depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,13.657,-9.757,1.185,451.286
1,90,13.314,-10.243,0.781,460.143
3,334,13.271,-10.271,0.745,461.714
5,493,13.657,-9.757,1.185,451.286
7,613,13.843,-10.171,1.198,463.429
9,737,13.586,-10.3,0.933,474.286
11,902,13.586,-10.3,0.933,474.286
13,1092,13.657,-9.757,1.185,451.286
15,1273,14.057,-9.943,1.398,471.857
17,1420,13.7,-9.971,1.176,470.286
19,1619,13.986,-10.014,1.343,483
21,1834,13.729,-9.9,1.199,460.571
23,2031,13.586,-10.3,0.933,474.286
25,2270,13.586,-10.3,0.933,474.286
27,2459,13.386,-10.386,0.795,469.429
28,2653,13.714,-10.429,0.994,480.714
29,2746,13.271,-10.271,0.745,461.714
31,2891,13.829,-9.457,1.412,435
33,3157,14,-9.686,1.442,436.857
35,4747,13.729,-9.9,1.199,460.571
37,6195,13.486,-10.457,0.895,511.714
38,6826,14.5,-9.686,1.868,450.857
39,7492,14.343,-9.457,1.783,427.571
41,8234,13.1,-10.043,0.715,459.857
43,8599,13.1,-10.043,0.715,459.857
45,9218,13.471,-9.957,0.99,444.714
47,9613,13.657,-9.757,1.185,451.286
49,10245,13.657,-9.757,1.185,451.286
53,11304,NA,NA,NA,NA
55,12131,NA,NA,NA,NA
