depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
17.5,Carbon-14,110220,200,2560,bulk sediment,NA
27.5,Carbon-14,110221,110,2760,bulk sediment,NA
52.5,Carbon-14,110222,220,3780,bulk sediment,NA
100,Carbon-14,110223,130,5790,bulk sediment,NA
