year (AD),age (BP),MTWM (degC)
1950,0,18.91
1900,50,18.682
1850,100,18.557
1800,150,18.727
1750,200,18.546
1700,250,18.377
1650,300,18.516
1600,350,18.655
1550,400,18.602
1500,450,18.514
1450,500,18.483
1400,550,18.463
1350,600,18.505
1300,650,18.547
1250,700,18.477
1200,750,18.372
1150,800,18.273
1100,850,18.315
1050,900,18.357
1000,950,18.406
950,1000,18.469
900,1050,18.532
850,1100,18.557
800,1150,18.557
750,1200,18.557
700,1250,18.525
650,1300,18.488
600,1350,18.457
550,1400,18.457
500,1450,18.457
450,1500,18.422
400,1550,18.344
350,1600,18.265
300,1650,18.263
250,1700,18.29
200,1750,18.318
150,1800,18.345
100,1850,18.373
50,1900,18.4
0,1950,18.428
-50,2000,18.443
-100,2050,18.458
-150,2100,18.473
-200,2150,18.487
-250,2200,18.502
-300,2250,18.517
-350,2300,18.529
-400,2350,18.529
-450,2400,18.529
-500,2450,18.529
-550,2500,18.529
-600,2550,18.529
-650,2600,18.529
-700,2650,18.528
-750,2700,18.525
-800,2750,18.523
-850,2800,18.521
-900,2850,18.519
-950,2900,18.517
-1000,2950,18.515
-1050,3000,18.516
-1100,3050,18.518
-1150,3100,18.52
-1200,3150,18.522
-1250,3200,18.524
-1300,3250,18.526
-1350,3300,18.529
-1400,3350,18.567
-1450,3400,18.606
-1500,3450,18.646
-1550,3500,18.766
-1600,3550,18.688
-1650,3600,18.54
-1700,3650,18.521
-1750,3700,18.847
-1800,3750,18.683
-1850,3800,18.684
-1900,3850,18.674
-1950,3900,18.602
-2000,3950,18.575
-2050,4000,18.666
-2100,4050,18.719
-2150,4100,18.602
-2200,4150,18.374
-2250,4200,18.394
-2300,4250,18.393
-2350,4300,18.454
-2400,4350,18.677
-2450,4400,18.609
-2500,4450,18.503
-2550,4500,18.415
-2600,4550,18.597
-2650,4600,18.63
-2700,4650,18.669
-2750,4700,18.933
-2800,4750,18.816
-2850,4800,18.805
-2900,4850,18.995
-2950,4900,18.872
-3000,4950,18.749
-3050,5000,18.701
-3100,5050,18.669
-3150,5100,18.583
-3200,5150,18.466
-3250,5200,18.513
-3300,5250,18.773
-3350,5300,18.968
-3400,5350,18.955
-3450,5400,18.942
-3500,5450,18.929
-3550,5500,18.916
-3600,5550,19.066
-3650,5600,19.248
-3700,5650,19.248
-3750,5700,19.145
-3800,5750,19.094
-3850,5800,19.114
-3900,5850,19.095
-3950,5900,18.952
-4000,5950,18.81
-4050,6000,18.68
-4100,6050,18.55
-4150,6100,18.685
-4200,6150,18.873
-4250,6200,19.111
-4300,6250,19.377
-4350,6300,19.548
-4400,6350,19.594
-4450,6400,19.639
-4500,6450,19.684
-4550,6500,19.722
-4600,6550,19.508
-4650,6600,19.345
-4700,6650,19.234
-4750,6700,18.998
-4800,6750,19.125
-4850,6800,19.767
-4900,6850,19.712
-4950,6900,19.48
-5000,6950,19.09
-5050,7000,19.352
-5100,7050,19.627
-5150,7100,19.516
-5200,7150,19.493
-5250,7200,19.536
-5300,7250,19.722
-5350,7300,19.718
-5400,7350,19.641
-5450,7400,19.743
-5500,7450,19.737
-5550,7500,19.653
-5600,7550,19.618
-5650,7600,19.667
-5700,7650,19.716
-5750,7700,19.75
-5800,7750,19.764
-5850,7800,19.779
-5900,7850,19.772
-5950,7900,19.747
-6000,7950,19.723
-6050,8000,19.746
-6100,8050,19.796
-6150,8100,19.845
-6200,8150,19.813
-6250,8200,19.754
-6300,8250,19.695
-6350,8300,19.516
-6400,8350,19.314
-6450,8400,19.112
-6500,8450,19.229
-6550,8500,19.367
-6600,8550,19.504
-6650,8600,19.627
-6700,8650,19.75
-6750,8700,19.847
-6800,8750,19.774
-6850,8800,19.7
-6900,8850,19.624
-6950,8900,19.54
-7000,8950,19.456
-7050,9000,19.513
-7100,9050,19.863
-7150,9100,20.212
-7200,9150,20.262
-7250,9200,19.899
-7300,9250,19.537
-7350,9300,19.195
-7400,9350,18.877
-7450,9400,18.559
-7500,9450,18.509
-7550,9500,18.779
-7600,9550,19.05
-7650,9600,19.225
-7700,9650,19.282
-7750,9700,19.339
-7800,9750,19.301
-7850,9800,19.14
-7900,9850,18.978
-7950,9900,18.589
-8000,9950,17.891
-8050,10000,17.194
-8100,10050,16.973
-8150,10100,17.424
-8200,10150,17.875
-8250,10200,18.099
-8300,10250,17.989
-8350,10300,17.88
