depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
2,146,7.329,-10.071,-2.092,846
6,417,10.229,-14.857,-2.993,833.571
10,687,7.686,-6.9,-0.164,1284.571
14,958,7.771,-7.357,-0.355,1141.714
18,1228,8.986,-12.671,-2.68,887.714
22,1499,9.729,-19.186,-5.977,676.857
26,1686,9.7,-15.086,-3.276,830.714
30,1862,7.357,-9.2,-1.593,992.429
34,2037,7.771,-7.357,-0.355,1141.714
38,2213,7.971,-10.543,-1.957,943.857
42,2388,7.757,-11.429,-2.577,921.143
46,2563,11.957,-14.871,-1.858,864
50,2779,11.4,-14.614,-1.901,852.571
54,3018,7.757,-11.429,-2.577,921.143
58,3257,7.957,-10.243,-1.807,1021.429
62,3497,10.686,-16.729,-3.758,766
66,3736,10.686,-16.729,-3.758,766
70,3975,7.957,-10.243,-1.807,1021.429
74,4214,7.957,-10.243,-1.807,1021.429
78,4416,8.414,-12.114,-2.573,953.857
82,4613,8.2,-9.271,-1.16,1076.857
86,4809,8.414,-12.114,-2.573,953.857
90,5006,9.2,-15.514,-4.093,764.714
94,5203,10.714,-17.214,-3.999,774.571
98,5399,10.714,-17.214,-3.999,774.571
102,5596,10.686,-16.729,-3.758,766
106,5792,11.957,-14.871,-1.858,864
110,6009,10.714,-17.214,-3.999,774.571
114,6237,11.957,-14.871,-1.858,864
118,6465,10.686,-16.729,-3.758,766
122,6694,10.714,-17.214,-3.999,774.571
126,6922,8.743,-13.643,-3.327,832.286
130,7151,8.743,-13.643,-3.327,832.286
134,7379,7.757,-11.2,-2.425,894.857
138,7607,7.486,-11.714,-2.683,786.429
142,7922,7.686,-6.9,-0.164,1284.571
146,8323,7.757,-7.057,-0.205,1219.286
150,8724,7.443,-8.329,-1.058,1060.143
154,9124,7.786,-4.829,0.971,1622.857
158,9525,7.757,-6.871,-0.133,1277.143
162,9926,7.943,-5.814,0.598,1206.286
166,10327,7.457,-8.729,-1.281,1011.571
170,10728,7.757,-7.629,-0.549,1197.143
