depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
105,Carbon-14,112858,70,1770,NA,NA
300,Carbon-14,112859,70,4185,NA,NA
465,Carbon-14,112860,70,6350,NA,NA
622,Carbon-14,112861,90,8640,NA,NA
803,Carbon-14,112862,105,10140,NA,NA
1020,Carbon-14,112863,110,10570,NA,NA
