depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
240,-24,22.7,-11,7.17,745.571
250,-3,22.8,-11.543,7.03,739.571
260,17,22.6,-10.786,7.171,742.429
270,38,22.771,-11.457,7.033,747.857
290,80,22.686,-11.614,6.936,741.857
300,101,22.8,-11.457,7.05,742.714
310,121,22.7,-11,7.17,745.571
320,142,22.4,-10.786,7.083,755.429
330,163,22.471,-10.657,7.175,761.286
336,176,22.557,-11.114,7.052,745.857
345,196,22.686,-10.957,7.174,748.714
355,218,22.514,-11.129,7.015,750
375,265,22.171,-10.357,7.079,776.286
395,316,22.243,-10.914,6.932,768.429
405,344,22.314,-10.643,7.087,767.286
425,404,21.886,-10.329,6.946,794.143
445,470,22,-10.543,6.977,778.429
485,618,22.371,-9.443,7.599,811.429
545,872,22.186,-11.686,6.596,756.286
605,1151,22.3,-10.371,7.175,785.286
665,1445,22.386,-10.757,7.105,784.143
725,1740,22.429,-9.514,7.65,818.143
785,2023,22.4,-9.343,7.689,823.286
845,2283,22.343,-9.171,7.732,829
905,2505,22.3,-10.371,7.175,785.286
965,2678,22.014,-9.671,7.323,805.571
1005,2770,22.057,-10.557,6.954,780
1025,2813,22.186,-10.329,7.095,775
1045,2856,22.186,-10.329,7.095,775
1065,2899,22.614,-10.814,7.179,754
1085,2944,22.671,-10.829,7.188,754
1105,2993,22.714,-10.671,7.269,755.286
1125,3046,22.429,-10.5,7.173,766.286
1145,3106,22.229,-10.5,7.086,780.286
1165,3172,22.6,-11,7.107,759.143
1185,3247,22.529,-10.829,7.148,777
1205,3332,22.743,-10.871,7.274,771.571
1225,3428,22.343,-11.714,6.717,747
1245,3536,22.629,-11.457,6.905,747.571
1265,3657,22.529,-10.957,7.052,762
1285,3794,22.171,-10.9,6.906,769.143
1305,3946,22.514,-11.543,6.811,751
1325,4116,22.771,-11.3,7.068,753.429
1345,4302,22.6,-11.457,6.904,745.714
1365,4503,22.471,-10.843,7.089,764.714
1385,4718,22.729,-10.571,7.315,763.857
1405,4945,22.314,-10.243,7.215,774
1445,5434,22.657,-10.786,7.205,763.857
1465,5692,22.614,-10.9,7.154,751.714
1485,5958,22.843,-11.071,7.185,754.143
1505,6231,22.629,-10.843,7.169,761.143
1525,6510,22.343,-10.7,7.055,762.857
1545,6792,22.529,-10.729,7.233,756.714
1565,7078,22.486,-11.586,6.857,744.571
1585,7366,22.329,-11.943,6.573,730.429
1605,7657,22.743,-11.229,7.095,756.143
1625,7950,22.657,-11.429,6.918,749.714
1645,8248,22.814,-11.157,7.14,753.571
1670,8628,22.757,-11.3,7.065,749.286
1690,8938,22.657,-10.657,7.274,761.571
1710,9245,22.529,-10.3,7.327,771.429
1730,9542,22.843,-11.171,7.152,751.571
1770,10070,20.986,-13.143,5.387,705
1790,10291,20.029,-12.171,5.049,778.571
1810,10501,18.343,-17.357,1.81,543
1830,10708,12.129,-22.443,-4.752,765.571
1850,10912,12.8,-22.729,-3.652,578.429
1870,11114,NA,NA,NA,NA
