depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,25,17.986,-16.186,2.175,788.429
10,246,18.243,-16.157,2.321,763.286
20,492,17.986,-16.186,2.175,788.429
30,738,17.986,-16.186,2.175,788.429
40,984,17.986,-16.186,2.175,788.429
50,1230,17.986,-16.186,2.175,788.429
60,1476,17.986,-16.186,2.175,788.429
70,1722,18.071,-15.871,2.288,803.286
80,1968,18.229,-15.457,2.58,787
90,2214,18.229,-15.457,2.58,787
100,2460,18.229,-15.457,2.58,787
110,2706,18.229,-15.457,2.58,787
120,2952,18.229,-15.457,2.58,787
130,3198,17.629,-15.514,2.117,898.143
140,3448,17.971,-15.114,2.563,853.571
150,3739,18.229,-15.457,2.58,787
160,4029,18.229,-15.457,2.58,787
170,4319,18.229,-15.457,2.58,787
180,4610,17.943,-15.186,2.52,853.857
190,4900,18.229,-15.457,2.58,787
200,5191,18.2,-15.629,2.47,806.714
210,5481,18.257,-14.643,2.911,784.857
220,5772,18.229,-14.914,2.726,800
230,6047,18.229,-15.457,2.58,787
240,6322,18.229,-15.457,2.58,787
250,6596,18.229,-15.457,2.58,787
260,6870,18.614,-14.986,3.061,768.571
270,7145,18.286,-14.029,3.1,797.571
280,7419,18.2,-14.829,2.742,801.286
290,7694,18.271,-15.6,2.551,765.571
