depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,8.029,-8.886,-1.017,1218.714
10,349,8.271,-12.014,-2.564,1010.857
15,476,8.357,-15.5,-4.392,750.143
20,574,8.271,-12.014,-2.564,1010.857
25,665,8.357,-15.5,-4.392,750.143
30,773,7.843,-9.829,-1.619,1084.857
35,908,10.686,-16.729,-3.758,766
37,965,10.686,-16.729,-3.758,766
40,1056,8.357,-15.5,-4.392,750.143
42,1121,8.271,-12.014,-2.564,1010.857
45,1212,8.671,-19,-6.165,670.286
47,1263,8.786,-18.914,-6.013,659.571
50,1332,8.043,-8.871,-1.001,1211.429
52,1378,8.357,-15.5,-4.392,750.143
55,1452,8.043,-8.871,-1.001,1211.429
57,1512,8.357,-15.5,-4.392,750.143
60,1615,8.271,-12.014,-2.564,1010.857
62,1686,8.429,-15.443,-4.36,758.429
65,1788,8.357,-15.5,-4.392,750.143
67,1853,8.357,-15.5,-4.392,750.143
70,1944,8.357,-15.5,-4.392,750.143
72,2006,8.429,-15.443,-4.36,758.429
75,2116,8.357,-15.5,-4.392,750.143
77,2200,8.057,-12.2,-2.788,1016
80,2298,7.843,-9.829,-1.619,1084.857
82,2352,8.357,-15.5,-4.392,750.143
85,2443,8.357,-15.5,-4.392,750.143
87,2559,8.429,-15.443,-4.36,758.429
90,2701,8.343,-12.171,-2.605,945.571
92,2752,8.086,-15.657,-4.519,741.857
95,2818,8.357,-15.5,-4.392,750.143
97,2864,8.429,-15.443,-4.36,758.429
100,2952,8.429,-15.443,-4.36,758.429
105,3793,8.429,-15.443,-4.36,758.429
110,4817,8.357,-15.5,-4.392,750.143
115,5696,10.686,-16.729,-3.758,766
120,6468,8.271,-12.014,-2.564,1010.857
125,7340,8.429,-15.443,-4.36,758.429
130,7549,8.429,-15.443,-4.36,758.429
140,8012,9.2,-15.514,-4.093,764.714
150,8506,9.2,-15.514,-4.093,764.714
155,8887,8.543,-15.357,-4.207,747.714
160,9230,8.543,-15.357,-4.207,747.714
165,9504,8.357,-15.5,-4.392,750.143
170,9650,8.429,-15.443,-4.36,758.429
173,9785,8.357,-15.5,-4.392,750.143
177,10092,10.686,-16.729,-3.758,766
180,10188,9.443,-19.071,-5.899,676.571
185,10314,8.429,-15.443,-4.36,758.429
190,10526,8.429,-15.443,-4.36,758.429
195,10699,8.143,-13.129,-3.223,819
200,11074,NA,NA,NA,NA
205,11206,NA,NA,NA,NA
209,11295,NA,NA,NA,NA
215,11680,NA,NA,NA,NA
216,11779,NA,NA,NA,NA
218,12017,NA,NA,NA,NA
220,12207,NA,NA,NA,NA
224,12651,NA,NA,NA,NA
226,12763,NA,NA,NA,NA
228,12854,NA,NA,NA,NA
230,12925,NA,NA,NA,NA
232,13011,NA,NA,NA,NA
234,13119,NA,NA,NA,NA
235,13172,NA,NA,NA,NA
237,13265,NA,NA,NA,NA
239,13358,NA,NA,NA,NA
240,13413,NA,NA,NA,NA
242,13563,NA,NA,NA,NA
244,13699,NA,NA,NA,NA
246,13807,NA,NA,NA,NA
