depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
25,42.9,22.257,-5.486,9.124,888.714
46,78.9,22.257,-5.486,9.124,888.714
64,109.7,22.314,-5.429,9.173,886
74,153.9,22.314,-5.429,9.173,886
85,247,22.514,-4.843,9.586,928.143
95,331.7,22.314,-5.429,9.173,886
110,458.8,22.314,-5.429,9.173,886
120,543.5,22.314,-5.429,9.173,886
130,628.2,22,-5.671,8.867,903.143
140,712.9,22.314,-5.429,9.173,886
150,797.6,21.986,-5.657,8.832,873.714
160,882.3,21.986,-5.657,8.832,873.714
170,967,22.314,-5.429,9.173,886
180,1051.7,22.314,-5.429,9.173,886
190,1136.4,22.314,-5.429,9.173,886
210,1305.8,22.314,-5.429,9.173,886
220,1390.5,22.314,-5.429,9.173,886
225,1432.8,22.314,-5.429,9.173,886
230,1475.2,22.314,-5.429,9.173,886
240,1559.9,22.314,-5.429,9.173,886
250,1644.6,22.314,-5.429,9.173,886
260,1729.3,21.929,-5.714,8.789,876.429
270,1814,22.314,-5.429,9.173,886
280,1898.7,22.314,-5.429,9.173,886
285,1941,22.314,-5.429,9.173,886
295,2316,22.314,-5.429,9.173,886
310,2878.5,22.343,-5.486,9.206,908.714
320,3253.4,22.929,-4.286,10.087,927.857
330,3628.4,22.071,-6.014,8.763,823.286
335,3815.9,22.2,-5.543,9.081,858.857
340,4003.4,22.286,-5.529,9.125,881.286
350,4378.3,22.171,-5.514,9.011,831.857
360,4753.3,22.171,-5.514,9.011,831.857
370,5128.3,22.114,-5.514,8.996,844.714
380,5503.3,22.243,-5.471,9.095,859.286
385,5687.7,22.314,-5.429,9.173,886
390,5872.2,22.314,-5.429,9.173,886
395,6056.7,22.314,-5.429,9.173,886
410,6610,22.343,-5.486,9.206,908.714
420,6979,22.243,-5.471,9.095,859.286
430,7347.9,22.257,-5.471,9.092,858.571
440,7716.8,22.114,-5.514,8.996,844.714
445,7901.3,22.257,-5.471,9.092,858.571
450,8085.8,22.343,-5.486,9.206,908.714
455,8270.2,22.257,-5.471,9.092,858.571
465,8639.2,22.257,-5.471,9.092,858.571
475,9008.1,22.314,-5.429,9.173,886
485,9377,22.257,-5.471,9.092,858.571
495,9745.9,22.257,-5.471,9.092,858.571
505,10114.9,22.286,-5.457,9.096,858.429
515,10483.8,22.1,-6.1,8.76,841.714
525,10852.7,22.2,-6.257,8.706,814.143
540,11406.1,NA,NA,NA,NA
545,11468.6,NA,NA,NA,NA
555,11593.4,NA,NA,NA,NA
560,11655.9,NA,NA,NA,NA
570,11780.7,NA,NA,NA,NA
580,11905.6,NA,NA,NA,NA
590,12030.4,NA,NA,NA,NA
605,12217.7,NA,NA,NA,NA
615,12342.6,NA,NA,NA,NA
625,12663.1,NA,NA,NA,NA
635,12983.5,NA,NA,NA,NA
645,13304,NA,NA,NA,NA
650,13464.2,NA,NA,NA,NA
655,13624.5,NA,NA,NA,NA
660,13784.7,NA,NA,NA,NA
670,14105.2,NA,NA,NA,NA
686,14890.5,NA,NA,NA,NA
696,15381.3,NA,NA,NA,NA
706,15872.2,NA,NA,NA,NA
716,16363,NA,NA,NA,NA
736,17344.6,NA,NA,NA,NA
