depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
795,-30,12.271,-21.986,-4.049,859.571
807,192,12.029,-22.3,-4.421,838.571
819,415,12.314,-23.871,-5.198,737.143
827,564,12.871,-23.871,-4.883,735.429
839,850,12.643,-24.4,-5.511,673.714
851,1169,12.086,-22.671,-4.796,841.286
863,1488,11.814,-21.814,-4.317,835.286
873,1751,12.3,-23.157,-4.571,795.286
878,1882,11.929,-23.543,-4.901,760.286
888,2143,11.7,-21.514,-4.306,886.143
898,2404,11.957,-21.014,-3.92,911.429
908,2743,11.357,-19.8,-3.58,914
918,3159,12.186,-19.314,-3.186,946.429
928,3575,11.843,-20.743,-3.888,917.714
933,3783,11.929,-21.643,-4.262,854.857
938,3991,13.5,-24.443,-5.219,606
945,4353,11.9,-21.743,-4.287,855.857
950,4920,11.729,-16.314,-1.802,1093.571
961,6166,11.7,-17.743,-2.555,1018.571
963,6393,10.886,-14.114,-1.151,1121.714
965,6620,11.157,-15.786,-1.893,1052.143
967,6846,12.714,-23,-5.067,723.857
969,7073,12,-17.843,-2.549,963.714
971,7300,13.029,-18.2,-2.292,1031.286
