depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
105,Carbon-14,110958,70,4210,gyttja,Date 11950Â±70 (WAT-1584) rejected as too old based on comparison with wood dates from nearby Cummins Pond (see Julig et al. 1990).
200,Carbon-14,110959,70,8210,marl,NA
245,Carbon-14,110960,70,11950,marl,NA
