year (AD),age (BP),d18O (permil)
342.7,1607.3,-6.31
339.3,1610.7,-6.23
336,1614,-6.23
332.9,1617.1,-6.33
329.7,1620.3,-6.12
326.6,1623.4,-6.22
323.4,1626.6,-6.02
320.2,1629.8,-6.51
316.9,1633.1,-6.33
313.7,1636.3,-6.27
310.3,1639.7,-6.45
307.1,1642.9,-6.32
303.9,1646.1,-6.35
300.7,1649.3,-6.36
297.4,1652.6,-6.22
294.2,1655.8,-6.22
291,1659,-6.38
287.9,1662.1,-6.36
284.9,1665.1,-6.33
281.7,1668.3,-6.54
278.5,1671.5,-6.37
275.2,1674.8,-6.34
272,1678,-6.38
268.6,1681.4,-6.44
265.2,1684.8,-6.51
261.9,1688.1,-6.54
258.4,1691.6,-6.49
254.9,1695.1,-6.26
251.3,1698.7,-6.13
247.7,1702.3,-6.4
244.1,1705.9,-6.49
240.4,1709.6,-6.22
236.7,1713.3,-6.02
233,1717,-6.41
229.1,1720.9,-6.45
225.2,1724.8,-6.75
221.3,1728.7,-6.76
217.1,1732.9,-6.56
212.3,1737.7,-6.85
207.2,1742.8,-6.59
201.5,1748.5,-6.85
194.8,1755.2,-6.92
187.4,1762.6,-6.55
180.2,1769.8,-6.85
173.1,1776.9,-6.59
166.1,1783.9,-6.46
159.3,1790.7,-6.53
152.5,1797.5,-6.77
145.6,1804.4,-6.73
138.7,1811.3,-6.82
131.9,1818.1,-6.4
125,1825,-6.63
118.3,1831.7,-6.67
111.6,1838.4,-6.4
104.9,1845.1,-6.27
98.2,1851.8,-6.37
91.5,1858.5,-6.39
84.9,1865.1,-6.56
78.5,1871.5,-6.11
72.1,1877.9,-6.31
65.9,1884.1,-6.39
59.7,1890.3,-6.52
53.5,1896.5,-6.62
47.4,1902.6,-6.6
41.2,1908.8,-6.35
35.2,1914.8,-6.29
29.2,1920.8,-6.47
23.1,1926.9,-6.69
16.9,1933.1,-6.76
11.2,1938.8,-6.61
5.5,1944.5,-6.74
-0.4,1950.4,-6.56
-6.3,1956.3,-6.47
-12.2,1962.2,-6.5
-17.9,1967.9,-6.32
-23.4,1973.4,-6.72
-29.1,1979.1,-6.57
-35.1,1985.1,-6.34
-40.9,1990.9,-6.78
-46.6,1996.6,-6.44
-52.2,2002.2,-6.66
-57.9,2007.9,-6.54
-63.7,2013.7,-6.58
-69.5,2019.5,-6.7
-75.4,2025.4,-6.37
-81.3,2031.3,-6.32
-87,2037,-6.52
-92.8,2042.8,-6.71
-98.7,2048.7,-6.41
-104.5,2054.5,-6.66
-110.4,2060.4,-6.51
-116.3,2066.3,-6.67
-122.3,2072.3,-6.64
-128.1,2078.1,-6.57
-133.9,2083.9,-6.82
-139.5,2089.5,-6.88
-145.1,2095.1,-6.61
-151,2101,-6.38
-156.9,2106.9,-6.35
-162.8,2112.8,-6.37
-168.7,2118.7,-6.31
-174.6,2124.6,-6.28
-180.5,2130.5,-6.62
-186.4,2136.4,-6.06
-192.2,2142.2,-6.41
-198,2148,-6.53
-203.8,2153.8,-6.43
-209.5,2159.5,-6.31
-215.5,2165.5,-6.22
-221.5,2171.5,-6.47
-227.6,2177.6,-6.84
-233.7,2183.7,-6.53
-239.8,2189.8,-6.27
-246,2196,-6.64
-252.3,2202.3,-6.61
-258.6,2208.6,-6.49
-265,2215,-6.44
-271.4,2221.4,-6.48
-277.8,2227.8,-6.27
-284.6,2234.6,-6.4
-291.4,2241.4,-6.56
-298,2248,-6.71
-304.6,2254.6,-6.23
-311.1,2261.1,-6.5
-317.5,2267.5,-6.4
-324,2274,-6.55
-330.6,2280.6,-6.51
-337.1,2287.1,-6.47
-343.8,2293.8,-6.41
-350.6,2300.6,-6.27
-357.4,2307.4,-6.55
-364.3,2314.3,-6.28
-371.5,2321.5,-6.57
-378.8,2328.8,-6.6
-386.3,2336.3,-6.65
-393.8,2343.8,-6.18
-401.3,2351.3,-6.34
-408.1,2358.1,-6.41
-413.7,2363.7,-6.2
-419,2369,-6.34
-423.8,2373.8,-6.58
-428.4,2378.4,-6.11
-432.9,2382.9,-6.17
-437.2,2387.2,-6.09
-441.5,2391.5,-6.27
-445.7,2395.7,-6.3
-449.9,2399.9,-6.09
-453.9,2403.9,-6.23
-458,2408,-6.32
-461.9,2411.9,-6.28
-465.9,2415.9,-6.51
-469.9,2419.9,-6.7
-473.9,2423.9,-6.56
-477.8,2427.8,-6.63
-481.7,2431.7,-6.4
-485.6,2435.6,-6.41
-489.4,2439.4,-6.21
-493.2,2443.2,-6.24
-497.1,2447.1,-6.06
-501.1,2451.1,-6.23
-504.9,2454.9,-6.2
-508.7,2458.7,-6.08
-512.5,2462.5,-6.31
-516.2,2466.2,-6.43
-519.8,2469.8,-6.51
-523.5,2473.5,-6.39
-527.1,2477.1,-6.2
-530.8,2480.8,-6.3
-534.5,2484.5,-6.6
-538.1,2488.1,-6.52
-541.6,2491.6,-6.52
-545.4,2495.4,-6.66
-549.1,2499.1,-6.4
-552.6,2502.6,-6.15
-556.2,2506.2,-6.4
-560,2510,-6.43
-563.6,2513.6,-6.41
-567,2517,-6.31
-570.6,2520.6,-6.37
-574.3,2524.3,-6.37
-577.8,2527.8,-6.25
-581.3,2531.3,-6.41
-584.8,2534.8,-6.43
-588.3,2538.3,-6.35
-591.9,2541.9,-6.22
-595.4,2545.4,-6.46
-599,2549,-6.35
-602.6,2552.6,-6.33
-606.2,2556.2,-6.17
-609.7,2559.7,-6.49
-613.2,2563.2,-6.19
-616.9,2566.9,-6.32
-620.6,2570.6,-6.14
-624.1,2574.1,-6.15
-627.6,2577.6,-6.36
-631.1,2581.1,-6.5
-634.7,2584.7,-6.45
-638.3,2588.3,-6.5
-641.9,2591.9,-6.19
-645.2,2595.2,-6.06
-648.7,2598.7,-6.32
-652.1,2602.1,-6.53
-655.7,2605.7,-6.22
-659.3,2609.3,-6.19
-662.8,2612.8,-6.27
-666.4,2616.4,-6.28
-670,2620,-6.16
-673.5,2623.5,-6.5
-677,2627,-6.15
-680.5,2630.5,-6.26
-684,2634,-5.88
-687.5,2637.5,-6.55
-691,2641,-6.24
-694.6,2644.6,-6.47
-698.1,2648.1,-6.37
-701.8,2651.8,-6.65
-705.6,2655.6,-6.57
-709.2,2659.2,-6.4
-712.8,2662.8,-6.71
-716.5,2666.5,-6.48
-720.1,2670.1,-6.43
-724,2674,-6.28
-727.8,2677.8,-6.36
-731.6,2681.6,-6.56
-735.5,2685.5,-6.4
-739.4,2689.4,-6.07
-743.3,2693.3,-6.38
-747.3,2697.3,-6.11
-751.2,2701.2,-6.19
-755.1,2705.1,-6.44
-759.1,2709.1,-6.28
-763,2713,-6.33
-767,2717,-6.5
-771,2721,-6.4
-775.3,2725.3,-6.25
-779.6,2729.6,-6.29
-783.7,2733.7,-6.27
-787.8,2737.8,-6.41
-792,2742,-6.36
-796.3,2746.3,-6.22
-800.6,2750.6,-6.45
-805.1,2755.1,-6.36
-809.7,2759.7,-6.27
-814.4,2764.4,-6.1
-819.2,2769.2,-6.08
-823.6,2773.6,-6.14
-827.7,2777.7,-6.27
-830.2,2780.2,-6.37
-832.4,2782.4,-6.39
-833.6,2783.6,-6.37
-834.7,2784.7,-6.19
-835.5,2785.5,-6.1
-836.4,2786.4,-6.28
-837.4,2787.4,-6.39
-838.3,2788.3,-6.26
-839.2,2789.2,-6.07
-840.1,2790.1,-6.23
-840.9,2790.9,-6.1
-841.8,2791.8,-6.33
-842.9,2792.9,-6.19
-844.6,2794.6,-6.01
-846.5,2796.5,-5.92
-849.1,2799.1,-6.05
-851.5,2801.5,-6.33
-854,2804,-6.07
-856.6,2806.6,-6.05
-859.3,2809.3,-6.09
-861.4,2811.4,-6.28
-863.3,2813.3,-6.16
-865.3,2815.3,-6.46
-867.3,2817.3,-6.32
-869.2,2819.2,-6.39
-871,2821,-5.98
-872.6,2822.6,-6.04
-874.4,2824.4,-6.06
-876.1,2826.1,-6.2
-877.9,2827.9,-5.98
-879.7,2829.7,-5.87
-882,2832,-6.23
-884.6,2834.6,-6.09
-886.8,2836.8,-5.92
-889,2839,-6.07
-891.3,2841.3,-5.84
-893.4,2843.4,-6.17
-978.8,2928.8,-6.04
-1106.9,3056.9,-6.11
-1218.8,3168.8,-6.23
-1329.1,3279.1,-6.02
-1448.6,3398.6,-6.03
-1588.9,3538.9,-6.02
-1687,3637,-6.07
-1690.6,3640.6,-6.43
-1692,3642,-6.37
-1693.5,3643.5,-6.3
-1694.9,3644.9,-6.44
-1696.2,3646.2,-6.37
-1697.8,3647.8,-6.54
-1699.6,3649.6,-6.03
-1701.9,3651.9,-6.02
-1704.8,3654.8,-5.94
-1707.6,3657.6,-6.13
-1709.8,3659.8,-6.2
-1712.9,3662.9,-6.03
-1716,3666,-5.94
-1718.7,3668.7,-6.2
-1723,3673,-5.98
-1728.8,3678.8,-6.07
-1736.1,3686.1,-6.1
-1744,3694,-6.01
-1753.6,3703.6,-6.06
-1763.9,3713.9,-6.18
-1773.4,3723.4,-6.21
-1782.2,3732.2,-6.11
-1790.6,3740.6,-6.19
-1798.8,3748.8,-5.91
-1806.8,3756.8,-6.13
-1814.5,3764.5,-5.98
-1822,3772,-5.76
-1829.5,3779.5,-5.82
-1837.1,3787.1,-5.93
-1844.9,3794.9,-6
-1852.4,3802.4,-5.91
-1860.1,3810.1,-6.3
-1867.7,3817.7,-6.14
-1875.1,3825.1,-5.99
-1883,3833,-5.8
-1890.9,3840.9,-5.99
-1898.8,3848.8,-5.91
-1907.2,3857.2,-5.99
-1915.8,3865.8,-5.54
-1924.9,3874.9,-5.95
-1934.7,3884.7,-5.49
-1944.5,3894.5,-5.74
-1954.1,3904.1,-5.96
-1962.6,3912.6,-5.71
-1970.4,3920.4,-5.94
-1977.7,3927.7,-5.63
-1984.7,3934.7,-6.16
-1990.9,3940.9,-5.97
-1996.8,3946.8,-6
-2002.4,3952.4,-5.8
-2008.2,3958.2,-5.92
-2013.7,3963.7,-5.82
-2019.1,3969.1,-6.08
-2024.6,3974.6,-6.03
-2029.9,3979.9,-6.11
-2035.1,3985.1,-6.29
-2040.4,3990.4,-6.12
-2045.6,3995.6,-6.23
-2050.6,4000.6,-6.45
-2055.7,4005.7,-6.57
-2060.6,4010.6,-6.67
-2065.5,4015.5,-6.02
-2070.4,4020.4,-6.39
-2075.5,4025.5,-6.16
-2080.6,4030.6,-5.91
-2085.6,4035.6,-6.08
-2090.5,4040.5,-6.07
-2095.4,4045.4,-6.07
-2100.2,4050.2,-6.01
-2105,4055,-6.23
-2109.7,4059.7,-6.18
-2114.4,4064.4,-6.07
-2119.2,4069.2,-6.22
-2123.9,4073.9,-6.28
-2128.8,4078.8,-6.23
-2133.5,4083.5,-6.27
-2138.2,4088.2,-6.17
-2143,4093,-6.2
-2147.8,4097.8,-6.28
-2152.5,4102.5,-6.43
-2157.5,4107.5,-6.28
-2162.5,4112.5,-6.37
-2167.4,4117.4,-6.2
-2172.3,4122.3,-6.25
-2177.3,4127.3,-5.98
-2182.5,4132.5,-6.1
-2187.5,4137.5,-6.21
-2192.4,4142.4,-6
-2197.4,4147.4,-6.06
-2202.4,4152.4,-6.04
-2207.7,4157.7,-6.1
-2213.1,4163.1,-5.91
-2218.6,4168.6,-6.04
-2223.9,4173.9,-6.01
-2229.2,4179.2,-6.22
-2234.6,4184.6,-6.11
-2240.2,4190.2,-5.92
-2245.9,4195.9,-5.89
-2251.6,4201.6,-5.61
-2257.6,4207.6,-5.87
-2263.6,4213.6,-5.92
-2269.7,4219.7,-5.83
-2276.1,4226.1,-5.93
-2283.4,4233.4,-5.87
-2291.4,4241.4,-5.71
-2299.9,4249.9,-5.7
-2308.5,4258.5,-5.82
-2316.7,4266.7,-5.66
-2324.9,4274.9,-5.98
-2333.2,4283.2,-5.69
-2341.1,4291.1,-5.9
-2348.8,4298.8,-6.07
-2356.5,4306.5,-5.65
-2364.5,4314.5,-6.07
-2372,4322,-5.8
-2379.3,4329.3,-5.82
-2386.7,4336.7,-5.81
-2393.9,4343.9,-5.84
-2401,4351,-5.84
-2408.1,4358.1,-6.11
-2415.2,4365.2,-6.25
-2422.3,4372.3,-6.07
-2429.2,4379.2,-5.57
-2436.2,4386.2,-6.14
-2443.2,4393.2,-5.99
-2450.3,4400.3,-5.89
-2457.2,4407.2,-6.27
-2464,4414,-5.99
-2470.9,4420.9,-6.18
-2478,4428,-6.3
-2485.1,4435.1,-6.39
-2492.2,4442.2,-6.29
-2499.3,4449.3,-6.26
-2506.4,4456.4,-6.12
-2513.5,4463.5,-6.25
-2520.8,4470.8,-5.37
-2528,4478,-5.71
-2535.5,4485.5,-5.92
-2543,4493,-5.89
-2550.4,4500.4,-5.96
-2558.2,4508.2,-5.91
-2566.1,4516.1,-5.36
-2574.3,4524.3,-5.87
-2583,4533,-5.75
-2591.7,4541.7,-5.62
-2600.3,4550.3,-5.96
-2609.2,4559.2,-5.77
-2617.1,4567.1,-6
-2624.5,4574.5,-6.07
-2631.4,4581.4,-5.9
-2637.7,4587.7,-5.84
-2643.7,4593.7,-5.99
-2649.8,4599.8,-5.58
-2655.9,4605.9,-5.83
-2661.6,4611.6,-5.82
-2667.2,4617.2,-5.66
-2672.7,4622.7,-6.2
-2678.1,4628.1,-5.74
-2683.6,4633.6,-6.16
-2688.9,4638.9,-6.33
-2694.1,4644.1,-5.82
-2699.4,4649.4,-5.96
-2704.6,4654.6,-5.69
-2709.7,4659.7,-6.01
-2714.7,4664.7,-6.1
-2719.9,4669.9,-6
-2725,4675,-5.7
-2729.9,4679.9,-6.28
-2734.8,4684.8,-6.13
-2739.7,4689.7,-5.88
-2744.6,4694.6,-6.08
-2749.6,4699.6,-5.99
-2754.6,4704.6,-5.99
-2759.3,4709.3,-5.95
-2763.9,4713.9,-5.79
-2768.7,4718.7,-6.02
-2773.7,4723.7,-5.98
-2778.5,4728.5,-5.82
-2783.4,4733.4,-6.19
-2788.1,4738.1,-6
-2792.8,4742.8,-6.01
-2797.5,4747.5,-6.25
-2802.3,4752.3,-5.45
-2807.3,4757.3,-6.05
-2812,4762,-5.63
-2816.5,4766.5,-5.83
-2821.4,4771.4,-5.59
-2826.1,4776.1,-5.73
-2830.8,4780.8,-5.92
-2835.6,4785.6,-5.47
-2840.5,4790.5,-5.94
-2845.4,4795.4,-6.04
-2850.1,4800.1,-5.78
-2854.8,4804.8,-6.17
-2859.7,4809.7,-5.72
-2864.6,4814.6,-6.11
-2869.4,4819.4,-6.04
-2874.3,4824.3,-6.29
-2879.3,4829.3,-5.97
-2884.1,4834.1,-6.21
-2889.1,4839.1,-6.1
-2894.3,4844.3,-5.96
-2899.6,4849.6,-5.73
-2904.5,4854.5,-6.16
-2909.6,4859.6,-6.66
-2914.7,4864.7,-6.27
-2919.9,4869.9,-5.96
-2925.3,4875.3,-5.9
-2930.7,4880.7,-5.67
-2936.2,4886.2,-5.79
-2941.7,4891.7,-6.04
-2947.2,4897.2,-5.57
-2952.7,4902.7,-5.88
-2958.7,4908.7,-6.04
-2964.5,4914.5,-5.61
-2970.3,4920.3,-5.98
-2976.7,4926.7,-5.58
-2983.6,4933.6,-5.96
-2991,4941,-6.27
-3001.6,4951.6,-5.94
-3014.6,4964.6,-6.04
-3029.2,4979.2,-6.28
-3044.7,4994.7,-5.45
-3059.5,5009.5,-5.69
-3073.8,5023.8,-5.99
-3087.9,5037.9,-5.54
-3101.7,5051.7,-5.84
-3115.3,5065.3,-5.82
-3128.6,5078.6,-5.85
-3142.1,5092.1,-5.69
-3155.1,5105.1,-5.8
-3168.2,5118.2,-5.8
-3181.8,5131.8,-6.08
-3196,5146,-6.19
-3210.5,5160.5,-6.09
-3225.3,5175.3,-5.85
-3241.2,5191.2,-5.63
-3258.7,5208.7,-5.71
-3278,5228,-6.12
-3307.4,5257.4,-6.18
-3338.8,5288.8,-5.76
-3371.4,5321.4,-5.87
-3402.5,5352.5,-5.84
-3433.2,5383.2,-5.93
-3463.9,5413.9,-5.71
-3494.9,5444.9,-6.02
-3526.6,5476.6,-6.09
-3558.4,5508.4,-5.92
-3590.2,5540.2,-5.79
-3613.3,5563.3,-5.82
-3630.7,5580.7,-5.79
-3643.2,5593.2,-5.64
-3651.3,5601.3,-5.93
-3658.3,5608.3,-5.84
-3664.8,5614.8,-5.87
-3671.3,5621.3,-6.03
-3677.3,5627.3,-5.84
-3683.1,5633.1,-6.21
-3688.9,5638.9,-5.67
-3694.5,5644.5,-5.86
-3700,5650,-5.91
-3705.4,5655.4,-5.94
-3710.9,5660.9,-5.8
-3716,5666,-6.07
-3721,5671,-5.87
-3726,5676,-6.19
-3731,5681,-6.3
-3736,5686,-5.81
-3740.9,5690.9,-6.39
-3745.8,5695.8,-6.14
-3750.5,5700.5,-6.26
-3755.2,5705.2,-6.15
-3760.1,5710.1,-6.11
-3764.9,5714.9,-6.02
-3769.6,5719.6,-5.88
-3774.4,5724.4,-6.32
-3779.2,5729.2,-6.54
-3784,5734,-6.21
-3788.9,5738.9,-6.23
-3793.8,5743.8,-6.19
-3798.7,5748.7,-5.86
-3803.7,5753.7,-6.14
-3808.6,5758.6,-6.32
-3813.4,5763.4,-6.38
-3818.1,5768.1,-6.29
-3822.8,5772.8,-6.02
-3827.5,5777.5,-5.96
-3832.3,5782.3,-6.14
-3837.1,5787.1,-5.95
-3842,5792,-5.9
-3847,5797,-6.27
-3852,5802,-6.39
-3857,5807,-5.87
-3862,5812,-6.01
-3866.8,5816.8,-6.19
-3871.7,5821.7,-5.95
-3876.7,5826.7,-6.29
-3881.9,5831.9,-6.03
-3887,5837,-6.32
-3892,5842,-6.02
-3897,5847,-6.35
-3902.2,5852.2,-6.16
-3907.5,5857.5,-5.78
-3913,5863,-6.13
-3918.6,5868.6,-6.13
-3924.4,5874.4,-6.28
-3930.2,5880.2,-6.02
-3936.3,5886.3,-5.67
-3942.6,5892.6,-6.44
-3949.1,5899.1,-6.4
-3955.8,5905.8,-6.02
-3962.7,5912.7,-6.34
-3970.2,5920.2,-5.97
-3978.6,5928.6,-6.14
-3988.3,5938.3,-6.22
-4000.8,5950.8,-6.34
-4014.3,5964.3,-6.3
-4028.4,5978.4,-6.19
-4043.2,5993.2,-6.03
-4057.4,6007.4,-6.37
-4071.2,6021.2,-6.23
-4084.1,6034.1,-6.12
-4095.8,6045.8,-6.29
-4107.5,6057.5,-6.31
-4119.6,6069.6,-6.43
-4131,6081,-6.65
-4142.7,6092.7,-6.56
-4154.3,6104.3,-6.44
-4165.3,6115.3,-6.63
-4175.9,6125.9,-6.08
-4186.4,6136.4,-6.06
-4197.2,6147.2,-6.34
-4208,6158,-6.54
-4218.9,6168.9,-6.28
-4229.8,6179.8,-6.13
-4241.3,6191.3,-6.34
-4252.5,6202.5,-6.05
-4263.7,6213.7,-6
-4274.9,6224.9,-6.2
-4286.1,6236.1,-6.5
-4297.3,6247.3,-6.39
-4308.2,6258.2,-6.13
-4319.6,6269.6,-6.26
-4331.1,6281.1,-6.25
-4343,6293,-6.16
-4354.8,6304.8,-6.21
-4366.6,6316.6,-6.32
-4378.1,6328.1,-6.06
-4390.5,6340.5,-6.18
-4403.1,6353.1,-6.21
-4416.2,6366.2,-6.15
-4429.8,6379.8,-6.08
-4443.8,6393.8,-6.28
-4457.7,6407.7,-6.21
-4471.7,6421.7,-6.27
-4486.2,6436.2,-6.41
-4500.8,6450.8,-6.35
-4695.6,6645.6,-6.34
-4743.7,6693.7,-6.13
-4786.3,6736.3,-6.23
-4826.6,6776.6,-6.31
-4866.6,6816.6,-6.32
-4905.9,6855.9,-5.93
-4946.2,6896.2,-6.26
-4987.2,6937.2,-6.05
-5029.1,6979.1,-6.14
-5077.5,7027.5,-6.37
-5141.8,7091.8,-6.32
-5201.8,7151.8,-6.09
-5254,7204,-6.12
-5304.6,7254.6,-6.11
-5354.1,7304.1,-6.21
-5403.3,7353.3,-6.26
-5452.7,7402.7,-6.22
-5501.2,7451.2,-6.17
-5550,7500,-6.23
-5600.3,7550.3,-6.25
-5655.4,7605.4,-6.12
-5718.5,7668.5,-6.09
-5774.6,7724.6,-6.13
-5811.3,7761.3,-6.2
-5844.1,7794.1,-6.23
-5875.5,7825.5,-6.22
-5907.5,7857.5,-5.8
-5958.7,7908.7,-5.86
-6041.9,7991.9,-6.09
-6113.4,8063.4,-5.96
-6197,8147,-5.83
-6228.6,8178.6,-5.76
-6238.2,8188.2,-5.97
-6253.6,8203.6,-5.82
-6274.2,8224.2,-5.77
-6294.9,8244.9,-5.73
-6317.6,8267.6,-5.83
-6342.9,8292.9,-5.43
-6380.9,8330.9,-5.37
-6459.1,8409.1,-5.63
-6522.3,8472.3,-5.73
-6582.8,8532.8,-5.72
-6587.3,8537.3,-5.55
-6595,8545,-5.51
-6603,8553,-5.69
-6610.9,8560.9,-5.92
-6618.8,8568.8,-5.98
-6626.5,8576.5,-6.03
-6633.9,8583.9,-5.47
-6641.1,8591.1,-5.38
-6648.2,8598.2,-5.4
-6654.7,8604.7,-5.82
-6661.1,8611.1,-5.83
-6667.3,8617.3,-5.13
-6673.4,8623.4,-5.46
-6679.3,8629.3,-5.58
-6685.2,8635.2,-5.58
-6690.8,8640.8,-5.49
-6696.2,8646.2,-5.67
-6701.8,8651.8,-5.69
-6707.2,8657.2,-6
-6712.6,8662.6,-5.97
-6718,8668,-5.35
-6723.4,8673.4,-5.63
-6728.5,8678.5,-5.66
-6733.5,8683.5,-5.73
-6738.7,8688.7,-5.48
-6743.9,8693.9,-5.21
-6749.3,8699.3,-5.43
-6754.3,8704.3,-5.24
-6759.3,8709.3,-5.92
-6764.2,8714.2,-5.4
-6769.1,8719.1,-5.92
-6774.4,8724.4,-5.87
-6779.6,8729.6,-5.35
-6784.6,8734.6,-5.5
-6789.7,8739.7,-5.46
-6794.8,8744.8,-5.36
-6800.1,8750.1,-5.52
-6805.3,8755.3,-5.9
-6810.6,8760.6,-5.72
-6816,8766,-5.64
-6821.4,8771.4,-5.4
-6826.9,8776.9,-5.63
-6832.3,8782.3,-5.74
-6837.9,8787.9,-5.93
-6843.5,8793.5,-5.59
-6849.2,8799.2,-5.71
-6855.1,8805.1,-5.81
-6861.1,8811.1,-5.87
-6867.6,8817.6,-6.18
-6874.3,8824.3,-5.63
-6881,8831,-5.81
-6888.1,8838.1,-5.83
-6895.5,8845.5,-5.46
-6903.9,8853.9,-5.73
-6912.3,8862.3,-5.72
-6920.7,8870.7,-5.84
-6928.6,8878.6,-5.5
-6936.2,8886.2,-5.83
-6943.4,8893.4,-5.37
-6950.6,8900.6,-5.61
-6957.5,8907.5,-5.6
-6964.2,8914.2,-5.77
-6970.6,8920.6,-5.44
-6977,8927,-5.57
-6983.1,8933.1,-5.45
-6988.9,8938.9,-5.63
-6994.7,8944.7,-5.73
-7000.5,8950.5,-5.81
-7006.3,8956.3,-5.81
-7012,8962,-5.69
-7017.4,8967.4,-5.29
-7023,8973,-5.67
-7028.9,8978.9,-5.93
-7034.6,8984.6,-5.72
-7040.3,8990.3,-5.89
-7045.9,8995.9,-5.97
