depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-27,21.257,-6.857,7.736,879.286
10,-15,21.086,-9.671,6.558,778.429
20,-1,20.929,-9.157,6.669,798.571
30,12,20.986,-8.729,6.844,773.571
40,26,21.043,-10.3,6.34,781.571
50,39,20.529,-9.571,6.283,822.286
60,53,20.271,-8.7,6.41,867.571
70,66,20.771,-8.043,7.077,847.571
80,80,20.071,-9.614,5.921,854.714
90,93,20.2,-8.971,6.235,834.714
100,425,19.743,-9.2,5.879,843
120,1036,20.357,-8.229,6.701,913.571
130,1113,20.243,-8.557,6.449,867.714
140,1190,19.614,-8.014,6.356,918.429
150,1267,19.843,-7.157,6.814,989.143
160,1343,20.6,-7.771,7.051,843.571
170,1420,19.529,-7.914,6.25,959.429
180,1497,19.7,-7.786,6.498,961.714
190,1574,20.057,-8.657,6.321,925
200,1651,19.814,-7.886,6.469,937.286
210,1727,20.157,-8.671,6.394,862.143
220,1804,19.814,-8.171,6.394,889.143
230,1881,20.229,-7.771,6.792,913.714
240,1958,20.114,-8.4,6.479,850
250,2035,20.286,-10.157,5.923,808.571
260,2112,19.986,-7.471,6.781,954.429
270,2188,21.543,-5.9,8.418,968.143
280,2265,19.743,-10.643,5.444,902
290,2342,20.329,-6.443,7.445,1061.143
300,2409,19.886,-7.286,6.813,998.429
310,2459,19.7,-7.471,6.586,977.571
320,2509,19.929,-8.114,6.508,930.143
325,2534,19.757,-7.957,6.424,961.429
330,2559,19.671,-7.386,6.65,1000.429
340,2610,19.7,-7.2,6.694,969.571
350,2660,19.829,-7.314,6.73,1033.429
360,2710,19.7,-7.471,6.586,977.571
370,2760,20.171,-6.857,7.088,973.143
380,2810,19.7,-7.471,6.586,977.571
390,2860,20.157,-6.729,7.188,1002.857
400,2911,19.614,-7.471,6.567,989.429
410,2961,20.086,-7.286,6.832,899.857
420,3011,20.614,-7.214,7.282,915.857
431,3066,20.2,-6.857,7.161,1008.429
443,3126,19.871,-7.643,6.599,923.571
447,3147,20.6,-6.771,7.408,939.429
460,3212,20.229,-9.957,6.176,760.429
470,3262,20.229,-9.957,6.176,760.429
480,3312,21.557,-11.486,6.443,759.714
490,3356,19.986,-8.929,6.113,830.429
500,3400,20.457,-7.943,6.881,855.857
510,3444,20.086,-8.386,6.407,846.286
520,3488,20.529,-7.4,7.163,904.714
530,3532,19.971,-9.271,6.005,851.857
540,3576,20.3,-8.114,6.662,858.429
550,3620,20,-9.171,6.024,826
560,3664,19.971,-8.243,6.37,868.143
570,3708,20.1,-8.857,6.252,882.714
583,3765,20.329,-8.271,6.62,853
590,3796,20.243,-8.686,6.437,881.714
600,3840,20.1,-8.857,6.254,858.286
610,3884,20.686,-6.8,7.471,886
620,3928,19.614,-10.257,5.413,846.571
630,3972,19.586,-10.243,5.356,800
640,4016,20.4,-8.529,6.581,880.429
650,4059,20.743,-8.057,6.994,845.714
660,4103,20.414,-7.286,7.104,889.429
670,4147,20.529,-7.486,7.142,891.857
680,4191,20.229,-8.329,6.51,842
690,4235,19.657,-10.243,5.45,835.857
700,4279,19.957,-8.971,6.071,828.286
710,4323,19.971,-9.043,6.075,833
720,4367,20.129,-8.357,6.411,865.286
730,4411,20.557,-7.114,7.276,912.857
740,4455,20.629,-7.743,7.032,930.714
750,4499,20.214,-7.4,6.927,929.857
764,4561,20.243,-8.443,6.523,863.286
770,4587,21,-7.214,7.513,895
780,4631,20.343,-7.871,6.814,847.714
