depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-30,10.686,-16.729,-3.758,766
10,193,9.443,-17.843,-5.182,690.286
20,417,9.2,-15.514,-4.093,764.714
60,1311,11.057,-19.443,-5.017,705.714
100,2206,10.686,-16.729,-3.758,766
120,2653,10.686,-16.729,-3.758,766
140,3101,10.714,-17.214,-3.999,774.571
160,3548,9.443,-19.071,-5.899,676.571
180,3995,9.443,-19.071,-5.899,676.571
210,4666,10.686,-16.729,-3.758,766
220,5007,10.686,-16.729,-3.758,766
225,5197,9.443,-19.071,-5.899,676.571
230,5387,12.3,-17.1,-2.876,795.143
240,5767,10.686,-16.729,-3.758,766
250,6147,10.686,-16.729,-3.758,766
270,6901,10.686,-16.729,-3.758,766
275,7081,11.057,-19.443,-5.017,705.714
310,8340,10.686,-16.729,-3.758,766
320,8700,10.686,-16.729,-3.758,766
330,9060,11.957,-14.871,-1.858,864
340,9420,10.486,-15.771,-3.533,857.286
350,9779,13.157,-13.871,-0.771,1036.429
355,9959,9.443,-19.071,-5.899,676.571
360,10139,10.486,-15.771,-3.533,857.286
365,10319,9.443,-19.071,-5.899,676.571
370,10499,9.443,-19.071,-5.899,676.571
375,10679,9.443,-19.071,-5.899,676.571
380,10859,9.443,-19.071,-5.899,676.571
385,11075,NA,NA,NA,NA
390,11328,NA,NA,NA,NA
395,11582,NA,NA,NA,NA
400,11835,NA,NA,NA,NA
405,12088,NA,NA,NA,NA
410,12342,NA,NA,NA,NA
414,12859,NA,NA,NA,NA
415,12988,NA,NA,NA,NA
416,13118,NA,NA,NA,NA
420,13635,NA,NA,NA,NA
422.5,13958,NA,NA,NA,NA
425,14282,NA,NA,NA,NA
427.5,14605,NA,NA,NA,NA
430,14928,NA,NA,NA,NA
432.5,15252,NA,NA,NA,NA
