age (BP),temperature (degC)
2092,7.715
2093,8.868
2094,8.808
2095,8.109
2096,7.923
2097,8.451
2098,8.875
2099,8.183
2100,8.072
2101,8.7
2102,9.194
2103,9.17
2104,9.402
2105,8.956
2106,9.902
2107,9.229
2108,8.64
2109,8.485
2110,8.759
2111,9.033
2112,8.342
2113,9.176
2114,8.575
2115,9.89
2116,10.122
2117,8.979
2118,9.344
2119,10.795
2120,9.761
2121,9.589
2122,8.964
2123,8.116
2124,8.481
2125,9.284
2126,9.85
2127,9.999
2128,9.307
2129,9.313
2130,9.801
2131,8.991
2132,8.813
2133,9.229
2134,9.152
2135,8.875
2136,9.148
2137,8.563
2138,8.587
2139,9.401
2140,8.493
2141,8.399
2142,9.123
2143,8.121
2144,8.667
2145,8.989
2146,9.684
2147,9.004
2148,9.297
2149,10.358
2150,9.361
2151,9.173
2152,9.49
2153,9.039
2154,8.399
2155,9.004
2156,8.612
2157,8.801
2158,10.145
2159,9.798
2160,10.492
2161,10.859
2162,10.259
2163,10.294
2164,11.653
2165,11.98
2166,10.562
2167,11.717
2168,11.42
2169,10.871
2170,11.033
2171,10.034
2172,10.123
2173,9.685
2174,10.45
2175,10.208
2176,10.922
2177,10.65
2178,11.233
2179,10.17
2180,9.723
2181,10.824
2182,10.399
2183,9.923
2184,11.207
2185,11.853
2186,11.598
2187,11.258
2188,10.999
2189,11.573
2190,11.751
2191,10.361
2192,9.733
2193,10.348
2194,10.323
2195,10.8
2196,9.937
2197,9.753
2198,9.272
2199,8.523
2200,9.322
2201,8.771
2202,9.438
2203,9.444
2204,9.628
2205,8.467
2206,8.414
2207,8.783
2208,9.081
2209,8.575
2210,8.592
2211,9.827
2212,9.708
2213,9.463
2214,9.619
2215,10.013
2216,10.814
2217,9.981
2218,10.398
2219,10.16
2220,9.178
2221,9.317
2222,8.791
2223,7.759
2224,8.166
2225,7.948
2226,8.354
2227,8.315
2228,9.763
2229,9.485
2230,9.753
2231,10.269
2232,10.477
2233,11.142
2234,11.221
2235,10.438
2236,10.239
2237,10.17
2238,10.15
2239,9.584
2240,9.198
2241,9.545
2242,9.029
2243,8.325
2244,8.969
2245,8.969
2246,8.791
2247,8.513
2248,8.344
2249,8.275
2250,8.186
2251,8.84
2252,8.692
2253,8.523
2254,8.662
2255,8.384
2256,7.7
2257,7.953
2258,8.22
2259,7.61
2260,7.174
2261,7.362
2262,7.69
2263,7.184
2264,7.481
2265,7.491
2266,7.412
2267,7.462
2268,7.323
2269,6.896
2270,7.134
2271,6.995
2272,7.739
2273,6.985
2274,7.243
2275,7.66
2276,7.432
2277,7.144
2278,7.977
2279,6.202
2280,8.067
2281,9.277
2282,8.067
2283,8.622
2284,9.237
2285,9.465
2286,9.198
2287,9.823
2288,9.277
2289,9.823
2290,9.198
2291,8.84
2292,8.305
2293,8.94
2294,9.257
2295,8.761
2296,8.987
2297,8.481
2298,8.726
2299,8.622
2300,8.146
2301,8.191
2302,8.213
2303,9.165
2304,8.459
2305,8.778
2306,9.664
2307,9.82
2308,9.641
2309,9.061
2310,8.682
2311,8.287
2312,8.369
2313,8.027
2314,8.999
2315,8.573
2316,8.126
2317,8.652
2318,8.751
2319,8.751
2320,8.196
2321,8.186
2322,7.362
2323,8.067
2324,8.563
2325,8.821
2326,7.72
2327,7.878
2328,8.414
2329,8.325
2330,8.166
2331,7.868
2332,8.206
2333,8.136
2334,8.007
2335,8.533
2336,8.751
2337,8.404
2338,8.275
2339,9.009
2340,7.809
2341,9.138
2342,7.759
2343,8.731
2344,9.148
2345,8.424
2346,8.84
2347,8.622
2348,8.771
2349,8.92
2350,8.811
2351,9.039
2352,8.513
2353,8.094
2354,8.667
2355,8.273
2356,8.168
2357,8.942
2358,8.466
2359,8.557
2360,8.247
2361,8.533
2362,9.057
2363,9.063
2364,8.307
2365,8.325
2366,8.515
2367,7.831
2368,7.533
2369,7.212
2370,7.985
2371,8.622
2372,8.533
2373,8.223
2374,9.211
2375,8.878
2376,9.598
2377,9.289
2378,8.795
2379,9.479
2380,9.914
2381,9.086
2382,10.182
2383,10.086
2384,9.813
2385,10.152
2386,10.415
2387,9.694
2388,9.89
2389,9.949
2390,10.574
2391,10.247
2392,10.824
2393,10.908
2394,10.735
2395,10.955
2396,10.342
2397,9.664
2398,9.374
2399,9.902
2400,9.999
2401,9.716
2402,8.905
2403,8.198
2404,8.778
2405,9.88
2406,9.158
2407,8.987
2408,8.711
2409,8.436
2410,7.64
2411,7.499
2412,8.183
2413,8.34
2414,8.012
2415,8.302
2416,7.901
2417,8.89
2418,9.545
2419,10.095
2420,8.146
2421,7.41
2422,7.648
2423,7.038
2424,7.238
2425,6.896
2426,7.224
2427,8.34
2428,8.101
2429,8.719
2430,7.521
2431,8.176
2432,8.139
2433,7.767
2434,8.526
2435,9.679
2436,9.366
2437,9.708
2438,9.098
2439,9.299
2440,9.485
2441,8.689
2442,9.753
2443,9.098
2444,8.927
2445,8.146
2446,8.22
2447,9.287
2448,10.309
2449,9.922
2450,10.021
2451,9.297
2452,9.713
2453,9.664
2454,9.79
2455,10.765
2456,11.613
2457,12.097
2458,11.256
2459,10.333
2460,10.333
2461,9.329
2462,10.765
2463,11.152
2464,10.328
2465,11.241
2466,11.638
2467,11.797
2468,11.469
2469,10.666
2470,9.862
2471,10.209
2472,9.118
2473,9.019
2474,10.785
2475,10.328
2476,9.981
2477,10.616
2478,11.677
2479,12.749
2480,9.178
2481,10.031
2482,10.388
2483,9.555
2484,10.388
2485,10.209
2486,8.93
2487,9.138
2488,8.612
2489,9.346
2490,9.436
2491,10.457
2492,10.1
2493,9.039
2494,9.505
2495,9.138
2496,10.814
2497,9.971
2498,9.257
2499,9.366
2500,10.011
2501,9.743
2502,9.584
2503,8.791
2504,9.436
2505,8.999
2506,8.91
2507,9.664
2508,10.452
2509,12.03
2510,10.393
2511,9.307
2512,10.229
2513,8.905
2514,9.47
2515,8.989
2516,8.91
2517,9.455
2518,8.622
2519,11.167
2520,9.479
2521,9.759
2522,10.658
2523,9.509
2524,9.807
2525,9.902
2526,9.402
2527,8.973
2528,9.313
2529,10.277
2530,9.872
2531,9.713
2532,10.031
2533,10.159
2534,9.623
2535,8.953
2536,9.273
2537,9.53
2538,9.069
2539,8.999
2540,9.164
2541,8.46
2542,8.381
2543,9.002
2544,8.807
2545,8.48
2546,8.986
2547,9.082
2548,8.908
2549,8.714
2550,8.731
2551,8.698
2552,9.419
2553,8.936
2554,8.374
2555,8.639
2556,7.974
2557,8.563
2558,9.412
2559,8.989
2560,9.33
2561,9.7
2562,9.333
2563,8.959
2564,9.019
2565,8.506
2566,8.06
2567,8.22
2568,7.381
2569,7.962
2570,8.896
2571,8.515
2572,8.095
2573,9.116
2574,9.244
2575,9.783
2576,9.378
2577,9.307
2578,10.003
2579,9.545
2580,8.973
2581,9.289
2582,8.759
2583,8.56
2584,9.515
2585,8.979
2586,8.351
2587,8.783
2588,9.533
2589,9.503
2590,9.426
2591,9.881
2592,9.235
2593,8.789
2594,9.229
2595,8.566
2596,8.587
2597,8.976
2598,8.819
2599,9.092
2600,8.331
2601,8.473
2602,9.17
2603,7.789
2604,7.399
2605,7.481
2606,7.881
2607,8.427
2608,8.614
2609,9.592
2610,8.945
2611,9.105
2612,8.908
2613,9.245
2614,8.544
2615,7.98
2616,7.931
2617,8.242
2618,8.601
2619,9.162
2620,9.234
2621,9.681
2622,8.994
2623,9.47
2624,10.173
2625,10.06
2626,10.332
2627,11.142
2628,9.747
2629,10.034
2630,9.636
2631,8.855
2632,9.353
2633,9.136
2634,9.47
2635,8.697
2636,8.946
2637,8.311
2638,8.557
2639,7.817
2640,8.214
2641,8.052
2642,8.687
2643,8.756
2644,8.54
2645,8.298
2646,8.229
2647,8.521
2648,9.049
2649,8.004
2650,9.118
2651,8.907
2652,9.052
2653,9.262
2654,8.726
2655,8.596
2656,9.254
2657,8.022
2658,8.802
2659,9.08
2660,8.303
2661,8.219
2662,9.064
2663,8.214
2664,7.677
2665,7.994
2666,7.974
2667,8.688
2668,8.956
2669,7.966
2670,8.105
2671,8.356
2672,7.936
2673,8.782
2674,8.929
2675,8.397
2676,7.891
2677,8.09
2678,8.116
2679,7.919
2680,8.339
2681,7.835
2682,8.503
2683,8.989
2684,8.719
2685,8.458
2686,9.148
2687,7.368
2688,8.031
2689,8.561
2690,8.799
2691,8.95
2692,9.496
2693,9.196
2694,10.301
2695,10.393
2696,8.775
2697,9.166
2698,8.799
2699,8.962
2700,9.154
2701,9.681
2702,10.506
2703,9.608
2704,9.653
2705,9.682
2706,9.191
2707,8.812
2708,8.256
2709,8.578
2710,10.106
2711,9.444
2712,9.281
2713,9.803
2714,8.425
2715,8.626
2716,9.175
2717,8.466
2718,8.739
2719,9.405
2720,8.416
2721,8.734
2722,9.167
2723,9.361
2724,8.763
2725,9.4
2726,9.231
2727,9.434
2728,9.082
2729,8.969
2730,8.293
2731,7.702
2732,7.696
2733,7.89
2734,8.011
2735,9.17
2736,9.295
2737,10.047
2738,9.977
2739,10.19
2740,10.138
2741,11.005
2742,9.644
2743,10.67
2744,10.201
2745,9.029
2746,8.661
2747,8.306
2748,8.325
2749,8.769
2750,8.325
2751,8.278
2752,8.886
2753,8.848
2754,7.991
2755,8.402
2756,9.451
2757,8.514
2758,8.24
2759,8.926
2760,9.001
2761,8.592
2762,9.872
2763,9.098
2764,8.63
2765,9.294
2766,9.362
2767,9.383
2768,9.628
2769,9.296
2770,9.647
2771,9.188
2772,9.091
2773,9.493
2774,8.716
2775,8.067
2776,8.357
2777,8.796
2778,8.9
2779,9.349
2780,9.112
2781,8.518
2782,9.217
2783,9.069
2784,9.726
2785,9.798
2786,8.82
2787,8.537
2788,8.544
2789,8.66
2790,8.265
2791,8.288
2792,7.872
2793,8.271
2794,9.258
2795,9.757
2796,9.961
2797,9.407
2798,10.782
2799,11.039
2800,9.837
2801,10.447
2802,9.592
2803,9.054
2804,9.334
2805,9.689
2806,9.284
2807,9.178
2808,8.521
2809,7.963
2810,8.456
2811,8.015
2812,7.97
2813,8.488
2814,8.741
2815,8.625
2816,8.731
2817,8.26
2818,8.823
2819,8.183
2820,8.476
2821,8.367
2822,8.327
2823,7.031
2824,7.997
2825,8.371
2826,8.252
2827,7.578
2828,8.317
2829,8.129
2830,8.406
2831,8.238
2832,8.543
2833,8.254
2834,7.924
2835,7.408
2836,8.157
2837,8.227
2838,7.556
2839,7.91
2840,8.223
2841,8.897
2842,8.377
2843,8.037
2844,8.957
2845,8.265
2846,8.791
2847,8.858
2848,8.518
2849,8.982
2850,9.637
2851,8.213
2852,8.865
2853,10.204
2854,9.805
2855,8.682
2856,9.155
2857,8.81
2858,8.521
2859,8.215
2860,8.899
2861,9.133
2862,9.041
2863,8.746
2864,8.677
2865,8.771
2866,8.611
2867,8.746
2868,9.039
2869,8.627
2870,8.572
2871,8.247
2872,8.78
2873,9.018
2874,9.166
2875,9.003
2876,9.936
2877,9.186
2878,8.998
2879,9.132
2880,9.203
2881,8.89
2882,8.469
2883,8.484
2884,8.1
2885,7.871
2886,8.178
2887,7.118
2888,8.203
2889,8.247
2890,8.473
2891,8.325
2892,8.426
2893,9.222
2894,9.579
2895,9.433
2896,9.374
2897,8.942
2898,8.501
2899,8.558
2900,8.53
2901,9.131
2902,8.774
2903,8.387
2904,8.741
2905,8.384
2906,8.858
2907,9.915
2908,8.967
2909,9.839
2910,8.822
2911,9.024
2912,8.929
2913,7.86
2914,7.869
2915,8.494
2916,8.168
2917,8.176
2918,7.838
2919,8.479
2920,8.917
2921,8.509
2922,9.161
2923,9.347
2924,9.088
2925,9.047
2926,8.436
2927,8.771
2928,7.973
2929,8.379
2930,7.527
2931,8.225
2932,8.511
2933,8.773
2934,9.133
2935,9.088
2936,8.692
2937,8.521
2938,8.31
2939,8.114
2940,8.082
2941,8.263
2942,8.649
2943,7.982
2944,8.158
2945,8.496
2946,8.677
2947,8.736
2948,8.982
2949,8.506
2950,8.734
2951,8.798
2952,8.074
2953,8.88
2954,8.959
2955,8.56
2956,9.483
2957,9.023
2958,9.226
2959,9.604
2960,9.169
2961,9.953
2962,9.293
2963,9.312
2964,9.237
2965,9.418
2966,9.039
2967,9.882
2968,8.335
2969,8.94
2970,9.703
2971,9.842
2972,9.237
2973,9.064
2974,7.938
2975,8.556
2976,7.915
2977,8.281
2978,7.942
2979,8.718
2980,9.167
2981,9.57
2982,10.061
2983,9.145
2984,9.121
2985,9.041
2986,8.285
2987,9.433
2988,9.16
2989,8.873
2990,8.684
2991,8.641
2992,8.79
2993,9.292
2994,9.51
2995,9.144
2996,8.587
2997,8.563
2998,9.822
2999,9.28
3000,8.378
3001,9.022
3002,9.029
3003,9.297
3004,8.973
3005,11.506
3006,10.789
3007,10.816
3008,10.351
3009,10.632
3010,8.641
3011,9.215
3012,9.718
3013,9.583
3014,8.852
3015,9.055
3016,8.62
3017,8.749
3018,7.867
3019,7.716
3020,7.719
3021,7.74
3022,7.535
3023,7.938
3024,7.924
3025,7.129
3026,7.332
3027,7.316
3028,6.98
3029,7.209
3030,7.652
3031,7.625
3032,7.723
3033,7.676
3034,8.066
3035,8.104
3036,8.426
3037,8.06
3038,8.447
3039,8.887
3040,7.974
3041,7.402
3042,7.333
3043,7.29
3044,7.475
3045,7.283
3046,7.614
3047,7.954
3048,8.655
3049,8.335
3050,8.741
3051,8.034
3052,9.075
3053,9.607
3054,8.81
3055,8.756
3056,9.5
3057,9.232
3058,8.786
3059,8.798
3060,8.643
3061,8.342
3062,8.887
3063,8.39
3064,8.137
3065,8.161
3066,8.146
3067,8.107
3068,8.488
3069,8.322
3070,8.592
3071,8.905
3072,8.583
3073,8.503
3074,8.298
3075,7.882
3076,8.08
3077,8.45
3078,8.001
3079,7.839
3080,8.093
3081,8.173
3082,7.857
3083,7.512
3084,7.819
3085,8.536
3086,7.721
3087,7.825
3088,7.947
3089,8.09
3090,7.771
3091,7.896
3092,7.979
3093,7.956
3094,7.807
3095,7.735
3096,9.036
3097,8.509
3098,8.706
3099,9.14
3100,8.506
3101,8.928
3102,9.02
3103,9.591
3104,9.28
3105,9.474
3106,9.621
3107,9.983
3108,10.105
3109,9.823
3110,10.182
3111,10.97
3112,9.768
3113,9.81
3114,10.247
3115,9.944
3116,10.253
3117,9.932
3118,9.042
3119,9.393
3120,9.627
3121,9.267
3122,8.652
3123,8.533
3124,8.626
3125,8.249
3126,7.839
3127,9.012
3128,8.999
3129,8.969
3130,9.442
3131,10.391
3132,10.209
3133,9.677
3134,9.816
3135,9.783
3136,9.323
3137,9.098
3138,8.946
3139,9.978
3140,9.254
3141,8.913
3142,8.969
3143,8.424
3144,7.772
3145,8.239
3146,8.361
3147,8.212
3148,8.318
3149,7.977
3150,8.166
3151,8.116
3152,7.769
3153,7.306
3154,7.799
3155,7.729
3156,7.667
3157,7.296
3158,7.767
3159,8.444
3160,8.22
3161,8.496
3162,8.034
3163,8.734
3164,8.159
3165,8.563
3166,8.397
3167,8.824
3168,8.542
3169,8.679
3170,8.456
3171,8.134
3172,7.851
3173,8.215
3174,7.872
3175,8.372
3176,8.47
3177,8.777
3178,8.848
3179,8.328
3180,8.065
3181,8.165
3182,7.824
3183,8.173
3184,8.706
3185,8.441
3186,8.066
3187,9.196
3188,8.528
3189,8.241
3190,8.349
3191,8.592
3192,7.719
3193,7.986
3194,8.097
3195,8.354
3196,8.073
3197,8.114
3198,8.633
3199,8.598
3200,8.452
3201,8.538
3202,9.088
3203,8.457
3204,8.227
3205,8.706
3206,8.725
3207,8.736
3208,8.254
3209,8.744
3210,8.657
3211,8.782
3212,8.203
3213,8.525
3214,8.179
3215,7.954
3216,7.637
3217,7.857
3218,8.124
3219,8.233
3220,7.589
3221,7.705
3222,8.1
3223,8.049
3224,8.49
3225,8.607
3226,8.225
3227,8.584
3228,8.755
3229,8.701
3230,9.203
3231,8.936
3232,8.19
3233,8.643
3234,8.753
3235,8.645
3236,7.603
3237,8.192
3238,8.714
3239,8.863
3240,8.579
3241,8.377
3242,9.291
3243,8.579
3244,7.777
3245,7.982
3246,8.942
3247,8.709
3248,8.669
3249,8.907
3250,9.488
3251,10.044
3252,9.968
3253,9.636
3254,9.691
3255,9.455
3256,9.057
3257,9.263
3258,9.046
3259,8.972
3260,8.876
3261,9.009
3262,8.499
3263,8.705
3264,8.765
3265,8.003
3266,8.245
3267,8.194
3268,8.136
3269,8.335
3270,8.531
3271,8.19
3272,8.269
3273,8.43
3274,9.17
3275,8.892
3276,9.124
3277,8.662
3278,8.684
3279,9.375
3280,9.545
3281,9.15
3282,9.483
3283,9.316
3284,8.708
3285,9.273
3286,9.037
3287,9.759
3288,9.317
3289,9.289
3290,10.414
3291,10.174
3292,9.771
3293,11.037
3294,10.906
3295,10.473
3296,11.088
3297,10.329
3298,10.723
3299,10.357
3300,10.055
3301,9.451
3302,8.848
3303,8.996
3304,9.081
3305,9.003
3306,8.667
3307,8.911
3308,8.926
3309,8.254
3310,8.843
3311,8.811
3312,8.476
3313,8.796
3314,8.299
3315,9.053
3316,8.107
3317,8.022
3318,8.821
3319,8.694
3320,8.641
3321,8.705
3322,9.468
3323,8.862
3324,8.788
3325,8.99
3326,8.969
3327,8.726
3328,8.246
3329,8.92
3330,8.869
3331,8.899
3332,8.939
3333,9.362
3334,8.858
3335,9.094
3336,9.847
3337,8.671
3338,9.213
3339,8.565
3340,8.733
3341,8.831
3342,8.603
3343,8.197
3344,9.009
3345,8.493
3346,8.065
3347,8.265
3348,8.067
3349,8.235
3350,7.761
3351,7.929
3352,7.734
3353,8.833
3354,8.522
3355,8.588
3356,8.076
3357,8.58
3358,8.038
3359,8.04
3360,8.082
3361,8.095
3362,7.634
3363,8.16
3364,8.418
3365,7.922
3366,7.624
3367,8.077
3368,8.285
3369,8.388
3370,9.602
3371,9.421
3372,9.143
3373,9.193
3374,10.757
3375,11.095
3376,10.953
3377,10.514
3378,9.764
3379,9.239
3380,8.611
3381,8.923
3382,8.776
3383,8.909
3384,8.996
3385,8.168
3386,9.317
3387,9.753
3388,9.036
3389,8.557
3390,9.136
3391,9.737
3392,8.941
3393,8.733
3394,9.158
3395,8.414
3396,8.146
3397,8.233
3398,8.092
3399,8.579
3400,8.192
3401,9.272
3402,8.319
3403,9.418
3404,9.972
3405,9.236
3406,10.485
3407,8.592
3408,8.584
3409,8.673
3410,8.194
3411,8.131
3412,8.027
3413,7.968
3414,7.914
3415,8.301
3416,8.718
3417,8.11
3418,8.549
3419,9.849
3420,9.055
3421,9.168
3422,8.698
3423,9.449
3424,10.133
3425,9.611
3426,9.541
3427,9.409
3428,10.047
3429,10.236
3430,10.032
3431,8.113
3432,8.674
3433,9.444
3434,9.821
3435,8.801
3436,8.89
3437,8.699
3438,8.886
3439,8.92
3440,8.592
3441,8.316
3442,9.472
3443,8.967
3444,8.686
3445,8.86
3446,8.767
3447,9.077
3448,9.341
3449,8.32
3450,8.235
3451,8.979
3452,8.647
3453,8.777
3454,8.854
3455,8.217
3456,8.116
3457,8.808
3458,8.362
3459,9.024
3460,8.354
3461,8.511
3462,8.659
3463,8.868
3464,8.645
3465,8.451
3466,7.834
3467,8.496
3468,8.63
3469,8.168
3470,8.503
3471,8.652
3472,8.987
3473,8.994
3474,8.578
3475,8.964
3476,8.325
3477,8.741
3478,8.555
3479,8.459
3480,8.049
3481,7.96
3482,8.042
3483,7.447
3484,8.555
3485,8.459
3486,8.317
3487,8.436
3488,8.942
3489,8.518
3490,7.99
3491,7.841
3492,7.938
3493,8.005
3494,7.968
3495,7.536
3496,7.915
3497,7.848
3498,7.975
3499,8.124
3500,7.32
3501,7.432
3502,7.819
3503,7.395
3504,7.848
3505,7.848
3506,7.276
3507,7.313
3508,7.662
3509,7.648
3510,7.982
3511,8.168
3512,7.796
3513,7.454
3514,7.268
3515,7.238
3516,7.231
3517,7.915
3518,8.273
3519,8.429
3520,8.377
3521,8.63
3522,8.615
3523,8.622
3524,8.555
3525,8.853
3526,8.823
3527,8.637
3528,8.265
3529,8.719
3530,9.582
3531,8.563
3532,8.592
3533,7.769
3534,7.938
3535,8.225
3536,7.928
3537,7.888
3538,8.225
3539,8.89
3540,8.771
3541,9.059
3542,7.997
3543,8.027
3544,7.63
3545,7.918
3546,8.483
3547,6.941
3548,7.938
3549,7.804
3550,7.581
3551,8.228
3552,8.317
3553,9.009
3554,8.191
3555,8.273
3556,8.325
3557,7.826
3558,7.819
3559,9.108
3560,8.096
3561,8.672
3562,7.789
3563,8.037
3564,7.521
3565,7.65
3566,7.551
3567,7.521
3568,7.72
3569,8.077
3570,7.69
3571,7.759
3572,8.602
3573,7.977
3574,8.602
3575,7.759
3576,8.791
3577,8.88
3578,8.711
3579,8.374
3580,8.116
3581,7.739
3582,7.462
3583,6.737
3584,7.789
3585,8.037
3586,7.491
3587,8.434
3588,8.91
3589,7.71
3590,8.079
3591,7.558
3592,7.886
3593,7.819
3594,7.558
3595,7.29
3596,6.789
3597,7.188
3598,7.009
3599,8.131
3600,8.032
3601,8.052
3602,8.32
3603,8.643
3604,8.499
3605,8.435
3606,7.878
3607,7.419
3608,7.122
3609,7.555
3610,7.122
3611,6.892
3612,7.402
3613,6.82
3614,6.956
3615,7.139
3616,7.598
3617,7.457
3618,7.44
3619,7.746
3620,8.165
3621,9.128
3622,8.7
3623,9.083
3624,9.136
3625,8.526
3626,8.938
3627,9.106
3628,8.481
3629,7.908
3630,8.45
3631,8.845
3632,9.185
3633,9.744
3634,9.411
3635,9.702
3636,9.415
3637,11.015
3638,9.411
3639,9.872
3640,8.682
3641,10.323
3642,10.156
3643,8.845
3644,8.628
3645,8.654
3646,9.303
3647,9.148
3648,9.694
3649,10.19
3650,9.844
3651,9.713
3652,10.146
3653,10.276
3654,11.017
3655,10.082
3656,9.886
3657,9.802
3658,10.515
3659,10.079
3660,10.497
3661,9.504
3662,8.854
3663,8.89
3664,8.571
3665,7.96
3666,8.884
3667,9.436
3668,9.018
3669,9.081
3670,9.615
3671,9.363
3672,9.736
3673,9.001
3674,9.518
3675,9.321
3676,9.518
3677,9.062
3678,9.401
3679,9.75
3680,9.224
3681,9.631
3682,10.499
3683,10.228
3684,9.391
3685,9.445
3686,9.771
3687,9.758
3688,9.144
3689,9.436
3690,8.969
3691,9.702
3692,10.175
3693,10.112
3694,9.29
3695,10.148
3696,10.233
3697,9.849
3698,9.862
3699,10.143
3700,9.669
3701,9.133
3702,9.58
3703,10.006
3704,9.507
3705,8.857
3706,8.338
3707,8.864
3708,9.107
3709,8.946
3710,9.262
3711,9.431
3712,8.69
3713,8.748
3714,8.594
3715,9.312
3716,8.664
3717,8.55
3718,8.281
3719,8.161
3720,8.779
3721,7.842
3722,8.689
3723,9.411
3724,9.265
3725,9.341
3726,8.92
3727,8.845
3728,10.203
3729,9.703
3730,9.371
3731,8.543
3732,9.317
3733,9.116
3734,8.109
3735,8.186
3736,8.269
3737,8.092
3738,9.296
3739,9.126
3740,9.255
3741,8.733
3742,8.38
3743,9.142
3744,9.594
3745,8.392
3746,9.414
3747,9.586
3748,9.18
3749,9.213
3750,8.16
3751,9.265
3752,8.634
3753,8.933
3754,9
3755,9.102
3756,9.318
3757,8.897
3758,8.485
3759,8.711
3760,9.044
3761,9.243
3762,8.834
3763,8.617
3764,9.139
3765,9.237
3766,9.138
3767,9.413
3768,9.329
3769,9.3
3770,8.967
3771,9.911
3772,9.153
3773,8.877
3774,9.727
3775,9.974
3776,9.422
3777,9.235
3778,9.254
3779,9.305
3780,9.68
3781,9.328
3782,8.734
3783,8.696
3784,8.922
3785,8.54
3786,8.818
3787,8.228
3788,7.964
3789,7.947
3790,7.901
3791,7.803
3792,7.806
3793,7.421
3794,8.554
3795,8.262
3796,7.533
3797,8.927
3798,9.294
3799,9.308
3800,8.904
3801,10.094
3802,9.081
3803,9.399
3804,9.606
3805,8.69
3806,9.874
3807,9.313
3808,9.691
3809,9.526
3810,9.575
3811,9.978
3812,9.36
3813,8.739
3814,8.741
3815,9.347
3816,9.128
3817,9.759
3818,9.024
3819,9.334
3820,8.811
3821,8.493
3822,9.009
3823,8.539
3824,8.862
3825,8.558
3826,8.648
3827,8.729
3828,8.724
3829,8.546
3830,9.105
3831,9.164
3832,8.309
3833,8.874
3834,8.315
3835,8.174
3836,8.453
3837,8.524
3838,8.135
3839,8.689
3840,9.783
3841,9.703
3842,9.632
3843,8.912
3844,9.21
3845,8.501
3846,8.128
3847,8.631
3848,7.974
3849,8.183
3850,8.755
3851,8.707
3852,8.281
3853,8.265
3854,8.499
3855,8.787
3856,8.476
3857,8.098
3858,8.416
3859,8.332
3860,7.635
3861,7.95
3862,8.218
3863,8.064
3864,8.099
3865,8.441
3866,8.387
3867,8.471
3868,7.911
3869,7.995
3870,7.87
3871,7.719
3872,8.078
3873,8.488
3874,8.655
3875,8.586
3876,9.35
3877,9.793
3878,9.598
3879,9.806
3880,10.252
3881,9.502
3882,9.946
3883,9.059
3884,9.753
3885,9.647
3886,9.5
3887,8.842
3888,8.75
3889,8.729
3890,9.211
3891,8.408
3892,9.286
3893,9.113
3894,10.054
3895,9.472
3896,8.801
3897,8.43
3898,8.219
3899,8.432
3900,8.268
3901,8.497
3902,8.08
3903,8.586
3904,9.211
3905,8.391
3906,8.09
3907,8.394
3908,8.999
3909,8.649
3910,8.464
3911,8.695
3912,8.384
3913,8.956
3914,8.315
3915,8.91
3916,8.411
3917,8.662
3918,8.89
3919,7.785
3920,7.815
3921,8.388
3922,8.306
3923,8.38
3924,8.38
3925,8.86
3926,8.589
3927,8.127
3928,8.034
3929,8.738
3930,9.057
3931,8.663
3932,8.433
3933,8.749
3934,8.622
3935,9.47
3936,9.217
3937,9.34
3938,8.767
3939,8.775
3940,8.972
3941,9.545
3942,10.307
3943,9.02
3944,9.314
3945,8.793
3946,8.239
3947,8.291
3948,8.838
3949,8.492
3950,8.451
3951,8.265
3952,8.209
3953,8.325
3954,8.845
3955,10.132
3956,9.296
3957,9.452
3958,9.318
3959,9.288
3960,10.047
3961,9.794
3962,9.176
3963,9.641
3964,9.478
3965,8.611
3966,8.291
3967,7.593
3968,7.772
3969,7.476
3970,6.956
3971,6.993
3972,6.844
3973,7.082
3974,7.09
3975,7.067
3976,6.792
3977,7.149
3978,7.469
3979,7.484
3980,8.154
3981,7.975
3982,8.711
3983,8.555
3984,9.232
3985,9.083
3986,8.537
3987,8.961
3988,8.503
3989,8.607
3990,8.194
3991,8.061
3992,7.994
3993,8.41
3994,7.622
3995,7.99
3996,8.042
3997,7.603
3998,8.001
3999,7.858
4000,7.571
4001,7.961
4002,7.852
4003,7.333
4004,7.813
4005,8.381
4006,7.857
4007,8.325
4008,8.057
4009,8.173
4010,8.337
4011,8.209
4012,7.899
4013,8.882
4014,8.574
4015,9.363
4016,8.825
4017,8.409
4018,8.999
4019,8.664
4020,8.808
4021,8.605
4022,8.077
4023,8.421
4024,7.876
4025,7.643
4026,7.677
4027,7.633
4028,7.417
4029,7.194
4030,7.219
4031,7.372
4032,7.397
4033,7.546
4034,7.65
4035,7.715
4036,7.933
4037,7.91
4038,7.707
4039,8.119
4040,8.574
4041,8.263
4042,8.009
4043,8.698
4044,8.334
4045,8.533
4046,8.45
4047,8.135
4048,7.825
4049,8.52
4050,7.808
4051,8.127
4052,8.08
4053,7.649
4054,7.627
4055,7.413
4056,7.349
4057,8.004
4058,7.64
4059,7.878
4060,7.66
4061,7.529
4062,7.745
4063,7.874
4064,7.509
4065,7.866
4066,8.174
4067,7.821
4068,7.791
4069,7.8
4070,7.618
4071,7.713
4072,7.897
4073,7.739
4074,7.839
4075,7.682
4076,8.008
4077,8.496
4078,8.022
4079,8.361
4080,8.228
4081,8.328
4082,8.256
4083,8.057
4084,8.015
4085,7.978
4086,8.502
4087,8.784
4088,8.502
4089,8.73
