depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
3.75,Carbon-14,109253,60,870,NA,NA
61.25,Carbon-14,109254,100,2960,NA,NA
102.5,Carbon-14,109255,120,3340,NA,NA
142.5,Carbon-14,109256,100,4520,NA,Date rejected as too old.
225,Carbon-14,109257,110,4520,NA,NA
265,Carbon-14,109258,70,970,NA,NA
287.5,Carbon-14,109259,140,4690,NA,NA
