depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
410,Carbon-14,111115,80,5560,NA,NA
535,Carbon-14,111116,80,7200,NA,NA
575,Carbon-14,111117,340,5090,NA,NA
