depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,636.2,15.514,-18.886,-1.707,633.286
2.5,738,16.4,-18.171,-0.531,730.714
5,839.9,16.5,-16.229,0.68,823.571
7.5,941.7,16.914,-15.629,1.115,857
10,1043.6,16.586,-16.129,0.929,901.429
12.5,1145.5,16.586,-16.129,0.929,901.429
15,1247.3,16.929,-15.3,1.469,928.857
17.5,1349.2,16.471,-16.686,0.542,837.571
20,1451.1,16.743,-15.257,1.327,909.143
22.5,1552.9,16.586,-16.129,0.929,901.429
25,1654.8,16.586,-16.129,0.929,901.429
27.5,1756.7,16.586,-16.129,0.929,901.429
30,1858.5,16.586,-16.129,0.929,901.429
32.5,1960.4,16.929,-15.3,1.469,928.857
35,2062.3,16.586,-16.129,0.929,901.429
37.5,2164.1,13.443,-9.914,1.692,1117.286
40,2266,16.929,-15.3,1.469,928.857
42.5,2367.9,16.929,-15.3,1.469,928.857
45,2469.7,13.286,-17.114,-2.248,875.286
47.5,2571.6,16.586,-16.129,0.929,901.429
50,2673.5,13.257,-3.886,4.511,1505
52.5,2775.3,14,-1.129,6.223,2020.286
55,2877.2,13.129,-1.729,5.475,1992.857
57.5,2979.1,16.586,-16.129,0.929,901.429
60,3080.9,12.657,-3.629,4.311,1751.286
62.5,3146.9,12.314,-4.571,3.688,1501.857
65,3176.9,12.471,-7.443,2.44,1389.143
67.5,3207,16.929,-14.929,1.824,929.286
70,3237.1,16.743,-15.257,1.327,909.143
72.5,3267.1,12.157,-6.214,2.757,1276.571
75,3297.2,16.929,-15.3,1.469,928.857
77.5,3327.3,12.114,-7.371,2.157,1122.143
80,3357.3,11.571,-8.114,1.531,1171
82.5,3387.4,12.343,-9.571,1.31,1170.571
85,3417.4,12.086,-7.214,2.048,1436.143
87.5,3447.5,12.243,-6.029,2.923,1680.286
90,3477.6,8.243,-30.614,-12.407,237.286
92.5,3507.6,11.571,-8.114,1.531,1171
95,3537.7,12.014,-7.271,2.094,1163.714
97.5,3567.8,11.914,-8.129,1.633,1285.714
100,3597.8,12.057,-6.3,2.623,1904.714
102.5,3627.9,12.314,-4.829,3.531,1711.857
105,3658.9,12.829,-8.357,1.93,1657.286
107.5,3689.9,14.029,-4.371,4.749,1848.714
110,3720.8,13.029,-15.9,-1.729,1028.714
112.5,3751.8,12.929,-22.429,-5.511,320.714
115,3782.8,16.743,-15.257,1.327,909.143
117.5,3813.8,11.829,-11.843,-0.489,1326
120,3844.8,16.271,-17.343,-0.308,745.571
122.5,3875.8,16.743,-15.257,1.327,909.143
125,3906.8,12.143,-6.571,2.548,1997.286
127.5,3937.7,12.057,-6.114,2.694,1318.143
130,3968.7,12.129,-7.571,1.92,1506.857
132.5,3999.7,16.929,-14.929,1.824,929.286
135,4030.7,16.5,-16.229,0.68,823.571
137.5,4061.7,14.386,-19.614,-2.813,536.143
140,4092.7,12.243,-7.171,2.358,1526
142.5,4123.7,11.829,-21.671,-6.299,267.857
145,4154.6,12.343,-10.457,0.613,1466.286
147.5,4185.6,12.057,-6.3,2.623,1904.714
150,4216.6,12.057,-6.3,2.623,1904.714
152.5,4247.6,12.143,-6.571,2.548,1997.286
155,4278.6,12.143,-6.571,2.548,1997.286
157.5,4309.6,12.057,-6.3,2.623,1904.714
160,4340.6,12.057,-6.3,2.623,1904.714
162.5,4371.5,13.014,-4.3,4.05,2050.571
165,4402.5,12.157,-7.386,2.282,1873.571
167.5,4433.5,13.014,-4.3,4.05,2050.571
170,4464.5,12.114,-8.329,1.637,987.429
172.5,4495.5,12.243,-6.029,2.923,1680.286
175,4526.5,12.1,-14.071,-1.639,752.286
177.5,4557.5,13.2,-4.029,4.35,1826.143
180,4588.4,12.5,-5.271,3.38,1526
182.5,4619.4,11.914,-7.171,2.154,1420.429
185,4650.4,12.057,-6.3,2.623,1904.714
187.5,4681.4,13.014,-4.3,4.05,2050.571
190,4712.4,12.057,-6.3,2.623,1904.714
192.5,4743.4,12.057,-6.3,2.623,1904.714
195,4774.4,16.929,-15.3,1.469,928.857
197.5,4805.4,16.929,-15.3,1.469,928.857
200,4836.3,12.057,-6.3,2.623,1904.714
202.5,4867.3,12.057,-6.3,2.623,1904.714
205,4898.3,10.671,-26.657,-9.123,227.429
207.5,4929.3,12.143,-6.571,2.548,1997.286
210,4960.3,12.671,-5.914,3.168,1715.286
212.5,4991.3,12.243,-6.971,2.436,1410.286
215,5022.3,12.414,-11.029,0.536,1359.286
217.5,5053.2,12.029,-9.486,0.969,1600.143
220,5084.2,11.871,-9.471,0.899,1506.857
222.5,5115.2,16.471,-16.686,0.542,837.571
225,5146.2,12.343,-7.071,2.376,1153.571
227.5,5155.7,12.143,-6.571,2.548,1997.286
230,5165.1,12.3,-6.329,2.823,1771.286
232.5,5174.6,12.143,-6.571,2.548,1997.286
235,5184.1,12.229,-6.914,2.406,2079
237.5,5193.6,11.171,-19.371,-4.708,720.143
240,5203,11.957,-10.629,0.427,1604
242.5,5212.5,11.457,-19.1,-4.492,600.286
245,5222,12.757,-6.186,3.093,1807.857
247.5,5231.4,11.586,-23,-6.38,524
250,5240.9,10.814,-23.629,-7.164,509.571
252.5,5250.4,12.486,-13.186,-0.768,1195.286
255,5259.8,12.229,-15.729,-2.3,949.714
257.5,5269.3,16.557,-14.171,1.494,1024
260,5278.8,13.257,-3.886,4.511,1505
262.5,5288.3,13.443,-18.843,-3.118,661
265,5297.7,12.414,-22.543,-5.842,316
267.5,5307.2,12.814,-14.786,-1.669,686.857
270,5316.7,11.357,-20.214,-5.477,333.286
272.5,5326.1,12.057,-6.3,2.623,1904.714
275,5335.6,13.357,-3.529,4.717,1897.143
277.5,5345.1,13.014,-4.3,4.05,2050.571
280,5354.5,13.329,-6.457,2.852,1557.286
282.5,5364,12.143,-6.571,2.548,1997.286
285,5373.5,12.757,-10.571,0.82,1675.571
287.5,5383,12.243,-7.171,2.358,1526
290,5392.4,12.057,-6.3,2.623,1904.714
