depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
337.5,Carbon-14,109176,60,4050,peat,Hemlock minimum
497.5,Carbon-14,109177,70,7040,peat,Hemlock rise
576,Carbon-14,109178,150,8430,gyttja,NA
