depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,93,18.443,-10.943,4.457,1024.857
15,280,18.229,-10.629,4.468,1020.714
25,466,18.629,-10.871,4.56,1030
50,933,18.229,-11.114,4.267,1035
75,1399,18.729,-10.043,5.008,1015.429
100,1834,18.657,-11.386,4.444,1026.143
125,1995,18.886,-10.429,4.893,1016.429
150,2155,18.971,-9.871,5.213,979.429
175,2315,19.086,-9.114,5.632,946.143
200,2476,18.971,-10.3,5.043,1021.714
210,2540,18.829,-10.386,4.92,1002.714
225,2636,18.843,-10.029,5.036,987.429
250,2796,18.657,-10.729,4.667,1014.714
260,2860,19.171,-10.043,5.306,947.571
275,2957,18.357,-12.557,3.823,1015.429
285,3021,18.857,-11.686,4.458,977.857
300,3117,19.071,-9.657,5.415,957.286
325,3277,18.6,-10.429,4.845,991.857
350,3438,18.6,-10.729,4.648,1034.857
360,3502,18.629,-11.871,4.251,986.429
375,3598,18.814,-10.529,4.92,952.429
385,3814,18.2,-10.986,4.332,1067.143
400,4215,18.5,-10.829,4.592,1024
415,4615,19.243,-10.443,5.149,877.714
425,4776,18.571,-10.329,4.76,997.857
435,4937,19,-9.8,5.242,1007.571
450,5178,19,-10.643,4.929,878.143
465,5419,19.271,-10.057,5.345,888.857
475,5580,19.514,-10.171,5.408,888.143
485,5741,18.743,-10.1,4.979,959.857
500,5982,19.2,-9.614,5.427,887.429
515,6223,18.743,-9.586,5.158,951.857
525,6384,18.743,-9.586,5.158,951.857
540,6626,18.971,-10.629,4.907,875.286
550,6786,19.357,-11.129,4.957,835.429
560,6947,18.757,-11.657,4.3,909.429
575,7188,18.886,-13.029,3.864,832.714
585,7349,18.743,-12.929,3.825,849.714
600,7590,18.814,-12.757,3.845,833.857
610,7751,18.886,-11.057,4.477,801.143
625,7993,18.343,-13.957,3.227,769.571
640,8234,18.3,-13.757,3.256,892.857
650,8380,17.886,-12.586,3.357,914.714
660,8484,17.543,-13.657,2.855,945
670,8588,17.857,-12.471,3.437,968.429
675,8640,18.043,-12.057,3.743,1008.857
685,8744,17.843,-13.257,3.001,922.429
690,8796,18.7,-12,4.083,870.143
695,8848,18.871,-11.286,4.411,1063.714
700,8900,19.314,-10.414,5.036,890.857
705,9052,18.929,-11.071,4.587,966.714
710,9303,18.614,-10.8,4.449,882.286
715,9555,19.143,-12.757,4.251,796
720,9806,10.471,-20.4,-4.237,549.571
725,10058,11.243,-21.486,-4.833,477
