depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,13.229,-10,0.857,473.143
12,637,13.229,-10.014,0.856,473.714
24,1260,13.243,-9.371,1.239,559.143
36,1542,14.029,-9.4,1.701,514.857
48,1878,12.886,-10.271,0.54,491.429
60,2227,13.014,-10.314,0.604,491
72,2606,12.771,-10.386,0.452,505.571
84,2878,13.943,-9.4,1.48,482.714
96,3278,15,-8.486,2.614,463
102,3424,10.686,-11.529,-0.919,643.714
112,3708,11.7,-11.2,-0.046,579.286
124,4133,10.929,-11.343,-0.59,612.714
136,4578,11.871,-10.5,0.09,608.857
148,4976,10.7,-11.4,-0.79,653.143
160,5472,11.871,-10.457,0.106,613.571
172,5792,10.557,-11.443,-0.813,597.429
184,6219,10.871,-11.114,-0.55,622.857
196,6564,12.343,-10.343,0.39,601.286
204,6842,10.414,-11.357,-0.918,638.857
212,7173,11.086,-11.3,-0.517,566.571
224,7496,11.257,-10.686,-0.262,651.286
236,7792,11.957,-10.343,0.096,583.143
248,8130,10.657,-11.771,-0.899,643
260,8467,10.814,-11.443,-0.725,578
272,8963,11.586,-11.071,-0.232,585.286
284,9421,12.029,-10.257,0.271,544.857
296,9716,10.914,-11.171,-0.501,588.429
308,10267,13.871,-9.543,1.564,470.429
317,10599,12.743,-10.286,0.489,510.286
329,11172,NA,NA,NA,NA
341,11674,NA,NA,NA,NA
353,12363,NA,NA,NA,NA
365,12808,NA,NA,NA,NA
377,13052,NA,NA,NA,NA
389,13341,NA,NA,NA,NA
401,13728,NA,NA,NA,NA
413,14069,NA,NA,NA,NA
423,14706,NA,NA,NA,NA
435,15174,NA,NA,NA,NA
447,15652,NA,NA,NA,NA
459,16146,NA,NA,NA,NA
471,16602,NA,NA,NA,NA
479,16904,NA,NA,NA,NA
495,17777,NA,NA,NA,NA
507,18443,NA,NA,NA,NA
511,18570,NA,NA,NA,NA
