depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-27,11.057,-11.186,-0.324,641.857
4,234,10.4,-11.857,-0.96,650.143
8,454,11.457,-10.943,0.026,630.286
12,602,12.271,-10.414,0.717,609.857
16,749,11.386,-11.271,-0.136,622.714
20,950,11.186,-11.4,-0.316,626.857
24,1182,12.643,-9.886,1.133,608.429
28,1365,11.671,-11.271,0.051,614.571
32,1721,12.071,-10.543,0.537,614
36,2257,12.643,-9.886,1.133,608.429
40,2804,11.086,-11.2,-0.318,636
44,3355,11.429,-11.014,-0.039,624.571
48,3872,12.271,-10.414,0.717,609.857
52,4490,11.429,-11.014,-0.039,624.571
56,5070,11.071,-11.457,-0.404,630
60,5648,11.371,-11.214,-0.167,654.714
64,6157,11.371,-11.214,-0.167,654.714
68,6507,11.043,-11.614,-0.492,664.286
72,6656,12.643,-9.914,1.121,607.429
76,6792,12.586,-10.143,0.969,634.571
80,6943,12.414,-10.014,0.9,641.714
84,7123,11.443,-10.886,-0.001,661.857
88,7261,11.686,-10.5,0.271,660
92,7371,12.743,-9.8,1.183,634.429
96,7470,12.414,-10.014,0.9,641.714
100,7560,11.614,-10.6,0.19,655
104,7651,12.357,-10.1,0.844,641.286
108,7789,12.186,-10.271,0.706,611.286
112,8001,12.186,-10.257,0.711,611.571
116,8238,12.2,-10.1,0.776,623
120,8439,11.443,-11.071,-0.027,619.286
124,8645,12.186,-10.257,0.711,611.571
128,9033,11.429,-10.786,0.042,627.143
132,9385,12.014,-10.357,0.567,617.571
136,9590,11.086,-10.971,-0.237,638.571
140,10094,11.086,-10.971,-0.237,638.571
144,10351,11.271,-11.129,-0.168,625.429
148,10710,10.943,-11.343,-0.445,634.143
152,11196,NA,NA,NA,NA
156,11577,NA,NA,NA,NA
160,12125,NA,NA,NA,NA
164,12738,NA,NA,NA,NA
168,13003,NA,NA,NA,NA
172,13317,NA,NA,NA,NA
176,13724,NA,NA,NA,NA
180,14093,NA,NA,NA,NA
184,14907,NA,NA,NA,NA
188,15300,NA,NA,NA,NA
192,15776,NA,NA,NA,NA
196,16223,NA,NA,NA,NA
200,16645,NA,NA,NA,NA
204,17070,NA,NA,NA,NA
208,17747,NA,NA,NA,NA
212,18188,NA,NA,NA,NA
216,18684,NA,NA,NA,NA
220,18880,NA,NA,NA,NA
224,19108,NA,NA,NA,NA
228,19435,NA,NA,NA,NA
232,19777,NA,NA,NA,NA
236,20060,NA,NA,NA,NA
