year (AD),age (BP),temperature (degC)
1950,0,16.1
1816,134,15.6
1549,401,14.6
1420,530,14.6
1152,798,15.7
889,1061,15.9
359,1591,15.6
92,1858,16.2
-702,2652,16.1
-969,2919,16
-1232,3182,15.9
-1762,3712,15.5
-2025,3975,14.5
-2293,4243,15.1
-2555,4505,15.1
-2823,4773,15.5
-3353,5303,15.1
-3884,5834,15.4
-4414,6364,14.8
-4944,6894,15.5
-5474,7424,16.4
-6005,7955,16.6
-6268,8218,16.8
-6798,8748,14.6
-7061,9011,15.4
-7328,9278,14.2
-7809,9759,14
-8274,10224,13.2
