year (AD),age (yr BP),Temp (degC)
-356.4404,2306.4404,1.5967
-359.2694,2309.2694,1.5853
-362.0983,2312.0983,1.5713
-364.9273,2314.9273,1.5538
-367.7562,2317.7562,1.5327
-370.5852,2320.5852,1.5082
-373.4141,2323.4141,1.4813
-376.2431,2326.2431,1.4532
-379.0721,2329.0721,1.4255
-381.901,2331.901,1.4003
-384.73,2334.73,1.3795
-387.5589,2337.5589,1.365
-390.3879,2340.3879,1.3581
-393.2168,2343.2168,1.3594
-396.0458,2346.0458,1.3684
-398.8748,2348.8748,1.3836
-401.7037,2351.7037,1.4031
-404.5327,2354.5327,1.4251
-407.3616,2357.3616,1.4485
-410.1906,2360.1906,1.4725
-413.0195,2363.0195,1.4973
-415.8485,2365.8485,1.5234
-418.6775,2368.6775,1.5511
-421.5064,2371.5064,1.5805
-424.3354,2374.3354,1.6116
-427.1643,2377.1643,1.6434
-429.9933,2379.9933,1.6752
-432.8222,2382.8222,1.7057
-435.6512,2385.6512,1.734
-438.4801,2388.4801,1.7592
-441.3091,2391.3091,1.7809
-444.1381,2394.1381,1.7985
-446.967,2396.967,1.8119
-449.796,2399.796,1.8211
-452.6249,2402.6249,1.8263
-455.4539,2405.4539,1.8279
-458.2828,2408.2828,1.827
-461.1118,2411.1118,1.8244
-463.9408,2413.9408,1.8212
-466.7697,2416.7697,1.818
-469.5987,2419.5987,1.8149
-472.4276,2422.4276,1.8115
-475.2566,2425.2566,1.8072
-478.0855,2428.0855,1.801
-480.9145,2430.9145,1.792
-483.7435,2433.7435,1.7798
-486.5724,2436.5724,1.7642
-489.4014,2439.4014,1.7458
-492.2303,2442.2303,1.7253
-495.0593,2445.0593,1.7041
-497.8882,2447.8882,1.6833
-500.7172,2450.7172,1.664
-503.5461,2453.5461,1.6471
-506.3751,2456.3751,1.633
-509.2041,2459.2041,1.6215
-512.033,2462.033,1.612
-514.862,2464.862,1.6035
-517.6909,2467.6909,1.5945
-520.5199,2470.5199,1.5838
-523.3488,2473.3488,1.5704
-526.1778,2476.1778,1.5537
-529.0068,2479.0068,1.5337
-531.8357,2481.8357,1.511
-534.6647,2484.6647,1.4864
-537.4936,2487.4936,1.4609
-540.3226,2490.3226,1.4353
-543.1515,2493.1515,1.4107
-545.9805,2495.9805,1.3878
-548.8095,2498.8095,1.3677
-551.6384,2501.6384,1.3511
-554.4674,2504.4674,1.3385
-557.2963,2507.2963,1.3303
-560.1253,2510.1253,1.3265
-562.9542,2512.9542,1.3267
-565.7832,2515.7832,1.3303
-568.6122,2518.6122,1.3369
-571.4411,2521.4411,1.3458
-574.2701,2524.2701,1.3567
-577.099,2527.099,1.3694
-579.928,2529.928,1.384
-582.7569,2532.7569,1.4001
-585.5859,2535.5859,1.4176
-588.4148,2538.4148,1.4359
-591.2438,2541.2438,1.4541
-594.0728,2544.0728,1.4714
-596.9017,2546.9017,1.4868
-599.7307,2549.7307,1.4995
-602.5596,2552.5596,1.5087
-605.3886,2555.3886,1.5141
-608.2175,2558.2175,1.5152
-611.0465,2561.0465,1.5121
-613.8755,2563.8755,1.5049
-616.7044,2566.7044,1.4944
-619.5334,2569.5334,1.4813
-622.3623,2572.3623,1.4671
-625.1913,2575.1913,1.4532
-628.0202,2578.0202,1.441
-630.8492,2580.8492,1.4317
-633.6782,2583.6782,1.4259
-636.5071,2586.5071,1.4237
-639.3361,2589.3361,1.4247
-642.165,2592.165,1.428
-644.994,2594.994,1.4325
-647.8229,2597.8229,1.4373
-650.6519,2600.6519,1.4415
-653.4808,2603.4808,1.4446
-656.3098,2606.3098,1.4462
-659.1388,2609.1388,1.4466
-661.9677,2611.9677,1.4461
-664.7967,2614.7967,1.4451
-667.6256,2617.6256,1.4445
-670.4546,2620.4546,1.4451
-673.2835,2623.2835,1.4475
-676.1125,2626.1125,1.4524
-678.9415,2628.9415,1.4598
-681.7704,2631.7704,1.4695
-684.5994,2634.5994,1.4811
-687.4283,2637.4283,1.4941
-690.2573,2640.2573,1.508
-693.0862,2643.0862,1.5226
-695.9152,2645.9152,1.5375
-698.7442,2648.7442,1.5526
-701.5731,2651.5731,1.5676
-704.4021,2654.4021,1.5824
-707.231,2657.231,1.5968
-710.06,2660.06,1.6106
-712.8889,2662.8889,1.6237
-715.7179,2665.7179,1.6359
-718.5469,2668.5469,1.6472
-721.3758,2671.3758,1.6576
-724.2048,2674.2048,1.6672
-727.0337,2677.0337,1.6762
-729.8627,2679.8627,1.6851
-732.6916,2682.6916,1.6942
-735.5206,2685.5206,1.7035
-738.3495,2688.3495,1.7133
-741.1785,2691.1785,1.7237
-744.0075,2694.0075,1.7347
-746.8364,2696.8364,1.7467
-749.6654,2699.6654,1.7599
-752.4943,2702.4943,1.7744
-755.3233,2705.3233,1.7898
-758.1522,2708.1522,1.8058
-760.9812,2710.9812,1.8218
-763.8102,2713.8102,1.8371
-766.6391,2716.6391,1.8514
-769.4681,2719.4681,1.8648
-772.297,2722.297,1.8775
-775.126,2725.126,1.8898
-777.9549,2727.9549,1.902
-780.7839,2730.7839,1.9139
-783.6129,2733.6129,1.9253
-786.4418,2736.4418,1.9355
-789.2708,2739.2708,1.9442
-792.0997,2742.0997,1.951
-794.9287,2744.9287,1.9557
-797.7576,2747.7576,1.9584
-800.5866,2750.5866,1.9592
-803.4155,2753.4155,1.9584
-806.2445,2756.2445,1.9562
-809.0735,2759.0735,1.9527
-811.9024,2761.9024,1.948
-814.7314,2764.7314,1.9425
-817.5603,2767.5603,1.9367
-820.3893,2770.3893,1.931
-823.2182,2773.2182,1.9262
-826.0472,2776.0472,1.9229
-828.8762,2778.8762,1.9213
-831.7051,2781.7051,1.922
-834.5341,2784.5341,1.9249
-837.363,2787.363,1.93
-840.192,2790.192,1.9372
-843.0209,2793.0209,1.9461
-845.8499,2795.8499,1.9565
-848.6789,2798.6789,1.9683
-851.5078,2801.5078,1.9812
-854.3368,2804.3368,1.9953
-857.1657,2807.1657,2.0108
-859.9947,2809.9947,2.0282
-862.8236,2812.8236,2.0479
-865.6526,2815.6526,2.0703
-868.4816,2818.4816,2.0958
-871.3105,2821.3105,2.1241
-874.1395,2824.1395,2.155
-876.9684,2826.9684,2.1877
-879.7974,2829.7974,2.2213
-882.6263,2832.6263,2.2548
-885.4553,2835.4553,2.2877
-888.2842,2838.2842,2.3196
-891.1132,2841.1132,2.3504
-893.9422,2843.9422,2.3806
-896.7711,2846.7711,2.4108
-899.6001,2849.6001,2.4415
-902.429,2852.429,2.473
-905.258,2855.258,2.5051
-908.0869,2858.0869,2.5372
-910.9159,2860.9159,2.5684
-913.7449,2863.7449,2.5977
-916.5738,2866.5738,2.6244
-919.4028,2869.4028,2.6479
-922.2317,2872.2317,2.6681
-925.0607,2875.0607,2.6853
-927.8896,2877.8896,2.6997
-930.7186,2880.7186,2.7118
-933.5476,2883.5476,2.7216
-936.3765,2886.3765,2.729
-939.2055,2889.2055,2.7333
-942.0344,2892.0344,2.7339
-944.8634,2894.8634,2.7301
-947.6923,2897.6923,2.7216
-950.5213,2900.5213,2.7087
-953.3502,2903.3502,2.6922
-956.1792,2906.1792,2.6734
-959.0082,2909.0082,2.6535
-961.8371,2911.8371,2.6337
-964.6661,2914.6661,2.6143
-967.495,2917.495,2.5952
-970.324,2920.324,2.5757
-973.1529,2923.1529,2.5551
-975.9819,2925.9819,2.5327
-978.8109,2928.8109,2.5083
-981.6398,2931.6398,2.4822
-984.4688,2934.4688,2.4549
-987.2977,2937.2977,2.4272
-990.1267,2940.1267,2.3997
-992.9556,2942.9556,2.3729
-995.7846,2945.7846,2.3466
-998.6136,2948.6136,2.3208
-1001.4425,2951.4425,2.2951
-1004.2715,2954.2715,2.2692
-1007.1004,2957.1004,2.2432
-1009.9294,2959.9294,2.2169
-1012.7583,2962.7583,2.1904
-1015.5873,2965.5873,2.1635
-1018.4162,2968.4162,2.1361
-1021.2452,2971.2452,2.1075
-1024.0742,2974.0742,2.0775
-1026.9031,2976.9031,2.0455
-1029.7321,2979.7321,2.0114
-1032.561,2982.561,1.9754
-1035.39,2985.39,1.9378
-1038.2189,2988.2189,1.8987
-1041.0479,2991.0479,1.8585
-1043.8769,2993.8769,1.8169
-1046.7058,2996.7058,1.7735
-1049.5348,2999.5348,1.7275
-1052.3637,3002.3637,1.678
-1055.1927,3005.1927,1.6243
-1058.0216,3008.0216,1.5658
-1060.8506,3010.8506,1.5022
-1063.6796,3013.6796,1.4336
-1066.5085,3016.5085,1.3604
-1069.3375,3019.3375,1.2837
-1072.1664,3022.1664,1.2048
-1074.9954,3024.9954,1.1252
-1077.8243,3027.8243,1.0461
-1080.6533,3030.6533,0.96842
-1083.4823,3033.4823,0.89246
-1086.3112,3036.3112,0.81779
-1089.1402,3039.1402,0.74356
-1091.9691,3041.9691,0.66879
-1094.7981,3044.7981,0.59267
-1097.627,3047.627,0.51483
-1100.456,3050.456,0.43541
-1103.2849,3053.2849,0.35494
-1106.1139,3056.1139,0.27416
-1108.9429,3058.9429,0.19383
-1111.7718,3061.7718,0.1145
-1114.6008,3064.6008,0.036451
-1117.4297,3067.4297,-0.040167
-1120.2587,3070.2587,-0.11525
-1123.0876,3073.0876,-0.18861
-1125.9166,3075.9166,-0.26003
-1128.7456,3078.7456,-0.32932
-1131.5745,3081.5745,-0.39651
-1134.4035,3084.4035,-0.46178
-1137.2324,3087.2324,-0.52531
-1140.0614,3090.0614,-0.58691
-1142.8903,3092.8903,-0.64578
-1145.7193,3095.7193,-0.70032
-1148.5483,3098.5483,-0.74826
-1151.3772,3101.3772,-0.78705
-1154.2062,3104.2062,-0.81426
-1157.0351,3107.0351,-0.828
-1159.8641,3109.8641,-0.82711
-1162.693,3112.693,-0.81115
-1165.522,3115.522,-0.78031
-1168.3509,3118.3509,-0.73522
-1171.1799,3121.1799,-0.67693
-1174.0089,3124.0089,-0.60696
-1176.8378,3126.8378,-0.52737
-1179.6668,3129.6668,-0.44085
-1182.4957,3132.4957,-0.35052
-1185.3247,3135.3247,-0.25965
-1188.1536,3138.1536,-0.17115
-1190.9826,3140.9826,-0.087119
-1193.8116,3143.8116,-0.0086436
-1196.6405,3146.6405,0.064168
-1199.4695,3149.4695,0.13181
-1202.2984,3152.2984,0.19488
-1205.1274,3155.1274,0.25375
-1207.9563,3157.9563,0.30839
-1210.7853,3160.7853,0.35853
-1213.6143,3163.6143,0.40383
-1216.4432,3166.4432,0.44411
-1219.2722,3169.2722,0.47932
-1222.1011,3172.1011,0.50949
-1224.9301,3174.9301,0.53468
-1227.759,3177.759,0.55491
-1230.588,3180.588,0.57021
-1233.417,3183.417,0.58057
-1236.2459,3186.2459,0.58589
-1239.0749,3189.0749,0.58594
-1241.9038,3191.9038,0.5804
-1244.7328,3194.7328,0.56893
-1247.5617,3197.5617,0.55145
-1250.3907,3200.3907,0.52817
-1253.2196,3203.2196,0.49971
-1256.0486,3206.0486,0.46694
-1258.8776,3208.8776,0.43085
-1261.7065,3211.7065,0.39234
-1264.5355,3214.5355,0.3521
-1267.3644,3217.3644,0.31055
-1270.1934,3220.1934,0.26785
-1273.0223,3223.0223,0.22402
-1275.8513,3225.8513,0.17905
-1278.6803,3228.6803,0.13305
-1281.5092,3231.5092,0.086322
-1284.3382,3234.3382,0.039322
-1287.1671,3237.1671,-0.007399
-1289.9961,3239.9961,-0.053346
-1292.825,3242.825,-0.098195
-1295.654,3245.654,-0.14185
-1298.483,3248.483,-0.18443
-1301.3119,3251.3119,-0.22617
-1304.1409,3254.1409,-0.26734
-1306.9698,3256.9698,-0.30817
-1309.7988,3259.7988,-0.34876
-1312.6277,3262.6277,-0.38904
-1315.4567,3265.4567,-0.42875
-1318.2856,3268.2856,-0.46748
-1321.1146,3271.1146,-0.50464
-1323.9436,3273.9436,-0.5395
-1326.7725,3276.7725,-0.57122
-1329.6015,3279.6015,-0.5989
-1332.4304,3282.4304,-0.62161
-1335.2594,3285.2594,-0.63848
-1338.0883,3288.0883,-0.64884
-1340.9173,3290.9173,-0.65237
-1343.7463,3293.7463,-0.64913
-1346.5752,3296.5752,-0.63969
-1349.4042,3299.4042,-0.62503
-1352.2331,3302.2331,-0.60649
-1355.0621,3305.0621,-0.58564
-1357.891,3307.891,-0.56409
-1360.72,3310.72,-0.54345
-1363.549,3313.549,-0.52514
-1366.3779,3316.3779,-0.51041
-1369.2069,3319.2069,-0.50021
-1372.0358,3322.0358,-0.49521
-1374.8648,3324.8648,-0.49575
-1377.6937,3327.6937,-0.50187
-1380.5227,3330.5227,-0.51334
-1383.3516,3333.3516,-0.52977
-1386.1806,3336.1806,-0.55068
-1389.0096,3339.0096,-0.57564
-1391.8385,3341.8385,-0.6043
-1394.6675,3344.6675,-0.63646
-1397.4964,3347.4964,-0.67205
-1400.3254,3350.3254,-0.71114
-1403.1543,3353.1543,-0.75389
-1405.9833,3355.9833,-0.80054
-1408.8123,3358.8123,-0.85137
-1411.6412,3361.6412,-0.90667
-1414.4702,3364.4702,-0.96658
-1417.2991,3367.2991,-1.031
-1420.1281,3370.1281,-1.0996
-1422.957,3372.957,-1.1713
-1425.786,3375.786,-1.2449
-1428.615,3378.615,-1.3188
-1431.4439,3381.4439,-1.3914
-1434.2729,3384.2729,-1.4614
-1437.1018,3387.1018,-1.5277
-1439.9308,3389.9308,-1.5896
-1442.7597,3392.7597,-1.6471
-1445.5887,3395.5887,-1.7004
-1448.4177,3398.4177,-1.75
-1451.2466,3401.2466,-1.7966
-1454.0756,3404.0756,-1.8409
-1456.9045,3406.9045,-1.8836
-1459.7335,3409.7335,-1.9252
-1462.5624,3412.5624,-1.9662
-1465.3914,3415.3914,-2.0064
-1468.2203,3418.2203,-2.0459
-1471.0493,3421.0493,-2.0841
-1473.8783,3423.8783,-2.1209
-1476.7072,3426.7072,-2.156
-1479.5362,3429.5362,-2.1899
-1482.3651,3432.3651,-2.223
-1485.1941,3435.1941,-2.2562
-1488.023,3438.023,-2.29
-1490.852,3440.852,-2.3251
-1493.681,3443.681,-2.3613
-1496.5099,3446.5099,-2.3982
-1499.3389,3449.3389,-2.4344
-1502.1678,3452.1678,-2.4685
-1504.9968,3454.9968,-2.4987
-1507.8257,3457.8257,-2.5235
-1510.6547,3460.6547,-2.5417
-1513.4837,3463.4837,-2.5526
-1516.3126,3466.3126,-2.5565
-1519.1416,3469.1416,-2.5542
-1521.9705,3471.9705,-2.5475
-1524.7995,3474.7995,-2.5384
-1527.6284,3477.6284,-2.5291
-1530.4574,3480.4574,-2.5216
-1533.2863,3483.2863,-2.5175
-1536.1153,3486.1153,-2.5175
-1538.9443,3488.9443,-2.5217
-1541.7732,3491.7732,-2.5295
-1544.6022,3494.6022,-2.5397
-1547.4311,3497.4311,-2.5506
-1550.2601,3500.2601,-2.5607
-1553.089,3503.089,-2.5687
-1555.918,3505.918,-2.5736
-1558.747,3508.747,-2.5756
-1561.5759,3511.5759,-2.575
-1564.4049,3514.4049,-2.5729
-1567.2338,3517.2338,-2.5704
-1570.0628,3520.0628,-2.5684
-1572.8917,3522.8917,-2.5675
-1575.7207,3525.7207,-2.5675
-1578.5497,3528.5497,-2.5676
-1581.3786,3531.3786,-2.5669
-1584.2076,3534.2076,-2.5641
-1587.0365,3537.0365,-2.5583
-1589.8655,3539.8655,-2.5487
-1592.6944,3542.6944,-2.5354
-1595.5234,3545.5234,-2.5188
-1598.3524,3548.3524,-2.4997
-1601.1813,3551.1813,-2.479
-1604.0103,3554.0103,-2.458
-1606.8392,3556.8392,-2.4374
-1609.6682,3559.6682,-2.4181
-1612.4971,3562.4971,-2.4005
-1615.3261,3565.3261,-2.3845
-1618.155,3568.155,-2.3696
-1620.984,3570.984,-2.3551
-1623.813,3573.813,-2.3402
-1626.6419,3576.6419,-2.3244
-1629.4709,3579.4709,-2.3072
-1632.2998,3582.2998,-2.2887
-1635.1288,3585.1288,-2.2689
-1637.9577,3587.9577,-2.2482
-1640.7867,3590.7867,-2.2268
-1643.6157,3593.6157,-2.2048
-1646.4446,3596.4446,-2.1826
-1649.2736,3599.2736,-2.1605
-1652.1025,3602.1025,-2.1392
-1654.9315,3604.9315,-2.1192
-1657.7604,3607.7604,-2.1012
-1660.5894,3610.5894,-2.0855
-1663.4184,3613.4184,-2.072
-1666.2473,3616.2473,-2.0605
-1669.0763,3619.0763,-2.0504
-1671.9052,3621.9052,-2.0413
-1674.7342,3624.7342,-2.0324
-1677.5631,3627.5631,-2.0235
-1680.3921,3630.3921,-2.0144
-1683.221,3633.221,-2.0051
-1686.05,3636.05,-1.996
-1688.879,3638.879,-1.9877
-1691.7079,3641.7079,-1.9808
-1694.5369,3644.5369,-1.9761
-1697.3658,3647.3658,-1.9746
-1700.1948,3650.1948,-1.9769
-1703.0237,3653.0237,-1.9836
-1705.8527,3655.8527,-1.995
-1708.6817,3658.6817,-2.0109
-1711.5106,3661.5106,-2.0309
-1714.3396,3664.3396,-2.054
-1717.1685,3667.1685,-2.079
-1719.9975,3669.9975,-2.1042
-1722.8264,3672.8264,-2.128
-1725.6554,3675.6554,-2.1488
-1728.4844,3678.4844,-2.1654
-1731.3133,3681.3133,-2.1769
-1734.1423,3684.1423,-2.1832
-1736.9712,3686.9712,-2.1844
-1739.8002,3689.8002,-2.181
-1742.6291,3692.6291,-2.1738
-1745.4581,3695.4581,-2.1638
-1748.287,3698.287,-2.1517
-1751.116,3701.116,-2.1384
-1753.945,3703.945,-2.1246
-1756.7739,3706.7739,-2.1113
-1759.6029,3709.6029,-2.0993
-1762.4318,3712.4318,-2.0895
-1765.2608,3715.2608,-2.0828
-1768.0897,3718.0897,-2.0799
-1770.9187,3720.9187,-2.0812
-1773.7477,3723.7477,-2.0871
-1776.5766,3726.5766,-2.0972
-1779.4056,3729.4056,-2.1108
-1782.2345,3732.2345,-2.1269
-1785.0635,3735.0635,-2.1439
-1787.8924,3737.8924,-2.1601
-1790.7214,3740.7214,-2.1738
-1793.5504,3743.5504,-2.1836
-1796.3793,3746.3793,-2.1889
-1799.2083,3749.2083,-2.1896
-1802.0372,3752.0372,-2.1864
-1804.8662,3754.8662,-2.1806
-1807.6951,3757.6951,-2.1737
-1810.5241,3760.5241,-2.1673
-1813.3531,3763.3531,-2.1627
-1816.182,3766.182,-2.1602
-1819.011,3769.011,-2.1594
-1821.8399,3771.8399,-2.159
-1824.6689,3774.6689,-2.1571
-1827.4978,3777.4978,-2.1515
-1830.3268,3780.3268,-2.1402
-1833.1557,3783.1557,-2.1222
-1835.9847,3785.9847,-2.0971
-1838.8137,3788.8137,-2.066
-1841.6426,3791.6426,-2.0303
-1844.4716,3794.4716,-1.992
-1847.3005,3797.3005,-1.9529
-1850.1295,3800.1295,-1.9143
-1852.9584,3802.9584,-1.877
-1855.7874,3805.7874,-1.8415
-1858.6164,3808.6164,-1.8078
-1861.4453,3811.4453,-1.7758
-1864.2743,3814.2743,-1.7452
-1867.1032,3817.1032,-1.7157
-1869.9322,3819.9322,-1.6874
-1872.7611,3822.7611,-1.6602
-1875.5901,3825.5901,-1.6346
-1878.4191,3828.4191,-1.6112
-1881.248,3831.248,-1.591
-1884.077,3834.077,-1.5746
-1886.9059,3836.9059,-1.5627
-1889.7349,3839.7349,-1.5554
-1892.5638,3842.5638,-1.5527
-1895.3928,3845.3928,-1.5543
-1898.2217,3848.2217,-1.5602
-1901.0507,3851.0507,-1.5706
-1903.8797,3853.8797,-1.586
-1906.7086,3856.7086,-1.6069
-1909.5376,3859.5376,-1.6332
-1912.3665,3862.3665,-1.6644
-1915.1955,3865.1955,-1.699
-1918.0244,3868.0244,-1.7351
-1920.8534,3870.8534,-1.7707
-1923.6824,3873.6824,-1.8044
-1926.5113,3876.5113,-1.8354
-1929.3403,3879.3403,-1.8636
-1932.1692,3882.1692,-1.8895
-1934.9982,3884.9982,-1.9139
-1937.8271,3887.8271,-1.9371
-1940.6561,3890.6561,-1.9594
-1943.4851,3893.4851,-1.9807
-1946.314,3896.314,-2.0005
-1949.143,3899.143,-2.0182
-1951.9719,3901.9719,-2.0332
-1954.8009,3904.8009,-2.0454
-1957.6298,3907.6298,-2.0547
-1960.4588,3910.4588,-2.0614
-1963.2878,3913.2878,-2.0662
-1966.1167,3916.1167,-2.0698
-1968.9457,3918.9457,-2.0732
-1971.7746,3921.7746,-2.0772
-1974.6036,3924.6036,-2.0821
-1977.4325,3927.4325,-2.0883
-1980.2615,3930.2615,-2.0959
-1983.0904,3933.0904,-2.1047
-1985.9194,3935.9194,-2.1147
-1988.7484,3938.7484,-2.1256
-1991.5773,3941.5773,-2.1373
-1994.4063,3944.4063,-2.1498
-1997.2352,3947.2352,-2.1635
-2000.0642,3950.0642,-2.1789
-2002.8931,3952.8931,-2.1968
-2005.7221,3955.7221,-2.2178
-2008.5511,3958.5511,-2.2421
-2011.38,3961.38,-2.2697
-2014.209,3964.209,-2.2998
-2017.0379,3967.0379,-2.3314
-2019.8669,3969.8669,-2.3634
-2022.6958,3972.6958,-2.3946
-2025.5248,3975.5248,-2.4242
-2028.3538,3978.3538,-2.4516
-2031.1827,3981.1827,-2.4766
-2034.0117,3984.0117,-2.4991
-2036.8406,3986.8406,-2.5191
-2039.6696,3989.6696,-2.5363
-2042.4985,3992.4985,-2.5506
-2045.3275,3995.3275,-2.5614
-2048.1564,3998.1564,-2.5681
-2050.9854,4000.9854,-2.5701
-2053.8144,4003.8144,-2.5669
-2056.6433,4006.6433,-2.5579
-2059.4723,4009.4723,-2.5429
-2062.3012,4012.3012,-2.5218
-2065.1302,4015.1302,-2.4945
-2067.9591,4017.9591,-2.4614
-2070.7881,4020.7881,-2.423
-2073.6171,4023.6171,-2.3801
-2076.446,4026.446,-2.3335
-2079.275,4029.275,-2.2843
-2082.1039,4032.1039,-2.2335
-2084.9329,4034.9329,-2.1817
-2087.7618,4037.7618,-2.1293
-2090.5908,4040.5908,-2.0764
-2093.4198,4043.4198,-2.0231
-2096.2487,4046.2487,-1.9692
-2099.0777,4049.0777,-1.9153
-2101.9066,4051.9066,-1.8617
-2104.7356,4054.7356,-1.8092
-2107.5645,4057.5645,-1.7585
-2110.3935,4060.3935,-1.7101
-2113.2224,4063.2224,-1.6645
-2116.0514,4066.0514,-1.6218
-2118.8804,4068.8804,-1.5821
-2121.7093,4071.7093,-1.5451
-2124.5383,4074.5383,-1.5101
-2127.3672,4077.3672,-1.476
-2130.1962,4080.1962,-1.4411
-2133.0251,4083.0251,-1.4037
-2135.8541,4085.8541,-1.3618
-2138.6831,4088.6831,-1.3133
-2141.512,4091.512,-1.2569
-2144.341,4094.341,-1.1913
-2147.1699,4097.1699,-1.1159
-2149.9989,4099.9989,-1.0307
-2152.8278,4102.8278,-0.93632
-2155.6568,4105.6568,-0.83392
-2158.4858,4108.4858,-0.72524
-2161.3147,4111.3147,-0.61245
-2164.1437,4114.1437,-0.49796
-2166.9726,4116.9726,-0.38416
-2169.8016,4119.8016,-0.27314
-2172.6305,4122.6305,-0.16655
-2175.4595,4125.4595,-0.065478
-2178.2885,4128.2885,0.029516
-2181.1174,4131.1174,0.11828
-2183.9464,4133.9464,0.20091
-2186.7753,4136.7753,0.27765
-2189.6043,4139.6043,0.34863
-2192.4332,4142.4332,0.41382
-2195.2622,4145.2622,0.47287
-2198.0911,4148.0911,0.52514
-2200.9201,4150.9201,0.56971
-2203.7491,4153.7491,0.60549
-2206.578,4156.578,0.63144
-2209.407,4159.407,0.64663
-2212.2359,4162.2359,0.65041
-2215.0649,4165.0649,0.6425
-2217.8938,4167.8938,0.62295
-2220.7228,4170.7228,0.59219
-2223.5518,4173.5518,0.55089
-2226.3807,4176.3807,0.49988
-2229.2097,4179.2097,0.4401
-2232.0386,4182.0386,0.37262
-2234.8676,4184.8676,0.29874
-2237.6965,4187.6965,0.2201
-2240.5255,4190.5255,0.13881
-2243.3545,4193.3545,0.057365
-2246.1834,4196.1834,-0.021454
-2249.0124,4199.0124,-0.094785
-2251.8413,4201.8413,-0.15991
-2254.6703,4204.6703,-0.2145
-2257.4992,4207.4992,-0.2568
-2260.3282,4210.3282,-0.2859
-2263.1571,4213.1571,-0.30186
-2265.9861,4215.9861,-0.30583
-2268.8151,4218.8151,-0.29989
-2271.644,4221.644,-0.28681
-2274.473,4224.473,-0.2696
-2277.3019,4227.3019,-0.25102
-2280.1309,4230.1309,-0.23327
-2282.9598,4232.9598,-0.21769
-2285.7888,4235.7888,-0.2048
-2288.6178,4238.6178,-0.19447
-2291.4467,4241.4467,-0.18629
-2294.2757,4244.2757,-0.1798
-2297.1046,4247.1046,-0.17483
-2299.9336,4249.9336,-0.17146
-2302.7625,4252.7625,-0.17004
-2305.5915,4255.5915,-0.17093
-2308.4205,4258.4205,-0.17443
-2311.2494,4261.2494,-0.18058
-2314.0784,4264.0784,-0.18929
-2316.9073,4266.9073,-0.20034
-2319.7363,4269.7363,-0.21358
-2322.5652,4272.5652,-0.22893
-2325.3942,4275.3942,-0.24635
-2328.2232,4278.2232,-0.26578
-2331.0521,4281.0521,-0.28696
-2333.8811,4283.8811,-0.30945
-2336.71,4286.71,-0.33271
-2339.539,4289.539,-0.35616
-2342.3679,4292.3679,-0.37934
-2345.1969,4295.1969,-0.40197
-2348.0258,4298.0258,-0.42392
-2350.8548,4300.8548,-0.44529
-2353.6838,4303.6838,-0.46637
-2356.5127,4306.5127,-0.48769
-2359.3417,4309.3417,-0.50998
-2362.1706,4312.1706,-0.53397
-2364.9996,4314.9996,-0.56021
-2367.8285,4317.8285,-0.58880999999999994
-2370.6575,4320.6575,-0.61946
-2373.4865,4323.4865,-0.65148
-2376.3154,4326.3154,-0.68412
-2379.1444,4329.1444,-0.71675
-2381.9733,4331.9733,-0.74888
-2384.8023,4334.8023,-0.78012
-2387.6312,4337.6312,-0.80991
-2390.4602,4340.4602,-0.83741
-2393.2892,4343.2892,-0.8617
-2396.1181,4346.1181,-0.882
-2398.9471,4348.9471,-0.89814
-2401.776,4351.776,-0.91076
-2404.605,4354.605,-0.92133
-2407.4339,4357.4339,-0.93182
-2410.2629,4360.2629,-0.94417
-2413.0918,4363.0918,-0.95989
-2415.9208,4365.9208,-0.9796
-2418.7498,4368.7498,-1.0031
-2421.5787,4371.5787,-1.0294
-2424.4077,4374.4077,-1.0573
-2427.2366,4377.2366,-1.0857
-2430.0656,4380.0656,-1.1143
-2432.8945,4382.8945,-1.1428
-2435.7235,4385.7235,-1.1719
-2438.5525,4388.5525,-1.2021
-2441.3814,4391.3814,-1.2339
-2444.2104,4394.2104,-1.2677
-2447.0393,4397.0393,-1.3037
-2449.8683,4399.8683,-1.3424
-2452.6972,4402.6972,-1.3838
-2455.5262,4405.5262,-1.4281
-2458.3552,4408.3552,-1.4747
-2461.1841,4411.1841,-1.5223
-2464.0131,4414.0131,-1.5691
-2466.842,4416.842,-1.6131
-2469.671,4419.671,-1.6523
-2472.4999,4422.4999,-1.6856
-2475.3289,4425.3289,-1.7126
-2478.1578,4428.1578,-1.7333
-2480.9868,4430.9868,-1.7482
-2483.8158,4433.8158,-1.7577
-2486.6447,4436.6447,-1.7624
-2489.4737,4439.4737,-1.7626
-2492.3026,4442.3026,-1.7587
-2495.1316,4445.1316,-1.7512
-2497.9605,4447.9605,-1.7402
-2500.7895,4450.7895,-1.7264
-2503.6185,4453.6185,-1.7101
-2506.4474,4456.4474,-1.692
-2509.2764,4459.2764,-1.6728
-2512.1053,4462.1053,-1.6536
-2514.9343,4464.9343,-1.6351
-2517.7632,4467.7632,-1.618
-2520.5922,4470.5922,-1.6029
-2523.4212,4473.4212,-1.5897
-2526.2501,4476.2501,-1.5782
-2529.0791,4479.0791,-1.5682
-2531.908,4481.908,-1.5593
-2534.737,4484.737,-1.5511
-2537.5659,4487.5659,-1.5435
-2540.3949,4490.3949,-1.5362
-2543.2239,4493.2239,-1.5287
-2546.0528,4496.0528,-1.5202
