year (AD),age (yr BP),depth (cm),lake_depth (m),Salinity (g/L),Mean_boot_salinity (unitless),sambleID (NA),numInZone (NA)
864.77777777778,1085.22222222222,83.5,4.88652359342834,0.127912651,2.56,38-39c1,62
848.08333333333,1101.91666666667,84.5,5.0815944256056,0.086912651,2.519,39-40c1,63
831.38888888889,1118.61111111111,85.5,6.32411851376219,0.141912651,2.574,40-41c1,64
814.69444444444,1135.30555555556,86.5,5.04661297563528,0.047912651,2.48,41-42c1,65
798,1152,87.5,4.20726628384444,0.043912651,2.476,42-43c1,1
787.83333333333,1162.16666666667,88.5,13.3967668742594,-0.251087349,2.181,43-44c1,2
777.66666666667,1172.33333333333,89.5,10.471285480509,-0.012087349,2.42,44-45c1,3
767.5,1182.5,90.5,5.61047976032471,0.149912651,2.582,45-46c1,4
757.33333333333,1192.66666666667,91.5,9.50604793656281,0.011912651,2.444,46-47c1,5
747.16666666667,1202.83333333333,92.5,8.24138115013002,0.052912651,2.485,47-48c1,6
737,1213,93.5,5.27229861422823,0.201912651,2.634,48-49c1,7
726.83333333333,1223.16666666667,94.5,3.17687407064977,0.356912651,2.789,49-50c1,8
716.66666666667,1233.33333333333,95.5,5.2360043658575,0.272912651,2.705,50-51c1,9
706.5,1243.5,96.5,2.32273679635711,0.446912651,2.879,51-52c1,10
696.33333333333,1253.66666666667,97.5,2.91742701400117,0.397912651,2.83,52-53c1,11
686.16666666667,1263.83333333333,98.5,5.2844525177518,0.139912651,2.572,53-54c1,12
655.66666666667,1294.33333333333,101.5,4.96592321450336,0.213912651,2.646,56-57c1,13
645.5,1304.5,102.5,9.33254300796991,0.025912651,2.458,57-58c1,14
635.33333333333,1314.66666666667,103.5,10.1859138805412,-0.033087349,2.399,58-59c1,15
625.16666666667,1324.83333333333,104.5,4.69894108605215,0.246912651,2.679,59-60c1,16
615,1335,105.5,8.4527884516029,0.045912651,2.478,60-61c1,17
604.83333333333,1345.16666666667,106.5,9.07820530178186,0.019912651,2.452,61-62c1,18
594.66666666667,1355.33333333333,107.5,5.53350109215737,0.151912651,2.584,62-63c1,19
584.5,1365.5,108.5,4.68813382145265,0.233912651,2.666,63-64c1,20
574.33333333333,1375.66666666667,109.5,4.31519076827765,0.256912651,2.689,64-65c1,21
564.16666666667,1385.83333333333,110.5,7.29457510254569,0.088912651,2.521,65-66c1,22
554,1396,111.5,8.87156012037961,-0.067087349,2.365,66-67c1,23
533.66666666667,1416.33333333333,113.5,9.48418463300897,0.021912651,2.454,68-69c1,24
523.5,1426.5,114.5,9.16220490122,-0.063087349,2.369,69-70c1,25
503.16666666666,1446.83333333334,116.5,7.97994687267977,0.082912651,2.515,71-72c1,26
493,1457,117.5,9.20449571753171,0.032912651,2.465,72-73c1,27
482.83333333333,1467.16666666667,118.5,10,0.010912651,2.443,73-74c1,28
472.66666666666,1477.33333333334,119.5,4.47713304176363,0.149912651,2.582,74-75c1,29
462.5,1487.5,120.5,3.87257644921617,0.159912651,2.592,75-76c1,30
452.33333333333,1497.66666666667,121.5,5.83445104273745,0.017912651,2.45,76-77c1,31
442.16666666666,1507.83333333334,122.5,5.99791076255509,0.088912651,2.521,77-78c1,32
432,1518,123.5,4.73151258961481,0.121912651,2.554,78-79c1,33
418.71666666666,1531.28333333334,124.5,7.78036551039804,-0.020087349,2.412,79-80c1,34
405.43333333333,1544.56666666667,125.5,8.68960429286302,0.039912651,2.472,80-81c1,35
392.15,1557.85,126.5,7.97994687267977,0.034912651,2.467,81-82c1,36
378.86666666666,1571.13333333334,127.5,8.39459986519397,0.023912651,2.456,82-83c1,37
365.58333333333,1584.41666666667,128.5,8.39459986519397,0.021912651,2.454,83-84c1,38
352.3,1597.7,129.5,7.46448758410066,0.015912651,2.448,84-85c1,39
339.01666666666,1610.98333333334,130.5,8.99497581530035,-0.124087349,2.308,85-86c1,40
325.73333333333,1624.26666666667,131.5,9.57194071294844,-0.087087349,2.345,86-87c1,41
312.45,1637.55,132.5,8.29850767514423,-0.119087349,2.313,87-88c1,42
299.16666666666,1650.83333333334,133.5,5.9292532458,0.030912651,2.463,88-89c1,43
285.88333333333,1664.11666666667,134.5,7.09577767963389,0.025912651,2.458,89-90c1,44
272.6,1677.4,135.5,4.03645392967605,0.351912651,2.784,90-91c1,45
259.31666666666,1690.68333333334,136.5,3.9719154946944,0.284912651,2.717,91-92c1,46
246.03333333333,1703.96666666667,137.5,5.71478636671867,0.085912651,2.518,92-93c1,47
219.46666666666,1730.53333333334,139.5,5.9292532458,0.136912651,2.569,94-95c1,48
206.18333333333,1743.81666666667,140.5,9.90831944892768,-0.072087349,2.36,95-96v1,49
192.9,1757.1,141.5,10.2565192625141,-0.019087349,2.413,96-97c1,50
179.61666666666,1770.38333333334,142.5,7.7090346906443,0.049912651,2.482,97-98c1,51
166.33333333333,1783.66666666667,143.5,9.74989637717387,0.001912651,2.434,98-99c1,52
153.05,1796.95,144.5,8.59013521505396,-0.057087349,2.375,99-100c1,53
139.76666666667,1810.23333333333,145.5,9.50604793656281,-0.008087349,2.424,100-101c1,54
126.48333333333,1823.51666666667,146.5,8.89201117857948,-0.089087349,2.343,0-1c2,55
113.2,1836.8,147.5,8.5310011401759,-0.146087349,2.286,1-2c2,56
99.9166666666699,1850.08333333333,148.5,7.99834255007028,-0.084087349,2.348,2-3c2,57
86.63333333333,1863.36666666667,149.5,7.85235634610072,-0.012087349,2.42,3-4c2,58
73.3499999999999,1876.65,150.5,9.16220490122,0.023912651,2.456,4-5c2,59
46.7833333333299,1903.21666666667,152.5,9.97700063822553,-0.125087349,2.307,6-7c2,60
33.5,1916.5,153.5,8.22242649947071,-0.033087349,2.399,7-8c2,61
20.2166666666701,1929.78333333333,154.5,10.8893009333343,-0.052087349,2.38,8-9c2,62
6.93333333332998,1943.06666666667,155.5,6.76082975391982,0.046912651,2.479,9-10c2,63
-6.34999999999991,1956.35,156.5,9.1411324147025,0.011912651,2.444,10-11c2,64
-19.63333333333,1969.63333333333,157.5,7.90678627999825,0.050912651,2.483,11-12c2,65
-32.9166666666699,1982.91666666667,158.5,8.97428794500748,-0.076087349,2.356,12-13c2,66
-46.2,1996.2,159.5,8.68960429286302,-0.080087349,2.352,13-14c2,67
-59.4833333333299,2009.48333333333,160.5,5.26017266390706,0.028912651,2.461,14-15c2,68
-72.7666666666701,2022.76666666667,161.5,7.58577575029184,-0.065087349,2.367,15-16c2,69
-86.05,2036.05,162.5,8.37529282126883,-0.161087349,2.271,16-17c2,70
-99.3333333333298,2049.33333333333,163.5,7.8162780458833,-0.082087349,2.35,17-18c2,71
-112.61666666667,2062.61666666667,164.5,9.97700063822553,-0.147087349,2.285,18-19c2,72
-125.9,2075.9,165.5,13.9958732257262,-0.258087349,2.174,19-20c2,73
-139.18333333333,2089.18333333333,166.5,10.6659612123026,-0.109087349,2.323,20-21c2,74
-152.46666666667,2102.46666666667,167.5,8.6297854776697,0.064912651,2.497,21-22c2,75
-165.75,2115.75,168.5,3.3189445755261,0.322912651,2.755,22-23c2,76
-179.03333333333,2129.03333333333,169.5,3.76703798983909,0.305912651,2.738,23-24c2,77
-192.31666666667,2142.31666666667,170.5,5.24807460249773,0.082912651,2.515,24-25c2,78
-205.6,2155.6,171.5,6.91830970918936,0.076912651,2.509,25-26c2,79
-218.88333333333,2168.88333333333,172.5,8.99497581530035,-0.107087349,2.325,26-27c2,80
-232.16666666667,2182.16666666667,173.5,7.58577575029184,0.001912651,2.434,27-28c2,81
-245.45,2195.45,174.5,5.94292158615573,0.028912651,2.461,28-29c2,82
-258.73333333333,2208.73333333333,175.5,8.5310011401759,0.021912651,2.454,29-30c2,83
-272.01666666667,2222.01666666667,176.5,10.8143395129794,9.12651e-4,2.433,30-31c2,84
-285.3,2235.3,177.5,5.05824662003114,0.062912651,2.495,31-32c2,85
-298.58333333333,2248.58333333333,178.5,9.01571137605957,-0.033087349,2.399,32-33c2,86
-311.86666666667,2261.86666666667,179.5,8.43334757764275,-0.017087349,2.415,33-34c2,87
-325.15,2275.15,180.5,9.09913272632251,0.012912651,2.445,34-35c2,88
-338.43333333333,2288.43333333333,181.5,8.5703784523037,0.077912651,2.51,35-36c2,89
-351.71666666667,2301.71666666667,182.5,5.5975760149511,0.150912651,2.583,36-37c2,90
-365,2315,183.5,5.50807696405403,0.123912651,2.556,37-38c2,1
-372.5,2322.5,184.5,4.73151258961481,0.110912651,2.543,38-39c2,2
-380,2330,185.5,5.09330871057195,0.117912651,2.55,39-40c2,3
-387.5,2337.5,186.5,4.2854852039744,0.236912651,2.669,40-41c2,4
-395,2345,187.5,4.06443329165213,0.169912651,2.602,41-42c2,5
-402.5,2352.5,188.5,4.52897579903621,0.100912651,2.533,42-43c2,6
-410,2360,189.5,4.5081670454146,0.206912651,2.639,43-44c2,7
-410,2360,191.5,4.27562886151586,0.148912651,2.581,45-46c2,8
-441.8,2391.8,192.5,4.10204102986607,0.222912651,2.655,46-47c2,9
-473.6,2423.6,193.5,4.86407205691462,0.188912651,2.621,47-48c2,10
-505.4,2455.4,194.5,5.68852930843841,0.057912651,2.49,48-49c2,11
-537.2,2487.2,195.5,9.20449571753171,-0.016087349,2.416,49-50c2,12
-569,2519,196.5,10.023052380779,-0.079087349,2.353,50-51c2,13
-600.8,2550.8,197.5,7.94328234724282,9.12651e-4,2.433,51-52c2,14
-632.6,2582.6,198.5,10.3752841581801,-0.029087349,2.403,52-53c2,15
-664.4,2614.4,199.5,11.2719745617551,-0.165087349,2.267,53-54c2,16
-696.2,2646.2,200.5,4.86407205691462,0.140912651,2.573,54-55c2,17
-728,2678,201.5,4.78630092322638,0.182912651,2.615,55-56c2,18
-759.8,2709.8,202.5,4.45656248397503,0.166912651,2.599,56-57c2,19
-791.6,2741.6,203.5,5.24807460249773,0.133912651,2.566,57-58c2,20
-823.4,2773.4,204.5,10.6905487922266,-0.006087349,2.426,58-59c2,21
-855.2,2805.2,205.5,8.99497581530035,0.047912651,2.48,59-60c2,22
-887,2837,206.5,3.926449353996,0.219912651,2.652,60-61c2,23
-918.8,2868.8,207.5,7.65596606911256,0.096912651,2.529,61-62c2,24
-950.6,2900.6,208.5,4.48745389933132,0.179912651,2.612,62-63c2,25
-982.4,2932.4,209.5,6.32411851376219,0.078912651,2.511,63-64c2,26
-1046,2996,211.5,5.67544605408547,0.092912651,2.525,65-66c2,27
-1077.8,3027.8,212.5,5.55904257270404,0.093912651,2.526,66-67c2,28
-1109.6,3059.6,213.5,8.35603018231248,-0.039087349,2.393,67-68c2,29
-1141.4,3091.4,214.5,9.07820530178186,-0.039087349,2.393,68-69c2,30
-1173.2,3123.2,215.5,11.1173172728159,-0.189087349,2.243,69-70c2,31
-1205,3155,216.5,4.44631267469109,0.143912651,2.576,70-71c2,32
-1236.8,3186.8,217.5,5.19995996533516,0.107912651,2.54,71-72c2,33
-1268.6,3218.6,218.5,5.29663443891658,0.038912651,2.471,72-73c2,34
-1300.40000000001,3250.40000000001,219.5,5.12861383991365,0.180912651,2.613,73-74c2,35
-1332.20000000001,3282.20000000001,220.5,6.65273156201741,0.057912651,2.49,74-75c2,36
-1364.00000000001,3314.00000000001,221.5,7.32824533138904,0.007912651,2.44,75-76c2,37
-1395.80000000001,3345.80000000001,222.5,8.97428794500748,-0.008087349,2.424,76-77c2,38
-1491.20000000001,3441.20000000001,225.5,4.35511873685569,0.238912651,2.671,79-80c2,39
-1523.00000000001,3473.00000000001,226.5,5.50807696405403,0.044912651,2.477,80-81c2,40
-1554.80000000001,3504.80000000001,227.5,9.46237161365793,-0.143087349,2.289,81-82c2,41
-1586.60000000001,3536.60000000001,228.5,9.18332596483581,0.020912651,2.453,82-83c2,42
-1618.40000000001,3568.40000000001,229.5,8.77000821143635,-0.058087349,2.374,83-84c2,43
-1650.20000000001,3600.20000000001,230.5,8.41395141645195,-0.018087349,2.414,84-85c2,44
-1695.39240506329,3645.39240506329,232.5,4.78630092322638,0.212912651,2.645,86-87c2,45
-1708.78481012658,3658.78481012658,233.5,5.5975760149511,0.118912651,2.551,87-88c2,46
-1722.17721518987,3672.17721518987,234.5,9.72747223776965,-0.068087349,2.364,88-89c2,47
-1735.56962025317,3685.56962025317,235.5,10.1859138805412,-0.041087349,2.391,89-90c2,48
-1748.96202531646,3698.96202531646,236.5,10.327614057614,-0.133087349,2.299,90-91c2,49
-1762.35443037975,3712.35443037975,237.5,9.39723310564638,0.035912651,2.468,91-92c2,50
-1775.74683544304,3725.74683544304,238.5,2.70395836410884,0.406912651,2.839,92-93c2,51
-1789.13924050633,3739.13924050633,239.5,3.72391706254568,0.294912651,2.727,93-94c2,52
-1802.53164556962,3752.53164556962,240.5,3.14050869387622,0.368912651,2.801,94-95c2,53
-1815.92405063291,3765.92405063291,241.5,3.56451133426244,0.296912651,2.729,95-96c2,54
-1869.49367088608,3819.49367088608,245.5,4.86407205691462,-0.082087349,2.35,99-100c2,1
-1882.88607594937,3832.88607594937,246.5,12.0226443461741,-0.227087349,2.205,100-101c2,2
-1896.27848101266,3846.27848101266,247.5,10.8143395129794,-0.049087349,2.383,101-102c2,3
-1909.67088607595,3859.67088607595,248.5,8.87156012037961,-0.043087349,2.389,102-103c2,4
-1923.06329113924,3873.06329113924,249.5,10.0925288607668,-0.089087349,2.343,103-104c2,5
-1936.45569620254,3886.45569620254,250.5,10.9395636627209,-0.126087349,2.306,0-1c3,6
-1949.84810126583,3899.84810126583,251.5,10.9395636627209,-0.083087349,2.349,1-2c3,7
-1963.24050632912,3913.24050632912,252.5,9.88553094656939,-0.104087349,2.328,2-3c3,8
-1976.63291139241,3926.63291139241,253.5,10.2801629812647,-0.112087349,2.32,3-4c3,9
-1990.0253164557,3940.0253164557,254.5,10.471285480509,-0.137087349,2.295,4-5c3,10
-2003.41772151899,3953.41772151899,255.5,10.023052380779,-0.144087349,2.288,5-6c3,11
-2016.81012658228,3966.81012658228,256.5,11.1686324778056,-0.194087349,2.238,6-7c3,12
-2030.20253164557,3980.20253164557,257.5,10.6169555719872,-0.122087349,2.31,7-8c3,13
-2043.59493670887,3993.59493670887,258.5,10.839269140212,-0.153087349,2.279,8-9c3,14
-2056.98734177216,4006.98734177216,259.5,10.2565192625141,-0.074087349,2.358,9-10c3,15
-2070.37974683545,4020.37974683545,260.5,10.046157902784,-0.094087349,2.338,10-11c3,16
-2083.77215189874,4033.77215189874,261.5,10.5925372517729,-0.133087349,2.299,11-12c3,17
-2097.16455696203,4047.16455696203,262.5,10.0925288607668,-0.061087349,2.371,12-13c3,18
-2110.55696202532,4060.55696202532,263.5,11.5345325782109,-0.178087349,2.254,13-14c3,19
-2123.94936708861,4073.94936708861,264.5,10.8642562361707,-0.088087349,2.344,14-15c3,20
-2137.34177215191,4087.34177215191,265.5,11.5080038894444,-0.18708734899999999,2.245,15-16c3,21
-2150.7341772152,4100.7341772152,266.5,11.0662378397767,-0.194087349,2.238,16-17c3,22
-2164.12658227849,4114.12658227849,267.5,8.77000821143635,-0.137087349,2.295,17-18c3,23
-2177.51898734178,4127.51898734178,268.5,11.7219536554813,-0.261087349,2.171,18-19c3,24
-2190.91139240507,4140.91139240507,269.5,12.9419584144999,-0.281087349,2.151,19-20c3,25
-2204.30379746836,4154.30379746836,270.5,9.84011105761134,-0.211087349,2.221,20-21c3,26
-2217.69620253165,4167.69620253165,271.5,9.74989637717387,-0.181087349,2.251,21-22c3,27
-2244.48101265824,4194.48101265824,273.5,11.4551294144554,-0.244087349,2.188,23-24c3,28
-2257.87341772153,4207.87341772153,274.5,12.5314117494142,-0.259087349,2.173,24-25c3,29
-2271.26582278482,4221.26582278482,275.5,12.4451461177139,-0.259087349,2.173,25-26c3,30
-2284.65822784811,4234.65822784811,276.5,12.1898959892487,-0.235087349,2.197,26-27c3,31
-2298.0506329114,4248.0506329114,277.5,11.0153930954142,-0.257087349,2.175,27-28c3,32
-2311.44303797469,4261.44303797469,278.5,8.83079900418563,-0.182087349,2.25,28-29c3,33
-2338.22784810128,4288.22784810128,280.5,7.97994687267977,-0.117087349,2.315,30-31c3,34
-2365.01265822786,4315.01265822786,282.5,8.37529282126883,-0.161087349,2.271,32-33c3,35
-2378.40506329115,4328.40506329115,283.5,7.85235634610072,-0.137087349,2.295,33-34c3,36
-2391.79746835444,4341.79746835444,284.5,5.47015962893972,-0.158087349,2.274,34-35c3,37
-2405.18987341773,4355.18987341773,285.5,7.49894209332456,-0.255087349,2.177,35-36c3,38
-2418.58227848102,4368.58227848102,286.5,5.06990708274704,0.110912651,2.543,36-37c3,39
-2431.97468354431,4381.97468354431,287.5,4.65586093522959,0.156912651,2.589,37-38c3,40
-2445.36708860761,4395.36708860761,288.5,6.36795520907916,-0.006087349,2.426,38-39c3,41
-2472.15189873419,4422.15189873419,290.5,7.07945784384138,-0.085087349,2.347,40-41c3,42
-2485.54430379748,4435.54430379748,291.5,8.64967918775693,-0.062087349,2.37,41-42c3,43
-2498.93670886077,4448.93670886077,292.5,4.84172367584099,0.061912651,2.494,42-43c3,44
-2512.32911392406,4462.32911392406,293.5,6.99841996002273,-0.138087349,2.294,43-44c3,45
-2525.72151898735,4475.72151898735,294.5,8.10961057853841,-0.129087349,2.303,44-45c3,46
-2539.11392405065,4489.11392405065,295.5,7.90678627999825,-0.135087349,2.297,45-46c3,47
-2552.50632911394,4502.50632911394,296.5,10.423174293933,-0.028087349,2.404,46-47c3,48
-2565.89873417723,4515.89873417723,297.5,8.37529282126883,-0.139087349,2.293,47-48c3,49
-2579.29113924052,4529.29113924052,298.5,8.26037949577179,-0.139087349,2.293,48-49c3,50
-2592.68354430381,4542.68354430381,299.5,9.22571427154763,-0.165087349,2.267,49-50c3,51
-2606.0759493671,4556.0759493671,300.5,6.01173737483278,0.056912651,2.489,50-51c3,52
-2619.46835443039,4569.46835443039,301.5,11.8576874816716,-0.180087349,2.252,51-52c3,53
-2632.86075949368,4582.86075949368,302.5,11.1173172728159,-0.128087349,2.304,52-53c3,54
-2646.25316455698,4596.25316455698,303.5,10.115794542599,-0.063087349,2.369,53-54c3,55
-2659.64556962027,4609.64556962027,304.5,11.2201845430196,-0.236087349,2.196,54-55c3,56
-2673.03797468356,4623.03797468356,305.5,9.81747943019984,-0.180087349,2.252,55-56c3,57
-2686.43037974685,4636.43037974685,306.5,10.8143395129794,-0.251087349,2.181,56-57c3,58
-2699.82278481014,4649.82278481014,307.5,9.90831944892768,-0.18708734899999999,2.245,57-58c3,59
-2713.21518987343,4663.21518987343,308.5,7.49894209332456,-0.017087349,2.415,58-59c3,60
-2726.60759493672,4676.60759493672,309.5,5.97035286583837,-0.131087349,2.301,59-60c3,61
-2740,4690,310.5,9.95405417351527,-0.258087349,2.174,60-61c3,62
-2751.24000000001,4701.24000000001,311.5,8.59013521505396,-0.211087349,2.221,61-62c3,63
-2762.48000000001,4712.48000000001,312.5,10.2801629812647,-0.216087349,2.216,62-63c3,64
-2773.72000000001,4723.72000000001,313.5,10.6414301822432,-0.274087349,2.158,63-64c3,65
-2784.96000000001,4734.96000000001,314.5,9.8627948563121,-0.253087349,2.179,64-65c3,66
-2796.20000000001,4746.20000000001,315.5,10.7646521362984,-0.253087349,2.179,65-66c3,67
-2807.44000000001,4757.44000000001,316.5,11.561122421921,-0.287087349,2.145,66-67c3,68
-2818.68000000001,4768.68000000001,317.5,8.55066712884683,-0.147087349,2.285,67-68c3,69
-2829.92000000001,4779.92000000001,318.5,10.423174293933,-0.235087349,2.197,68-69c3,70
-2841.16000000001,4791.16000000001,319.5,10.7646521362984,-0.274087349,2.158,69-70c3,71
-2852.40000000001,4802.40000000001,320.5,8.91250938133745,-0.252087349,2.18,70-71c3,72
-2863.64000000001,4813.64000000001,321.5,9.01571137605957,-0.227087349,2.205,71-72c3,73
-2874.88000000001,4824.88000000001,322.5,12.7643880881134,-0.285087349,2.147,72-73c3,74
-2886.12000000001,4836.12000000001,323.5,8.89201117857948,-0.218087349,2.214,73-74c3,75
-2897.36000000001,4847.36000000001,324.5,8.83079900418563,-0.022087349,2.41,74-75c3,76
-2908.60000000001,4858.60000000001,325.5,10.2093948370768,-0.216087349,2.216,75-76c3,77
-2919.84000000001,4869.84000000001,326.5,8.37529282126883,-0.210087349,2.222,76-77c3,78
-2931.08000000001,4881.08000000001,327.5,6.98232404077171,-0.18708734899999999,2.245,77-78c3,79
-2942.32000000001,4892.32000000001,328.5,8.31763771102671,-0.257087349,2.175,78-79c3,80
-2987.28000000001,4937.28000000001,332.5,7.32824533138904,-0.064087349,2.368,82-83c3,81
-2998.52000000001,4948.52000000001,333.5,5.29663443891658,0.106912651,2.539,83-84c3,82
-3009.76000000001,4959.76000000001,334.5,7.58577575029184,-0.095087349,2.337,84-85c3,83
-3021.00000000001,4971.00000000001,335.5,7.01455298419971,-0.143087349,2.289,85-86c3,1
-3032.24000000001,4982.24000000001,336.5,6.66806769213622,-0.140087349,2.292,86-87c3,2
-3043.48000000001,4993.48000000001,337.5,6.54636174067275,-0.139087349,2.293,87-88c3,3
-3065.96000000001,5015.96000000001,339.5,8.81048873008014,-0.250087349,2.182,89-90c3,4
-3088.44000000001,5038.44000000001,341.5,6.66806769213622,-0.173087349,2.259,91-92c3,5
-3099.68000000001,5049.68000000001,342.5,7.6032627694018204,-0.235087349,2.197,92-93c3,6
-3110.92000000001,5060.92000000001,343.5,6.4268771731702,-0.179087349,2.253,93-94c3,7
-3122.16000000001,5072.16000000001,344.5,5.5718574893193,-0.119087349,2.313,94-95c3,8
-3133.40000000001,5083.40000000001,345.5,6.45654229034656,-0.121087349,2.311,95-96c3,9
-3144.64000000001,5094.64000000001,346.5,5.68852930843841,-0.025087349,2.407,96-97c3,10
-3155.88000000001,5105.88000000001,347.5,5.84790084144481,-0.044087349,2.388,97-98c3,11
-3212.08000000001,5162.08000000001,352.5,8.09095899178382,-0.091087349,2.341,102-103c3,12
-3223.32000000001,5173.32000000001,353.5,8.16582371358592,-0.145087349,2.287,0-1c4,13
-3234.56,5184.56,354.5,6.54636174067275,-0.123087349,2.309,1-2c4,14
-3245.8,5195.8,355.5,6.62216503701762,-0.099087349,2.333,2-3c4,15
-3257.04,5207.04,356.5,7.55092227665434,-0.110087349,2.322,3-4c4,16
-3268.28,5218.28,357.5,6.44169265515177,-0.101087349,2.331,4-5c4,17
-3279.52,5229.52,358.5,7.11213513653329,-0.107087349,2.325,5-6c4,18
-3290.76,5240.76,359.5,5.79428696426881,-0.120087349,2.312,6-7c4,19
