year (AD) [1-1],age (yr BP) [1-1],average_RGB (grayscale) [1-1],depth (unitless) [1-2],age (yr BP) [1-2],grayscale_detrended (grayscale) [1-2],grayscale20lp_detrended (grayscale) [1-2],depth (unitless) [1-3],age (yr BP) [1-3],d18O_raw (permil) [1-3],d13C_raw (permil) [1-3],depth (unitless) [1-4],age (yr BP) [1-4],d18O_detrended (permil) [1-4],d13C_detrended (permil) [1-4]
-1283.1166,3233.1166,132.5367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1283.4358,3233.4358,114.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1283.8234,3233.8234,107.6133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1284.211,3234.211,100.2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1284.5986,3234.5986,97.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1284.9862,3234.9862,94.99667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1285.3737,3235.3737,104.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1285.6912,3235.6912,102.1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1285.9819,3235.9819,116.2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1286.2726,3236.2726,128.7933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1286.6542,3236.6542,126.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1287.0418,3237.0418,121.8133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1287.4293,3237.4293,130.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1287.8169,3237.8169,134.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1288.2045,3238.2045,138.5467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1288.5921,3238.5921,132.9633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1288.9797,3238.9797,131.4767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1289.3673,3239.3673,129.6767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1289.6986,3239.6986,128.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1289.9893,3239.9893,120.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1290.28,3240.28,117.3167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1290.6477,3240.6477,121.1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1291.0353,3241.0353,128.8633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1291.4229,3241.4229,122.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1291.8105,3241.8105,115.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1292.198,3242.198,114.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1292.5639,3242.5639,129.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1292.8546,3242.8546,131.2667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1293.1453,3243.1453,126.3533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1293.4785,3243.4785,119.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1293.866,3243.866,118.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1294.2536,3244.2536,118.8633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1294.6412,3244.6412,118.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1295.0288,3245.0288,117.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1295.4164,3245.4164,120.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1295.7199,3245.7199,122.4533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1296.0106,3246.0106,129.4733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1296.3092,3246.3092,134.1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1296.6968,3246.6968,138.0733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1297.0844,3247.0844,138.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1297.472,3247.472,139.5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1297.8596,3247.8596,135.5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1298.2472,3248.2472,132.0433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1298.6347,3248.6347,127.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1299.0223,3249.0223,128.5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1299.4099,3249.4099,127.3367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1299.7273,3249.7273,127.6867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1300.018,3250.018,120.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1300.3087,3250.3087,114.2467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1300.6903,3250.6903,116.9367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1301.0779,3251.0779000000002,122.2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1301.4655,3251.4655,113.5167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1301.8531,3251.8531,124.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1302.2407,3252.2407,129.8567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1302.5926,3252.5926,132.4533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1302.8833,3252.8833,127.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1303.174,3253.174,123.7533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1303.5211,3253.5211,123.7233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1303.9087,3253.9087,133.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1304.2963,3254.2963,139.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1304.6839,3254.6839,145.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1305.0714,3255.0714,137.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1305.458,3255.458,126.1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1305.7486,3255.7486,121.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1306.0393,3256.0393,128.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1306.3519,3256.3519,133.4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1306.7395,3256.7395,144.7967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1307.127,3257.127,142.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1307.5146,3257.5146,140.5067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1307.9022,3257.9022,138.1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1308.2898,3258.2898,141.4633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1308.6774,3258.6774,141.9267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1309.065,3259.065,147.5433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1309.4526,3259.4526,144.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1309.756,3259.756,138.1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1310.0467,3260.0467,136.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1310.3454,3260.3454,149.7267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1310.733,3260.733,151.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1311.1206,3261.1206,151.5567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1311.5082,3261.5082,150.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1311.8957,3261.8957,148.5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1312.2833,3262.2833,139.0733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1312.6213,3262.6213,141.3933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1312.912,3262.912,145.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1313.2027,3263.2027,157.8867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1313.5637,3263.5637,161.6733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1313.9513,3263.9513,164.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1314.3389,3264.3389,162.9867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1314.7265,3264.7265,160.3733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1315.1141,3265.1141,154.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1315.4867,3265.4867,150.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1315.7773,3265.7773,141.8967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1316.068,3266.068,131.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1316.3945,3266.3945,123.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1316.7821,3266.7821,136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1317.1697,3267.1697,151.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1317.5573,3267.5573,148.8533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1317.9449,3267.9449,149.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1318.3324,3268.3324,157.4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1318.72,3268.72,157.6867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1319.1076,3269.1076,155.7133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1319.494,3269.494,152.3367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1319.7847,3269.7847,152.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1320.0754,3270.0754,152.1433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1320.388,3270.388,153.1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1320.7756,3270.7756,152.0933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1321.1632,3271.1632,153.7533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1321.5508,3271.5508,153.0767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1321.9384,3271.9384,153.5267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1322.326,3272.326,152.1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1322.65,3272.65,150.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1322.9407,3272.9407,147.6567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1323.2314,3273.2314,148.7933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1323.6064,3273.6064,150.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1323.994,3273.994,151.4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1324.3816,3274.3816,150.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1324.7691,3274.7691,152.3833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1325.1567,3275.1567,152.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1325.5154,3275.5154000000002,154.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1325.806,3275.806,153.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1326.0967,3276.0967,152.1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1326.4372,3276.4372,149.9533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1326.8247,3276.8247,149.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1327.2123,3277.2123,143.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1327.5999,3277.5999,139.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1327.9875,3277.9875,133.4317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1328.3751,3278.3751,131.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1328.7627,3278.7627,120.0967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1329.1503,3279.1503,110.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1329.5227,3279.5227,118.2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1329.8134,3279.8134,130.6267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1330.1041,3280.1041,128.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1330.4307,3280.4307,119.3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1330.8183,3280.8183,114.5833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1331.2059,3281.2059,119.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1331.5934,3281.5934,131.8133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1331.981,3281.981,138.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1332.3686,3282.3686,137.1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1332.6787,3282.6787,140.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1332.9694,3282.9694,145.8833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1333.2614,3283.2614,157.2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1333.649,3283.649,169.4733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1334.0366,3284.0366,173.8767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1334.4242,3284.4242,165.0433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1334.8118,3284.8118,163.4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1335.1994,3285.1994,165.0433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1335.5441,3285.5441,160.8433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1335.8347,3285.8347,156.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1336.1254,3286.1254,161.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1336.4798,3286.4798,158.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1336.8674,3286.8674,151.8033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1337.255,3287.255,156.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1337.6426,3287.6426,152.4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1338.0301,3288.0301,139.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1338.4177,3288.4177,135.9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1338.8053,3288.8053,134.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1339.1929,3289.1929,134.8833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1339.5514,3289.5514,133.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1339.8421,3289.8421,134.3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1340.1328,3290.1328,135.3867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1340.4733,3290.4733,142.2367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1340.8609,3290.8609,152.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1341.2485,3291.2485,160.5867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1341.6361,3291.6361,153.1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1342.0237,3292.0237,148.6733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1342.4112,3292.4112,145.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1342.7074,3292.7074,144.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1342.9981,3292.9981,145.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1343.3041,3293.3041,145.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1343.6917,3293.6917,141.3533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1344.0793,3294.0793,139.1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1344.4668,3294.4668,132.9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1344.8544,3294.8544,134.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1345.242,3295.242,146.2667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1345.5728,3295.5728,154.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1345.8634,3295.8634,140.9233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1346.1541,3296.1541,132.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1346.5224,3296.5224,130.7867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1346.91,3296.91,131.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1347.2976,3297.2976,132.1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1347.6852,3297.6852,135.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1348.0728,3298.0728,141.2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1348.4604,3298.4604,151.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1348.848,3298.848,152.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1349.2355,3299.2355,143.6567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1349.5801,3299.5801,138.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1349.8708,3299.8708,137.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1350.1615,3300.1615,136.1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1350.516,3300.516,136.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1350.9036,3300.9036,135.0467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1351.2911,3301.2911,134.3133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1351.6787,3301.6787,133.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1352.0663,3302.0663,135.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1352.4454,3302.4454,135.3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1352.7361,3302.7361,135.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1353.0268,3303.0268,135.5167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1353.3467,3303.3467,135.0933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1353.7343,3303.7343,132.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1354.1219,3304.1219,132.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1354.5095,3304.5095,132.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1354.8971,3304.8971,133.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1355.2847,3305.2847,131.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1355.6015,3305.6015,130.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1355.8921,3305.8921,126.5967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1356.1828,3306.1828,124.3767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1356.5651,3306.5651,123.6233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1356.9527,3306.9527,122.0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1357.3403,3307.3403,116.3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1357.7278,3307.7278,113.0567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1358.1154,3308.1154,108.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1358.503,3308.503,110.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1358.8906,3308.8906,109.4567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1359.2782,3309.2782,104.9167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1359.6088,3309.6088,100.8767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1359.8995,3309.8995,101.0967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1360.1902,3310.1902,105.0767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1360.5586,3310.5586,109.0633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1360.9462,3310.9462,109.5133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1361.3338,3311.3338,116.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1361.7214,3311.7214,124.7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1362.1089,3312.1089,131.0533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1362.4741,3312.4741,140.5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1362.7648,3312.7648,148.9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1363.0555,3313.0555,145.4933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1363.3894,3313.3894,142.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1363.777,3313.777,140.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1364.1645,3314.1645,138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1364.5521,3314.5521,141.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1364.9397,3314.9397,145.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1365.3273,3315.3273,144.2833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1365.7149,3315.7149,138.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1366.1025,3316.1025,133.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1366.4815,3316.4815,135.9267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1366.7721,3316.7721,140.7767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1367.0628,3317.0628,146.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1367.3829,3317.3829,149.9267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1367.7705,3317.7705,149.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1368.1581,3318.1581,143.2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1368.5457,3318.5457,137.5367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1368.9332,3318.9332,136.4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1369.3208,3319.3208,138.6567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1369.6375,3319.6375,139.4533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1369.9282,3319.9282,141.3567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1370.2189,3320.2189,142.9033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1370.6013,3320.6013,145.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1370.9888,3320.9888,145.7833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1371.3764,3321.3764,146.3367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1371.764,3321.764,145.8567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1372.1516,3322.1516,146.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1372.5028,3322.5028,145.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1372.7935,3322.7935,144.6233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1373.0842,3323.0842,145.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1373.432,3323.432,146.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1373.8196,3323.8196,147.4733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1374.2072,3324.2072,149.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1374.5948,3324.5948,150.0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1374.9824,3324.9824,150.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1375.3699,3325.3699,148.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
