year (AD),age (yr BP),BSi (unitless),depth_alt (mm)
1954.62290388286,-4.62290388285783,26.712760512085,1
1953.84695506441,-3.84695506440585,22.9776988972533,3
1953.04220756747,-3.04220756746759,17.7972541754386,5
1952.20891217168,-2.20891217167582,16.2823072205567,7
1951.34731812903,-1.34731812903033,14.4708631710655,9
1950.45767316919,-0.457673169190912,14.6464757181792,11
1949.54022350476,0.459776495239339,20.241948217461,13
1948.59521383656,1.40478616343671,20.4933416143959,15
1947.62288735891,2.37711264108998,24.7652901240252,17
1946.62348576486,3.37651423513967,25.977088,19
1945.59724925147,4.40275074852639,28.5367314214397,21
1944.54441652505,5.45558347494739,32.0408005303867,23
1943.46522480638,6.53477519362104,32.2246140691373,25
1942.35990983594,7.64009016405817,28.781251981386198,27
1941.22870587916,8.77129412084423,29.7036668993289,29
1940.07184573157,9.92815426842731,30.3472542156682,31
1938.88956072408,11.110439275915,32.2554693362162,33
1937.68208072812,12.3179192718792,33.9393955816227,35
1936.44963416083,13.5503658391692,29.606395038961,37
1935.19244799027,14.8075520097332,34.460208848026,39
1933.91074774055,16.0892522594472,32.9376829793103,41
1932.60475749705,17.3952425029527,32.448301807853,43
1931.2746999115,18.7253000885014,32.665315360876,45
1929.92079620719,20.0792037928104,34.6769985419664,47
1928.54326618408,21.4567338159218,33.3316118480227,49
1927.14232822393,22.8576717760745,33.5153440670751,51
1925.71819929542,24.2818007045812,32.6185747150259,53
1924.27109495929,25.7289050407137,26.7479242177258,55
1922.8012293734,27.1987706265986,30.2471395827538,57
1921.30881529788,28.691184702119,28.3854912814916,59
1919.79406410018,30.205935899824,25.3236484518976,61
1918.25718576015,31.742814239848,27.3264046486487,63
1916.69838887516,33.3016111248378,28.1857255495495,65
1915.11788066511,34.8821193348863,29.4777674958904,67
1913.51586697752,36.4841330224751,25.5282249776165,69
1911.89255229257,38.1074477074269,27.1707443129388,71
1910.24813972814,39.7518602718635,24.0848601266599,73
1908.58283104483,41.4171689551722,33.5768165623243,75
1906.89682665102,43.1031733489831,33.0696677830189,77
1905.19032560785,44.8096743921503,34.0565607035597,79
1903.46352563425,46.5364743657456,39.2476345362563,81
1901.71662311194,48.2833768880553,30.8656415794778,83
1899.94981309041,50.0501869095904,32.8716436304525,85
1898.1632892919,51.8367107081017,34.0312099898063,87
1896.3572441164,53.6427558836026,34.1992515492412,89
1894.5318686466,55.4681313534022,36.5130707692308,91
1892.68735265285,57.3126473471461,30.2208697029703,93
1890.82388459814,59.1761154018627,28.9892553648241,95
1888.94165164298,61.0583483570208,25.949203620438,97
1887.04083965041,62.9591603495944,24.3167949967686,99
1885.12163319087,64.8783668091344,28.4173661884382,101
1883.18421554715,66.8157844528494,28.6234444021402,103
1881.22876871931,68.7712312806948,24.6651138585859,105
1879.25547342953,70.7445265704705,26.5056915348837,107
1877.26450912708,72.7354908729235,25.4827635191156,109
1875.25605399314,74.743946006864,23.2375524361949,111
1873.23028494572,76.769715054284,25.0655995472627,113
1871.18737764451,78.8126223554891,24.0281867175572,115
1869.12750649577,80.8724935042337,26.613628190018,117
1867.05084465713,82.9491553428679,26.8791025108287,119
1864.95756404251,85.0424359574909,27.0239485940763,121
1862.84783532689,87.1521646731126,28.2041421381331,123
1860.72182795118,89.2781720488233,31.2053825851413,125
1858.57971012703,91.4202898729732,30.2074778847858,127
1856.42164884164,93.5783511583559,31.2319617421744,129
1854.2478098626,95.7521901374048,31.2847951515151,131
1852.05835774261,97.9416422573945,27.5953701537691,133
1849.85345582435,100.146544175652,26.562616247746,135
1847.63326624523,102.366733754773,26.1447679737705,137
1845.39794994215,104.602050057853,25.6916459959782,139
1843.14766665628,106.852333343717,25.5234275677908,141
1840.88257493783,109.117425062165,23.0720654745017,143
1838.60283215078,111.397167849224,23.8,145
1829.92596291261,120.074037087387,24.8126349245033,152.5
1824.03213645893,125.967863541069,26.9300760283429,157.5
1818.05364924689,131.946350753115,25.4959404875536,162.5
1811.99279664167,138.007203358325,28.3398007023843,167.5
1805.85182964548,144.148170354516,26.7253574185185,172.5
1799.63295535135,150.367044648652,29.4915358890815,177.5
1793.33833739505,156.661662604951,28.4299159055556,182.5
1786.97009640502,163.029903594978,27.2067871792432,187.5
1780.53031045029,169.469689549715,31.9519476079681,192.5
1774.02101548639,175.978984513608,31.1146109271318,197.5
1774.02101548639,175.978984513608,30.4913166118626,197.5
1767.4442057994,182.555794200601,31.0895922285714,202.5
1760.80183444786,189.198165552141,28.8555468009501,207.5
1754.09581370283,195.904186297175,29.4908970048309,212.5
1747.32801548589,202.671984514114,28.7658048,217.5
1740.50027180522,209.499728194784,26.6941478551479,222.5
1733.61437518964,216.385624810358,25.9800171175258,227.5
1730.01131055286,219.988689447144,22.6473705165432,230.1
1726.67207912073,223.327920879265,26.1,232.5
1722.83039889431,227.169601105694,26.3573011183673,235.25
1719.67509846292,230.324901537081,26.3941764383607,237.5
1715.8040588198,234.195941180199,16.7421362865672,240.25
1712.6251098916,237.374890108396,27.2934454578469,242.5
1708.72561687968,241.274383120317,28.1025654623656,245.25
1705.52375231933,244.476247680668,25.4794614146164,247.5
1701.59669139785,248.403308602151,28.5696013824,250.25
1698.37262731995,251.627372680049,25.6926885720469,252.5
1694.41886359195,255.581136408053,28.1275962977215,255.25
1691.1732995508,258.826700449198,22.737570278704,257.5
1687.19367799448,262.806322005518,28.4686404307692,260.25
1683.92729717293,266.07270282707,26.6445196411239,262.75
1679.92264287193,270.077357128067,31.1417894486486,265.25
1676.63611226931,273.363887730687,28.2036563354532,267.5
1672.6072306419,277.392769358104,25.1516986815643,270.25
1669.30120126111,280.698798738886,27.6392952524254,272.75
1665.24887828824,284.751121711756,30.0415249786408,275.25
1661.92398532195,288.076014678048,26.2097402586697,277.75
1657.84898777431,292.151012225691,25.2781566594315,280.25
1654.50585079019,295.494149209814,24.6958077935538,282.75
1650.40892645408,299.591073545918,25.3831817782383,285.25
1647.04814957923,302.951850420768,25.1734719578577,287.5
1642.93002748144,307.069972518564,21.3289316136585,290.25
1639.55219958589,310.447800414112,25.1267330475138,292.5
1635.41359021736,314.586409782636,16.5333341333333,295.25
1632.01928509669,317.980714903312,23.960616544,297.5
1626.34609511968,323.653904880316,23.9650695129974,301.25
1622.55306347694,327.44693652306,19.5493049752381,303.75
1618.75148342709,331.248516572914,19.1211860046404,306.25
1614.94150319971,335.058496800295,24.7224418597555,308.75
1611.12326901789,338.876730982107,26.938649096368,311.25
1607.29692511067,342.703074889325,20.0044736882206,313.75
1603.4626137254,346.537386274604,25.8535029731343,316.25
1599.62047514008,350.379524859923,27.5817961493059,318.75
1595.77064767574,354.229352324256,24.9697958115183,321.25
1591.91326770872,358.086732291277,26.9,323.75
1588.04846968291,361.951530317094,19.3514802263027,326.25
1584.17638612199,365.823613878014,24.1230780903226,328.75
1580.29714764166,369.70285235834,25.7041875375561,331.25
1550.2009585374,399.7990414626,24.4585808787692,352.5
1534.42046648787,415.579533512133,29.35367798,362.5
1518.54942858463,431.450571415369,30.5974981522843,372.5
1486.56167862204,463.438321377964,18.817653558995,392.5
1470.45687391818,479.543126081823,29.3055610757789,402.5
1454.28536165766,495.714638342339,29.3808629953073,412.5
1438.0520740181,511.947925981903,25.47710882816,422.5
1405.41797358107,544.582026418926,23.3513051247185,442.5
1389.02513132945,560.974868670548,27.5613687334917,452.5
1372.5864771093,577.413522890701,29.0680412432787,462.5
1356.10511624539,593.894883754611,28.40809344,472.5
1323.02504492223,626.974955077773,26.3041163822901,492.5
1306.43092617035,643.569073829654,23.1891160450485,502.5
1289.8033052411,660.196694758901,23.714268864,512.5
1273.14373167203,676.856268327972,30.9487113703226,522.5
1239.73353472941,710.266465270586,27.3105229486327,542.5
1222.98465051598,727.015349484022,21.9478518408443,552.5
1206.20731176738,743.792688232619,32.0804516387629,562.5
1189.40176745953,760.598232540467,34.9566009077551,572.5
1155.70591312256,794.294086877445,24.9796872302703,592.5
1138.81498431747,811.185015682531,30.2174323702618,602.5
1121.89463091847,828.105369081534,27.921259213079,612.5
1104.9440407254301,845.055959274575,26.64246554112,622.5
1070.94798545757,879.052014542429,28.631608896,642.5
1053.90000660194,896.099993398063,28.787215466087,652.5
1036.81678064067,913.183219359327,29.1269413111111,662.5
1019.69665774322,930.303342256777,30.1768798729771,672.5
985.338419526381,964.661580473619,30.4784439771429,692.5
968.096326672505,981.903673327495,23.1395392424644,702.5
950.809397796322,999.190602203678,22.7354290354115,712.5
933.47535314245,1016.52464685755,21.0740268523858,722.5
898.65629275691,1051.34370724309,24.8565242721649,742.5
881.16623530829,1068.83376469171,25.403553765187,752.5
863.61899336373,1086.38100663627,25.4079300795949,762.5
846.01184910862,1103.98815089138,24.291345815,772.5
810.60665941306,1139.39334058694,24.7821608553554,792.5
792.80287596441,1157.19712403559,26.2625461153846,802.5
774.92772763723,1175.07227236277,25.3836696139806,812.5
756.97823458326,1193.02176541674,22.14725728,822.5
720.84413779478,1229.15586220522,21.0515399975879,842.5
702.653435972,1247.346564028,24.2011052637788,852.5
684.37620542713,1265.62379457287,24.0435216404963,862.5
666.00936446388,1283.99063553612,20.876819425692702,872.5
628.99451743797,1321.00548256203,16.4557864306053,892.5
610.34035773816,1339.65964226184,26.1985923363881,902.5
591.58429125975,1358.41570874025,30.3312373147826,912.5
572.72327880401,1377.27672119599,27.8261160626087,922.5
534.67438631455,1415.32561368545,25.8385646511054,942.5
496.16994457741,1453.83005542259,23.8017153575385,962.5
476.73964201317,1473.26035798683,39.11597184,972.5
437.50877803244,1512.49122196756,30.13853568,992.5
417.7027387547,1532.2972612453,23.67500168,1002.5
397.76607493843,1552.23392506157,18.083121408,1012.5
377.69620205687,1572.30379794313,24.4177951111111,1022.5
337.14683903558,1612.85316096442,26.3215179685488,1042.5
316.66253899931,1633.33746100069,25.1028255726633,1052.5
296.03541721714,1653.96458278286,28.4602049016114,1062.5
275.26326965664,1674.73673034336,23.4914400914286,1072.5
233.27551580386,1716.72448419614,28.8544376685714,1092.5
212.05594539099,1737.94405460901,22.3354468697387,1102.5
190.68342680385,1759.31657319615,25.9631717948615,1112.5
169.15621748999,1780.84378251001,25.9067549852055,1122.5
125.63126205322,1824.36873794678,25.190417881791,1142.5
103.63054371684,1846.36945628316,30.2087886769231,1152.5
81.4691948048801,1868.53080519512,27.5325720685714,1162.5
59.14599939046,1890.85400060954,29.2568232,1172.5
14.0097659355799,1935.99023406442,32.3423347284768,1192.5
-31.78561675745,1981.78561675745,31.565533263388,1212.5
-78.24573933175,2028.24573933175,27.6997894353623,1232.5
-125.37427810044,2075.37427810044,25.7325781022298,1252.5
-197.32359984329,2147.32359984329,23.3980405536247,1282.5
-246.12639048933,2196.12639048933,34.1459110699065,1302.5
-320.57728872254,2270.57728872254,26.8962482229829,1332.5
-371.03393303556,2321.03393303556,27.928616736,1352.5
-447.93222625679,2397.93222625679,26.8900707564072,1382.5
-499.99089657202,2449.99089657202,30.1,1402.5
-579.2354693373,2529.2354693373,29.2993270593705,1432.5
-632.81337365557,2582.81337365557,29.3651467459788,1452.5
-714.25746825937,2664.25746825937,27.0432266101622,1482.5
-769.24210736711,2719.24210736711,29.1497989813243,1502.5
-852.69580352226,2802.69580352226,26.2387000329648,1532.5
-908.94702011151,2858.94702011151,27.3113937265823,1552.5
-994.18090262927,2944.18090262927,26.5276887534824,1582.5
-1051.53372241765,3001.53372241765,28.1,1602.5
-1138.28373688766,3088.28373688766,23.8767428299806,1632.5
-1196.55200173841,3146.55200173841,23.2,1652.5
-1578.34767833002,3528.34767833002,22.2572721123487,2012.5
-1638.1012179308,3588.1012179308,28.6306475392,2052.5
-1727.81707177406,3677.81707177406,23.953857004,2082.5
-1787.63428195467,3737.63428195467,28.2384168431138,2102.5
-1877.2858242298,3827.2858242298,25.7,2132.5
-1936.95658761134,3886.95658761134,26.7755226631111,2152.5
-2026.2399118772,3976.2399118772,25.8377933097345,2182.5
-2085.57118248235,4035.57118248235,25.0425600274914,2202.5
-2174.21472176014,4124.21472176014,23.1570774148861,2232.5
-2233.03968629317,4183.03968629317,23.3074347426311,2252.5
-2320.81854898655,4270.81854898655,17.3264788455696,2282.5
-2379.00658011335,4329.00658011335,25.1763986417709,2302.5
-2465.75807392837,4415.75807392837,25.7464877668342,2332.5
-2523.22547555646,4473.22547555646,27.4000013258064,2352.5
-2608.86581942149,4558.86581942149,23.2687224,2382.5
-2665.58736397995,4615.58736397995,26.9255148316759,2402.5
-2750.12958796588,4700.12958796588,21.687780017866,2432.5
-2806.15084568535,4756.15084568535,22.7791959096921,2452.5
-2884.16799630577,4834.16799630577,21.9572166131737,2482.5
-2939.63762190224,4889.63762190224,18.8966406295082,2502.5
-3022.52773685285,4972.52773685285,25.31372624,2532.5
-3077.64273346825,5027.64273346825,27.0732394491018,2552.5
-3160.23128814791,5110.23128814791,23.3711360233943,2582.5
-3215.32672131586,5165.32672131586,28.5504985034014,2602.5
-3298.20908811293,5248.20908811293,24.4180977797831,2632.5
-3353.74742319104,5303.74742319104,28.4352763129094,2652.5
-3437.72212882997,5387.72212882997,29.5064913335099,2682.5
-3494.30948859984,5444.30948859984,29.6443837187879,2702.5
-3580.40319454095,5530.40319454095,22.9987987159748,2732.5
-3638.80640880818,5588.80640880818,27.2951323172628,2752.5
-3728.30007964794,5678.30007964794,28.0651229059459,2782.5
-3789.46452684215,5739.46452684215,28.0996959939509,2802.5
-3804.96895190602,5754.96895190602,16.9,2952.5
-3900.0191042124,5850.0191042124,33,2982.5
-3982.23248139325,5932.23248139325,27,3032.5
-4058.94217398661,6008.94217398661,27,3055
-4102.80139591751,6052.80139591751,31.6810551097276,3067.5
-4147.62625280405,6097.62625280405,29,3080
-4156.71273022554,6106.71273022554,28.55035304,3082.5
-4240.4332330073,6190.4332330073,26,3105
