d18O (permil),year (AD)
-3.34,1992
-3.28,1991
-3.34,1990
-3.18,1989
-3.52,1988
-3.71,1987
-3.49,1986
-3.29,1985
-3.26,1984
-3.48,1983
-3.48,1982
-3.7,1981
-3.12,1980
-3.13,1979
-3.34,1978
-3.48,1977
-3.22,1976
-3.12,1975
-2.91,1974
-3.18,1973
-3.19,1972
-3.34,1971
-3.64,1970
-3.74,1969
-3.71,1968
-3.59,1967
-3.67,1966
-3.74,1965
-3.88,1964
-3.56,1963
-3.89,1962
-3.76,1961
-4.25,1960
-3.66,1959
-3.77,1958
-4.11,1957
-4.14,1956
-3.96,1955
-4.04,1954
-3.87,1953
-3.9,1952
-3.72,1951
-3.4,1950
-3.35,1949
-3.12,1948
-3.02,1947
-3.04,1946
-2.97,1945
-2.97,1944
-3.11,1943
-3.75,1942
-4.09,1941
-3.56,1940
-3.57,1939
